District Code,District,School,School Code,School Type,Title I Status,Level,Latitude,Longitude
441,Morgan County,Ezel Elementary School,441090,A1,Title 1 Eligible - Schoolwide School,ES,37.888327,-83.444253
441,Morgan County,Morgan County Middle School,441140,A1,Title 1 Eligible - Schoolwide School,MS,37.89317,-83.283563
441,Morgan County,Morgan County High School,441150,A1,Title 1 Eligible - Schoolwide School,HS,37.894829,-83.28131
441,Morgan County,Woodsbend Youth Development Center,441230,A6,Not a Title 1 School,HS,37.91811121,-83.33310727
445,Muhlenberg County,Bremen Elementary School,445010,A1,Title 1 Eligible - Schoolwide School,ES,37.361455,-87.223301
445,Muhlenberg County,Muhlenberg South Elementary,445012,A1,Title 1 Eligible - Schoolwide School,ES,37.195968,-87.130568
445,Muhlenberg County,Central City Elementary,445030,A1,Title 1 Eligible - Schoolwide School,ES,37.318716,-87.128495
445,Muhlenberg County,The Renaissance Center,445035,A5,Not a Title 1 School,HS,37.228729,-87.163136
445,Muhlenberg County,Greenville Elementary School,445040,A1,Title 1 Eligible - Schoolwide School,ES,37.203719,-87.174199
445,Muhlenberg County,Muhlenberg South Middle School,445045,A1,Title 1 Eligible - No Program,MS,37.197877,-87.173475
445,Muhlenberg County,Longest Elementary,445115,A1,Title 1 Eligible - Schoolwide School,ES,37.231083,-87.164344
445,Muhlenberg County,Muhlenberg North Middle,445150,A1,Title 1 Eligible - No Program,MS,37.229883,-87.165514
445,Muhlenberg County,Muhlenberg County High School,445175,A1,Title 1 Eligible - No Program,HS,37.222906,-87.18607
445,Muhlenberg County,Muhlenberg County Career & Tech Center,445902,A2,Not a Title 1 School,HS,37.228793,-87.163773
446,Murray Independent,Murray Elementary School,446020,A1,Title 1 Eligible - Schoolwide School,ES,36.607391,-88.32665
446,Murray Independent,Murray Middle School,446030,A1,Title I Eligible - Schoolwide School,ES,36.61016,-88.30939
446,Murray Independent,Murray Middle School,446030,A1,Title 1 Eligible - Schoolwide School,MS,36.61016,-88.30939
446,Murray Independent,Murray High School,446050,A1,Title 1 Eligible - No Program,HS,36.602137,-88.331124
451,Nelson County,Bloomfield Middle School,451010,A1,Title 1 Eligible - Schoolwide School,MS,37.914424,-85.307512
451,Nelson County,The New Haven School,451011,A1,Title I Eligible - Schoolwide School,ES,37.655195,-85.586809
451,Nelson County,The New Haven School,451011,A1,Title 1 Eligible - Schoolwide School,MS,37.655195,-85.586809
451,Nelson County,Bloomfield Elementary School,451013,A1,Title 1 Eligible - Schoolwide School,ES,37.916908,-85.307285
451,Nelson County,The Academy at Horizons,451019,A5,Not a Title 1 School,HS,37.830873,-85.428918
451,Nelson County,Boston School,451030,A1,Title 1 Eligible - Schoolwide School,MS,37.792497,-85.659035
451,Nelson County,Boston School,451030,A1,Title I Eligible - Schoolwide School,ES,37.792497,-85.659035
451,Nelson County,Coxs Creek Elementary School,451050,A1,Title 1 Eligible - Schoolwide School,ES,37.889412,-85.468933
451,Nelson County,Foster Heights Elementary School,451070,A1,Title 1 Eligible - Schoolwide School,ES,37.805674,-85.465946
451,Nelson County,Old Kentucky Home Middle School,451090,A1,Title 1 Eligible - Schoolwide School,MS,37.831118,-85.427995
451,Nelson County,Nelson County High School,451100,A1,Title 1 Eligible - Schoolwide School,HS,37.828686,-85.424197
451,Nelson County,Thomas Nelson High School,451101,A1,Title 1 Eligible - Schoolwide School,HS,37.84718,-85.506135
452,Newport Independent,Newport Regional School,452018,A6,Not a Title 1 School,HS,39.08963801,-84.4962426
452,Newport Independent,Newport Primary School,452020,A1,Title 1 Eligible - Schoolwide School,ES,39.084739,-84.489487
452,Newport Independent,Newport School of Innovation,452030,A5,Not a Title 1 School,HS,39.087849,-84.493649
452,Newport Independent,Newport Intermediate School,452040,A1,Title 1 Eligible - Schoolwide School,ES,39.087404,-84.493588
452,Newport Independent,Newport High School,452070,A1,Title 1 Eligible - Schoolwide School,HS,39.096309,-84.484129
452,Newport Independent,Newport High School,452070,A1,Title I Eligible - Schoolwide School,MS,39.096309,-84.484129
452,Newport Independent,Newport Middle School,452080,,,MS,,
455,Nicholas County,Nicholas County Elementary School,455020,A1,Title 1 Eligible - Schoolwide School,ES,38.315727,-84.03688
455,Nicholas County,Nicholas County High School,455030,A1,Title I Eligible - No Program,MS,38.316912,-84.037842
455,Nicholas County,Nicholas County High School,455030,A1,Title 1 Eligible - No Program,HS,38.316918,-84.037814
461,Ohio County,Beaver Dam Elementary School,461010,A1,Title 1 Eligible - Schoolwide School,ES,37.416564,-86.874572
461,Ohio County,Ohio County Day Treatment,461011,A6,Not a Title 1 School,HS,37.447687,-86.903101
461,Ohio County,Ohio County Alternative Learning Program,461012,A5,Not a Title 1 School,HS,37.445537,-86.902731
461,Ohio County,Fordsville Elementary School,461090,A1,Title 1 Eligible - Schoolwide School,ES,37.637835,-86.724352
461,Ohio County,Ohio County Middle School,461110,A1,Title 1 Eligible - No Program,MS,37.428437,-86.883194
461,Ohio County,Horse Branch Elementary School,461140,A1,Title 1 Eligible - Schoolwide School,ES,37.461396,-86.681361
461,Ohio County,Ohio County High School,461155,A1,Title 1 Eligible - No Program,HS,37.430023,-86.884015
461,Ohio County,Southern Elementary School,461170,A1,Title 1 Eligible - Schoolwide School,ES,37.349679,-86.820636
461,Ohio County,Wayland Alexander Elementary School,461190,A1,Title 1 Eligible - Schoolwide School,ES,37.455322,-86.888056
461,Ohio County,Western Elementary School,461200,A1,Title 1 Eligible - Schoolwide School,ES,37.361544,-86.979822
465,Oldham County,Camden Station Elementary School,465005,A1,Not a Title 1 School,ES,38.331886,-85.465455
465,Oldham County,Buckner Elementary School,465007,A1,Not a Title 1 School,ES,38.386682,-85.442466
465,Oldham County,Centerfield Elementary School,465010,A1,Title 1 Eligible - Schoolwide School,ES,38.356468,-85.411808
465,Oldham County,North Oldham High School,465012,A1,Not a Title 1 School,HS,38.395041,-85.585341
465,Oldham County,Kenwood Station Elementary School,465013,A1,Not a Title 1 School,ES,38.334383,-85.469559
465,Oldham County,Harmony Elementary School,465014,A1,Not a Title 1 School,ES,38.372227,-85.591759
465,Oldham County,East Oldham Middle School,465015,A1,Not a Title 1 School,MS,38.360442,-85.376084
465,Oldham County,Crestwood Elementary School,465020,A1,Title 1 Eligible - Schoolwide School,ES,38.324372,-85.469381
465,Oldham County,Goshen At Hillcrest Elementary School,465025,A1,Not a Title 1 School,ES,38.372271,-85.5918
465,Oldham County,Locust Grove Elementary School,465028,A1,Not a Title 1 School,ES,38.3627,-85.377769
465,Oldham County,LaGrange Elementary School,465030,A1,Title 1 Eligible - Schoolwide School,ES,38.407265,-85.385594
465,Oldham County,Liberty Elementary School,465050,,,ES,,
465,Oldham County,Oldham County High School,465060,A1,Not a Title 1 School,HS,38.388254,-85.437198
465,Oldham County,Oldham County Middle School,465070,A1,Title 1 Eligible - Schoolwide School,MS,38.385605,-85.441683
465,Oldham County,Buckner Alternative High School,465080,A5,Not a Title 1 School,HS,38.389162,-85.437585
465,Oldham County,South Oldham Middle School,465090,A1,Not a Title 1 School,MS,38.33048,-85.467074
465,Oldham County,South Oldham High School,465095,A1,Not a Title 1 School,HS,38.331676,-85.468909
465,Oldham County,Creative and Performing Arts,465105,A2,Not a Title 1 School,HS,38.323216,-85.470138
465,Oldham County,North Oldham Middle School,465350,A1,Not a Title 1 School,MS,38.395395,-85.587369
465,Oldham County,The Robert L. Arvin Education Center,465905,A2,Not a Title 1 School,HS,38.391667,-85.4378
471,Owen County,Owen County Elementary/Primary School,471075,A1,Title 1 Eligible - Schoolwide School,ES,38.522963,-84.808416
471,Owen County,Maurice Bowling Middle School,471078,A1,Title 1 Eligible - Schoolwide School,MS,38.530167,-84.805703
471,Owen County,Owen County High School,471080,A1,Title 1 Eligible - Schoolwide School,HS,38.529805,-84.807999
472,Owensboro Independent,Cravens Elementary School,472010,A1,Title 1 Eligible - Schoolwide School,ES,37.768451,-87.14532
472,Owensboro Independent,Emerson Academy,472015,A5,Not a Title 1 School,HS,37.75466,-87.087321
472,Owensboro Independent,Estes Elementary School,472030,A1,Title 1 Eligible - Schoolwide School,ES,37.763888,-87.084973
472,Owensboro Independent,Foust Elementary School,472060,A1,Title 1 Eligible - Schoolwide School,ES,37.769198,-87.131352
472,Owensboro Independent,Newton Parrish Elementary School,472100,A1,Title 1 Eligible - Schoolwide School,ES,37.741037,-87.113714
472,Owensboro Independent,Owensboro Innovation Middle School,472102,A1,Title 1 Eligible - Schoolwide School,MS,37.745072,-87.124824
472,Owensboro Independent,Owensboro Middle School South,472102,A1,Title I Eligible - Schoolwide School,ES,37.745072,-87.124824
472,Owensboro Independent,Owensboro Middle School,472108,A1,Title 1 Eligible - Schoolwide School,MS,37.749216,-87.124251
472,Owensboro Independent,Owensboro High School,472110,A1,Title 1 Eligible - No Program,HS,37.757661,-87.112232
472,Owensboro Independent,Owensboro Innovation Academy,472116,A2,Not a Title 1 School,HS,37.76647,-87.110998
472,Owensboro Independent,Sutton Elementary School,472140,A1,Title 1 Eligible - Schoolwide School,ES,37.749728,-87.131428
475,Owsley County,Owsley County Elementary School,475020,A1,Title 1 Eligible - Schoolwide School,ES,37.474177,-83.669521
475,Owsley County,Owsley County High School,475080,A1,Title I Eligible - Schoolwide School,MS,37.476676,-83.665522
475,Owsley County,Owsley County High School,475080,A1,Title 1 Eligible - Schoolwide School,HS,37.476676,-83.665522
476,Paducah Independent,Paducah Middle School,476010,A1,Title 1 Eligible - Schoolwide School,MS,37.066814,-88.637263
476,Paducah Independent,Choices Educational Center,476016,A5,Not a Title 1 School,HS,37.073387,-88.596622
476,Paducah Independent,Clark Elementary School,476020,A1,Title 1 Eligible - Schoolwide School,ES,37.068684,-88.642027
476,Paducah Independent,McNabb Elementary School,476080,A1,Title 1 Eligible - Schoolwide School,ES,37.082692,-88.626726
476,Paducah Independent,Morgan Elementary School,476150,A1,Title 1 Eligible - Schoolwide School,ES,37.062738,-88.619489
476,Paducah Independent,Paducah Tilghman High School,476170,A1,Title 1 Eligible - Schoolwide School,HS,37.07311,-88.623663
477,Paintsville Independent,Paintsville Elementary School,477010,A1,Title 1 Eligible - Schoolwide School,ES,37.81519226,-82.80619631
477,Paintsville Independent,Paintsville High School,477020,A1,Title I Eligible - No Program,MS,37.815966112,-82.805133743
477,Paintsville Independent,Paintsville High School,477020,A1,Not a Title 1 School,HS,37.81596611,-82.80513374
478,Paris Independent,Paris Elementary School,478010,A1,Title 1 Eligible - Schoolwide School,ES,38.20437708,-84.2597347
478,Paris Independent,Paris High School,478020,A1,Title 1 Eligible - Schoolwide School,HS,38.212695,-84.255749
478,Paris Independent,Paris Middle School,478030,A1,Title 1 Eligible - Schoolwide School,MS,38.212684,-84.254742
481,Pendleton County,Northern Elementary School,481060,A1,Title 1 Eligible - Schoolwide School,ES,38.793855,-84.35507
481,Pendleton County,Phillip Sharp Middle School,481061,A1,Title 1 Eligible - Schoolwide School,MS,38.743696,-84.365601
481,Pendleton County,Pendleton County High School,481070,A1,Title 1 Eligible - Schoolwide School,HS,38.688673,-84.359401
481,Pendleton County,Southern Elementary School,481080,A1,Title 1 Eligible - Schoolwide School,ES,38.672577,-84.339141
485,Perry County,Big Creek Elementary School,485065,,,MS,,
485,Perry County,Big Creek Elementary School,485065,,,ES,,
485,Perry County,Buckhorn School,485130,A1,Title I Eligible - Schoolwide School,MS,37.347259,-83.473069
485,Perry County,Buckhorn School,485130,A1,Title I Eligible - Schoolwide School,ES,37.347259,-83.473069
485,Perry County,Buckhorn School,485130,A1,Title 1 Eligible - Schoolwide School,HS,37.347259,-83.473069
485,Perry County,Learning Academy,485140,A5,Not a Title 1 School,HS,37.28480022,-83.21101688
485,Perry County,Chavies Elementary School,485150,,,MS,,
485,Perry County,Chavies Elementary School,485150,,,ES,,
485,Perry County,Perry County Alternative School,485190,A5,Not a Title 1 School,MS,37.26671246,-83.21514684
485,Perry County,East Perry County Elementary School,485200,A1,Title 1 Eligible - Schoolwide School,MS,37.294904,-83.198655
485,Perry County,East Perry County Elementary School,485200,A1,Title I Eligible - Schoolwide School,ES,37.294904,-83.198655
485,Perry County,Dennis C Wooton Elementary School,485235,,,ES,,
485,Perry County,Perry County Central High School,485250,A1,Title 1 Eligible - Schoolwide School,HS,37.28487,-83.210829
485,Perry County,Leatherwood Elementary School,485480,A1,Title I Eligible - Schoolwide School,ES,37.047429,-83.129731
485,Perry County,Leatherwood Elementary School,485480,A1,Title 1 Eligible - Schoolwide School,MS,37.047429,-83.129731
485,Perry County,Robert W Combs Elementary School,485635,A1,Title 1 Eligible - Schoolwide School,MS,37.202731,-83.105628
485,Perry County,Robert W Combs Elementary School,485635,A1,Title I Eligible - Schoolwide School,ES,37.202731,-83.105628
485,Perry County,Robinson Elementary School,485640,A1,Title I Eligible - Schoolwide School,ES,37.367767,-83.149273
485,Perry County,Robinson Elementary School,485640,A1,Title 1 Eligible - Schoolwide School,MS,37.367767,-83.149273
485,Perry County,AB Combs Elementary School,485750,,,ES,,
485,Perry County,AB Combs Elementary School,485750,,,MS,,
485,Perry County,Viper Elementary School,485890,A1,Title 1 Eligible - Schoolwide School,MS,37.161708,-83.131592
485,Perry County,Viper Elementary School,485890,A1,Title I Eligible - Schoolwide School,ES,37.161708,-83.131592
485,Perry County,Willard Elementary School,485895,,,ES,,
485,Perry County,Willard Elementary School,485895,,,MS,,
485,Perry County,West Perry Elementary School,485898,A1,Title I Eligible - Schoolwide School,ES,37.275182,-83.230199
485,Perry County,West Perry Elementary School,485898,A1,Title 1 Eligible - Schoolwide School,MS,37.275182,-83.230199
491,Pike County,Northpoint Academy,491010,A5,Not a Title 1 School,HS,37.537834,-82.580979
491,Pike County,Pike County Day Treatment,491015,A6,Not a Title 1 School,HS,37.537678,-82.580806
491,Pike County,Pike County Virtual Academy,491020,A5,Not a Title 1 School,HS,37.514393,-82.500645
491,Pike County,Belfry Elementary,491051,A1,Title 1 Eligible - Schoolwide School,ES,37.639683,-82.255401
491,Pike County,East Ridge High School,491054,A1,Title 1 Eligible - No Program,HS,37.363143,-82.307313
491,Pike County,Feds Creek Elementary School,491057,A1,Title I Eligible - Schoolwide School,ES,37.401263,-82.244704
491,Pike County,Feds Creek Elementary School,491057,A1,Title 1 Eligible - Schoolwide School,MS,37.401263,-82.244704
491,Pike County,Belfry Middle School,491058,A1,Title 1 Eligible - No Program,MS,37.622,-82.268626
491,Pike County,Millard School,491059,A1,Title I Eligible - Schoolwide School,ES,37.386811,-82.438487
491,Pike County,Millard School,491059,A1,Title 1 Eligible - Schoolwide School,MS,37.386811,-82.438487
491,Pike County,Valley Elementary School,491060,A1,Title 1 Eligible - Schoolwide School,MS,37.381078,-82.538934
491,Pike County,Valley Elementary School,491060,A1,Title I Eligible - Schoolwide School,ES,37.335333,-82.582549
491,Pike County,Belfry High School,491090,A1,Title 1 Eligible - No Program,HS,37.648355,-82.265871
491,Pike County,Bevins Elementary School,491130,A1,Title 1 Eligible - Schoolwide School,ES,37.621036,-82.35381
491,Pike County,Blackberry Elementary School,491160,,,ES,,
491,Pike County,Pike County Central High School,491190,A1,Title 1 Eligible - No Program,HS,37.514194,-82.50042
491,Pike County,Dorton Elementary School,491250,A1,Title I Eligible - Schoolwide School,ES,37.277914,-82.578314
491,Pike County,Dorton Elementary School,491250,A1,Title 1 Eligible - Schoolwide School,MS,37.277914,-82.578314
491,Pike County,Elkhorn City Elementary School,491300,A1,Title I Eligible - Schoolwide School,ES,37.298104,-82.356568
491,Pike County,Elkhorn City Elementary School,491300,A1,Title 1 Eligible - Schoolwide School,MS,37.298104,-82.356568
491,Pike County,Majestic Knox Creek Elementary School,491407,,,ES,,
491,Pike County,Johns Creek Elementary School,491620,A1,Title 1 Eligible - Schoolwide School,MS,37.564627,-82.453988
491,Pike County,Johns Creek Elementary School,491620,A1,Title I Eligible - Schoolwide School,ES,37.564627,-82.453988
491,Pike County,Kimper Elementary School,491650,A1,Title 1 Eligible - Schoolwide School,MS,37.516541,-82.362358
491,Pike County,Kimper Elementary School,491650,A1,Title I Eligible - Schoolwide School,ES,37.516541,-82.362358
491,Pike County,Mullins Elementary School,491950,A1,Title 1 Eligible - Schoolwide School,MS,37.515083,-82.504897
491,Pike County,Mullins Elementary School,491950,A1,Title I Eligible - Schoolwide School,ES,37.515083,-82.504897
491,Pike County,Phelps Elementary School,491952,A1,Title 1 Eligible - Schoolwide School,ES,37.50298395,-82.17887588
491,Pike County,Phelps High School,491954,A1,Title I Eligible - No Program,MS,37.502451,-82.180767
491,Pike County,Phelps High School,491954,A1,Title 1 Eligible - No Program,HS,37.502451,-82.180767
491,Pike County,Shelby Valley High School,491980,A1,Title 1 Eligible - No Program,HS,37.379632,-82.537746
492,Pikeville Independent,Pikeville Elementary School,492020,A1,Title 1 Eligible - Schoolwide School,ES,37.477235,-82.50859
492,Pikeville Independent,Pikeville High School,492030,A1,Not a Title 1 School,HS,37.487914,-82.542833
492,Pikeville Independent,Pikeville High School,492030,A1,Title I Eligible - No Program,MS,37.487914,-82.542833
493,Pineville Independent,Pineville Elementary School,493010,,,ES,,
493,Pineville Independent,Pineville High School,493020,,,MS,,
493,Pineville Independent,Pineville High School,493020,,,HS,,
493,Pineville Independent,Pineville Independent School,493030,A1,Title I Eligible - Schoolwide School,MS,36.763210489,-83.698270163
493,Pineville Independent,Pineville Independent School,493030,A1,Title 1 Eligible - Schoolwide School,HS,36.76321049,-83.69827016
493,Pineville Independent,Pineville Independent School,493030,A1,Title I Eligible - Schoolwide School,ES,36.763210489,-83.698270163
495,Powell County,Bowen Elementary School,495010,A1,Title 1 Eligible - Schoolwide School,ES,37.83200775,-83.78382388
495,Powell County,Powell County Academy,495012,A5,Not a Title 1 School,HS,37.85376446,-83.86126561
495,Powell County,Powell County Middle School,495015,A1,Title 1 Eligible - Schoolwide School,MS,37.84645251,-83.87341615
495,Powell County,Clay City Elementary School,495020,A1,Title 1 Eligible - Schoolwide School,ES,37.8634239,-83.92665647
495,Powell County,Powell County High School,495040,A1,Title 1 Eligible - No Program,HS,37.84698297,-83.87273742
495,Powell County,Stanton Elementary School,495060,A1,Title 1 Eligible - Schoolwide School,ES,37.85182628,-83.8613593
501,Pulaski County,Burnside Elementary School,501070,A1,Title 1 Eligible - Schoolwide School,ES,36.99446072,-84.59852765
501,Pulaski County,Eagle Academy,501071,A6,Not a Title 1 School,HS,37.038895,-84.624597
501,Pulaski County,Memorial Education Center,501099,A4,Not a Title 1 School,ES,37.085555,-84.614502
501,Pulaski County,Eubank Elementary School,501180,A1,Title 1 Eligible - Schoolwide School,ES,37.275672,-84.64942
501,Pulaski County,Nancy Elementary School,501280,A1,Title 1 Eligible - Schoolwide School,ES,37.0725616,-84.75558066
501,Pulaski County,Pulaski County High School,501380,A1,Title 1 Eligible - Schoolwide School,HS,37.106589,-84.603692
501,Pulaski County,Pulaski Elementary School,501385,A1,Title 1 Eligible - Schoolwide School,ES,37.107427,-84.617376
501,Pulaski County,Southern Middle School,501390,A1,Title 1 Eligible - No Program,MS,37.034128,-84.620297
501,Pulaski County,Northern Middle School,501395,A1,Title 1 Eligible - No Program,MS,37.115222,-84.603503
501,Pulaski County,Southwestern High School,501400,A1,Title 1 Eligible - Schoolwide School,HS,37.061322,-84.65608
501,Pulaski County,Oak Hill Elementary School,501420,A1,Title 1 Eligible - Schoolwide School,ES,37.061225,-84.658304
501,Pulaski County,Shopville Elementary School,501440,A1,Title 1 Eligible - Schoolwide School,ES,37.159048,-84.486393
501,Pulaski County,Northern Elementary School,501560,A1,Title 1 Eligible - Schoolwide School,ES,37.176722,-84.558846
501,Pulaski County,Southern Elementary School,501570,A1,Title 1 Eligible - Schoolwide School,ES,37.03586,-84.621272
502,Raceland-Worthington Independent,Campbell Elementary School,502010,A1,Title 1 Eligible - Schoolwide School,ES,38.542585,-82.735101
502,Raceland-Worthington Independent,Raceland-Worthington Schools Campus B,502011,A6,Not a Title 1 School,HS,38.474721,-82.6671
502,Raceland-Worthington Independent,Raceland-Worthington High School,502020,A1,Not a Title I School,MS,38.542878,-82.736759
502,Raceland-Worthington Independent,Raceland-Worthington High School,502020,A1,Title 1 Eligible - No Program,HS,38.542878,-82.736759
502,Raceland-Worthington Independent,Worthington Elementary School,502030,A1,Title I Eligible - Schoolwide School,ES,38.548545,-82.729924
502,Raceland-Worthington Independent,Raceland-Worthington Middle School,502030,A1,Title 1 Eligible - Schoolwide School,MS,38.548545,-82.729924
502,Raceland-Worthington Independent,Raceland-Worthington Schools Campus A,502160,A6,Not a Title 1 School,HS,38.479888,-82.639065
505,Robertson County,Robertson County School,505010,A1,Title 1 Eligible - Schoolwide School,HS,38.529889,-84.012135
505,Robertson County,Robertson County School,505010,A1,Title I Eligible - Schoolwide School,ES,38.529889,-84.012135
505,Robertson County,Robertson County School,505010,A1,Title I Eligible - Schoolwide School,MS,38.529889,-84.012135
511,Rockcastle County,Brodhead Elementary School,511020,A1,Title 1 Eligible - Schoolwide School,ES,37.403598,-84.420797
511,Rockcastle County,Rockcastle Academy for Academic Achievement,511022,A5,Not a Title 1 School,HS,37.35784,-84.357483
511,Rockcastle County,Rockcastle County Middle School,511100,A1,Title 1 Eligible - No Program,MS,37.357325,-84.357376
511,Rockcastle County,Mt. Vernon Elementary,511170,A1,Title 1 Eligible - Schoolwide School,ES,37.359277,-84.341209
511,Rockcastle County,Rockcastle County High School,511310,A1,Title 1 Eligible - No Program,HS,37.361339,-84.364047
511,Rockcastle County,Roundstone Elementary School,511320,A1,Title 1 Eligible - Schoolwide School,ES,37.441534,-84.320117
515,Rowan County,Clearfield Elementary School,515040,A1,Title 1 Eligible - Schoolwide School,ES,38.162345,-83.43757
515,Rowan County,McBrayer Elementary School,515043,A1,Title 1 Eligible - Schoolwide School,ES,38.20443,-83.476711
515,Rowan County,Morehead Youth Development Center,515130,A6,Not a Title 1 School,HS,38.18771,-83.480492
515,Rowan County,Bluegrass Discovery Academy High,515132,A5,Not a Title 1 School,HS,38.178269,-83.44096
515,Rowan County,Bluegrass Discovery Academy Middle,515133,A5,Not a Title 1 School,MS,38.179163,-83.439502
515,Rowan County,Rowan County Senior High School,515180,A1,Title 1 Eligible - No Program,HS,38.204259,-83.479007
515,Rowan County,Tilden Hogge Elementary School,515200,A1,Title 1 Eligible - Schoolwide School,ES,38.273261,-83.426414
515,Rowan County,Rowan County Middle School,515210,A1,Title 1 Eligible - No Program,MS,38.207796,-83.477728
515,Rowan County,Rodburn Elementary School,515250,A1,Title 1 Eligible - Schoolwide School,ES,38.196306,-83.410879
521,Russell County,Jamestown Elementary School,521140,A1,Title 1 Eligible - Schoolwide School,ES,36.98035,-85.05863
521,Russell County,Russell Springs Elementary School,521230,A1,Title 1 Eligible - Schoolwide School,ES,37.087591,-85.065635
521,Russell County,Russell County High School,521240,A1,Title 1 Eligible - Schoolwide School,HS,37.035352,-85.07346
521,Russell County,Salem Elementary School,521250,A1,Title 1 Eligible - Schoolwide School,ES,37.070229,-84.989612
521,Russell County,Russell County Middle School,521260,A1,Title 1 Eligible - Schoolwide School,MS,37.034207,-85.073568
521,Russell County,Union Chapel Elementary School,521290,,,ES,,
522,Russell Independent,Russell Primary School,522011,A1,Title 1 Eligible - Schoolwide School,ES,38.51115,-82.708147
522,Russell Independent,Russell-McDowell Intermediate School,522030,A1,Title 1 Eligible - Schoolwide School,ES,38.517429,-82.711838
522,Russell Independent,Russell High School,522050,A1,Title 1 Eligible - No Program,HS,38.512124,-82.705894
522,Russell Independent,Russell Middle School,522060,A1,Title 1 Eligible - Schoolwide School,MS,38.510741,-82.704634
522,Russell Independent,Russell Independent Alternative School,522070,A5,Not a Title 1 School,HS,38.51107,-82.70655
523,Russellville Independent,Russellville Primary Academy,523020,A4,Title 1 Eligible - No Program,ES,36.857748,-86.899049
523,Russellville Independent,R E Stevenson Elementary School,523025,A1,Title 1 Eligible - Schoolwide School,ES,36.857742,-86.899108
523,Russellville Independent,Russellville Junior/Senior High School,523030,A1,Title I Eligible - No Program,MS,36.831049,-86.904166
523,Russellville Independent,Russellville High School,523030,A1,Title 1 Eligible - No Program,HS,36.831049,-86.904166
523,Russellville Independent,Russellville Middle School,523050,A1,Title 1 Eligible - No Program,MS,36.831161,-86.904025
524,Science Hill Independent,Science Hill Elementary School,524010,A1,Title 1 Eligible - Schoolwide School,MS,37.17788,-84.625734
524,Science Hill Independent,Science Hill Elementary School,524010,A1,Title I Eligible - Schoolwide School,ES,37.17788,-84.625734
525,Scott County,Phoenix Horizon Community,525005,A5,Title 1 Eligible - No Program,HS,38.232576,-84.571493
525,Scott County,Eastern Elementary School,525010,A1,Not a Title 1 School,ES,38.233734,-84.484858
525,Scott County,Anne Mason Elementary School,525012,A1,Title 1 Eligible - Schoolwide School,ES,38.240672,-84.566288
525,Scott County,Royal Spring Middle School,525013,A1,Title 1 Eligible - No Program,MS,38.240663,-84.560647
525,Scott County,Lemons Mill Elementary School,525014,A1,Title 1 Eligible - Schoolwide School,ES,38.187029,-84.540695
525,Scott County,Garth Elementary School,525015,A1,Title 1 Eligible - Schoolwide School,ES,38.206123,-84.559038
525,Scott County,Georgetown Middle School,525018,A1,Title 1 Eligible - Schoolwide School,MS,38.199186,-84.557592
525,Scott County,Great Crossing High School,525025,A1,Title 1 Eligible - No Program,HS,38.215442,-84.598449
525,Scott County,Creekside Elementary,525029,A1,Title 1 Eligible - Schoolwide School,ES,38.2044,-84.534011
525,Scott County,Northern Elementary School,525035,A1,Title 1 Eligible - Schoolwide School,ES,38.330492,-84.575971
525,Scott County,Scott County High School,525040,A1,Title 1 Eligible - No Program,HS,38.233219,-84.572874
525,Scott County,Elkhorn Crossing School,525044,A2,Not a Title 1 School,HS,38.211121,-84.600661
525,Scott County,Scott County Ninth Grade School,525045,,,HS,,
525,Scott County,Stamping Ground Elementary School,525050,A1,Title 1 Eligible - Schoolwide School,ES,38.269769,-84.681672
525,Scott County,Scott County Middle School,525060,A1,Title 1 Eligible - No Program,MS,38.231377,-84.571083
525,Scott County,Southern Elementary School,525070,A1,Title 1 Eligible - Schoolwide School,ES,38.193904,-84.556375
525,Scott County,Western Elementary School,525080,A1,Title 1 Eligible - Schoolwide School,ES,38.211896,-84.597243
531,Shelby County,Painted Stone Elementary,531014,A1,Title 1 Eligible - Schoolwide School,ES,38.236332,-85.234268
531,Shelby County,Southside Elementary,531015,A1,Title 1 Eligible - Schoolwide School,ES,38.207262,-85.221248
531,Shelby County,Martha Layne Collins High School,531040,A1,Title I Eligible - No Program,MS,38.224381,-85.273147
531,Shelby County,Martha Layne Collins High School,531040,A1,Title 1 Eligible - No Program,HS,38.224381,-85.273147
531,Shelby County,Marnel C. Moorman School,531054,A1,Title 1 Eligible - Schoolwide School,MS,38.22242,-85.27422
531,Shelby County,Marnel C. Moorman School,531054,,,ES,,
531,Shelby County,Heritage Elementary,531065,A1,Title 1 Eligible - Schoolwide School,ES,38.17693,-85.064329
531,Shelby County,Shelby County West Middle School,531080,A1,Title 1 Eligible - No Program,MS,38.236193,-85.238445
531,Shelby County,Shelby County High School,531090,A1,Title I Eligible - No Program,MS,38.209894,-85.178462
531,Shelby County,Shelby County High School,531090,A1,Title 1 Eligible - No Program,HS,38.209894,-85.178462
531,Shelby County,Simpsonville Elementary,531100,A1,Title 1 Eligible - Schoolwide School,ES,38.222919,-85.342638
531,Shelby County,Shelby County East Middle School,531110,A1,Title 1 Eligible - No Program,MS,38.217599,-85.178667
531,Shelby County,Clear Creek Elementary,531120,A1,Title 1 Eligible - Schoolwide School,ES,38.201693,-85.216769
531,Shelby County,Wright Elementary,531130,A1,Title 1 Eligible - Schoolwide School,ES,38.215302,-85.178094
531,Shelby County,Ascension Academy,531170,A6,Not a Title 1 School,HS,38.211733,-85.182156
