SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,SCH_TYPE,STATE_SCH_ID,NCESID,CATEGORY,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,AMO_GOAL,AMO_MET,TREND_DISPLAY,PARTICIPATION_NEXT_YR,GRADUATION_RATE_GOAL,KY_RANK_PY,CLASSIFICATION_PY,REWARD_RECOGNITION_PY,COOP,COOP_CODE
20142015,26,CLAY,125,Clay County,570,Oneida Elementary School,125570,A1,26125570,210123000256,Accountability,Elementary School,58.0,31,Needs Improvement,,68.5,69.0,No,YES,Yes,N/A,75,,,SESC,907
20142015,26,CLAY,125,Clay County,580,Paces Creek Elementary,125580,A1,26125580,210123001413,Accountability,Elementary School,60.3,39,Needs Improvement/Progressing,,59.1,60.1,Yes,YES,Yes,N/A,35,,,SESC,907
20142015,26,CLAY,125,Clay County,,---District Total---,125,,,,Accountability,District Overall,64.8,59,Needs Improvement,,63.0,64.0,Yes,YES,Yes,No,47,,,SESC,907
20142015,27,CLINTON,131,Clinton County,15,Albany Elementary School,131015,A1,27131015,210126000257,Accountability,Elementary School,68.4,75,Proficient,,69.7,70.2,No,YES,Yes,N/A,80,,,GRREC,902
20142015,27,CLINTON,131,Clinton County,50,Clinton County High School,131050,A1,27131050,210126000259,Accountability,High School,70.8,72,Proficient/Progressing,,70.2,70.7,Yes,YES,Yes,Yes,71,,,GRREC,902
20142015,27,CLINTON,131,Clinton County,45,Clinton County Middle School,131045,A1,27131045,210126000444,Accountability,Middle School,63.0,57,Needs Improvement/Progressing,High Progress School,56.1,57.1,Yes,YES,Yes,N/A,28,,,GRREC,902
20142015,27,CLINTON,131,Clinton County,,---District Total---,131,,,,Accountability,District Overall,67.2,78,Proficient,,63.2,64.2,Yes,YES,No,Yes,49,,,GRREC,902
20142015,14,BRECKINRIDGE,132,Cloverport Independent,10,Frederick Fraize High School,132010,A1,14132010,210129000261,Accountability,High School,69.3,64,Needs Improvement/Progressing,High Progress School,60.6,61.6,Yes,YES,Yes,Yes,21,,,GRREC,902
20142015,14,BRECKINRIDGE,132,Cloverport Independent,25,Frederick Fraize Middle School,132025,A1,14132025,210129000907,Accountability,Middle School,63.1,57,Needs Improvement,,66.7,67.2,No,YES,Yes,N/A,74,,,GRREC,902
20142015,14,BRECKINRIDGE,132,Cloverport Independent,20,William H Natcher Elementary School,132020,A1,14132020,210129000262,Accountability,Elementary School,61.7,46,Needs Improvement/Progressing,,60.0,61.0,Yes,YES,Yes,N/A,38,,,GRREC,902
20142015,14,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,,Accountability,District Overall,64.7,59,Needs Improvement/Progressing,High Progress District,62.4,63.4,Yes,YES,Yes,Yes,41,,,GRREC,902
20142015,118,WHITLEY,133,Corbin Independent,17,Corbin Elementary,133017,A1,118133017,210132002239,Accountability,Elementary School,68.1,73,Proficient,,70.9,71.4,No,YES,Yes,N/A,83,,,SESC,907
20142015,118,WHITLEY,133,Corbin Independent,40,Corbin High School,133040,A1,118133040,210132000266,Accountability,High School,83.5,98,Distinguished/Progressing,School of Distinction,79.7,80.2,Yes,YES,Yes,Yes,97,,,SESC,907
20142015,118,WHITLEY,133,Corbin Independent,18,Corbin Intermediate,133018,A1,118133018,210132002231,Accountability,Middle School,73.7,95,Distinguished,,78.3,78.8,No,YES,Yes,N/A,98,,,SESC,907
20142015,118,WHITLEY,133,Corbin Independent,50,Corbin Middle School,133050,A1,118133050,210132001414,Accountability,Middle School,76.7,98,Distinguished/Progressing,School of Distinction,75.8,76.3,Yes,YES,Yes,N/A,97,,,SESC,907
20142015,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,,Accountability,District Overall,76.8,98,Distinguished,,76.8,77.3,No,YES,Yes,Yes,98,,,SESC,907
20142015,59,KENTON,134,Covington Independent,160,Glenn O Swing Elementary,134160,A1,59134160,210135000275,Accountability,Elementary School,80.4,99,Distinguished,,80.3,80.8,No,YES,Yes,N/A,99,,,NKCES,905
20142015,59,KENTON,134,Covington Independent,19,Holmes High School,134019,A1,59134019,210135002049,Accountability,High School,60.0,19,Needs Improvement,Focus School,59.7,60.7,No,YES,Yes,Yes,18,,,NKCES,905
20142015,59,KENTON,134,Covington Independent,17,Holmes Middle School,134017,A1,59134017,210135001944,Accountability,Middle School,55.1,23,Needs Improvement,Focus School,54.6,55.6,No,YES,Yes,N/A,21,,,NKCES,905
20142015,59,KENTON,134,Covington Independent,110,John G Carlisle Elementary,134110,A1,59134110,210135000270,Accountability,Elementary School,55.6,22,Needs Improvement,Focus School,55.0,56.0,No,YES,Yes,N/A,21,,,NKCES,905
20142015,59,KENTON,134,Covington Independent,115,Latonia Elementary School,134115,A1,59134115,210135000271,Accountability,Elementary School,68.6,75,Proficient,,70.7,71.2,No,YES,Yes,N/A,83,,,NKCES,905
20142015,59,KENTON,134,Covington Independent,150,Ninth District Elementary,134150,A1,59134150,210135000274,Accountability,Elementary School,54.3,20,Needs Improvement/Progressing,Focus School,47.2,48.2,Yes,YES,Yes,N/A,6,,,NKCES,905
20142015,59,KENTON,134,Covington Independent,170,Sixth District Elementary School,134170,A1,59134170,210135000276,Accountability,Elementary School,61.6,45,Needs Improvement/Progressing,,57.0,58.0,Yes,YES,Yes,N/A,27,,,NKCES,905
20142015,59,KENTON,134,Covington Independent,,---District Total---,134,,,,Accountability,District Overall,59.3,26,Needs Improvement,Focus District,58.6,59.6,No,YES,Yes,No,21,,,NKCES,905
20142015,28,CRITTENDEN,135,Crittenden County,100,Crittenden County Elementary School,135100,A1,28135100,210138001441,Accountability,Elementary School,69.6,80,Proficient/Progressing,,67.4,67.9,Yes,YES,Yes,N/A,71,,,WKEC,908
20142015,28,CRITTENDEN,135,Crittenden County,20,Crittenden County High School,135020,A1,28135020,210138000279,Accountability,High School,74.3,87,Proficient/Progressing,Focus School/High Progress School,66.3,67.3,Yes,YES,Yes,Yes,47,,,WKEC,908
20142015,28,CRITTENDEN,135,Crittenden County,25,Crittenden County Middle School,135025,A1,28135025,210138000280,Accountability,Middle School,62.3,56,Needs Improvement,Focus School,66.0,66.5,No,YES,Yes,N/A,71,,,WKEC,908
20142015,28,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,,Accountability,District Overall,68.6,86,Proficient,,66.5,67.0,Yes,YES,Yes,No,72,,,WKEC,908
20142015,29,CUMBERLAND,141,Cumberland County,70,Cumberland County Elementary School,141070,A1,29141070,210141000286,Accountability,Elementary School,67.9,73,Proficient/Progressing,,63.2,64.2,Yes,YES,Yes,N/A,53,,,GRREC,902
20142015,29,CUMBERLAND,141,Cumberland County,80,Cumberland County High School,141080,A1,29141080,210141000287,Accountability,High School,75.8,91,Distinguished,,71.7,72.2,Yes,YES,Yes,No,74,,,GRREC,902
20142015,29,CUMBERLAND,141,Cumberland County,75,Cumberland County Middle School,141075,A1,29141075,210141001561,Accountability,Middle School,70.6,91,Distinguished/Progressing,High Performing School/High Progress School,61.8,62.8,Yes,YES,Yes,N/A,52,,,GRREC,902
20142015,29,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,,Accountability,District Overall,71.4,92,Distinguished,,65.6,66.6,Yes,YES,Yes,No,63,,,GRREC,902
20142015,11,BOYLE,143,Danville Independent,5,Bate Middle School,143005,A1,11143005,210144000290,Accountability,Middle School,59.3,40,Needs Improvement,Focus School,61.5,62.5,No,YES,Yes,N/A,51,,,CKEC,901
20142015,11,BOYLE,143,Danville Independent,30,Danville High School,143030,A1,11143030,210144000291,Accountability,High School,67.5,56,Needs Improvement,Focus School,68.8,69.8,No,YES,No,Yes,61,,,CKEC,901
20142015,11,BOYLE,143,Danville Independent,40,Hogsett Elementary School,143040,A1,11143040,210144000292,Accountability,Elementary School,62.1,48,Needs Improvement,,62.0,63.0,No,YES,Yes,N/A,47,,,CKEC,901
20142015,11,BOYLE,143,Danville Independent,110,Jennie Rogers Elementary School,143110,A1,11143110,210144000294,Accountability,Elementary School,62.5,50,Needs Improvement,,66.7,67.7,No,YES,Yes,N/A,67,,,CKEC,901
20142015,11,BOYLE,143,Danville Independent,60,Toliver Elementary School,143060,A1,11143060,210144000293,Accountability,Elementary School,64.2,56,Needs Improvement,,67.0,68.0,No,YES,Yes,N/A,69,,,CKEC,901
20142015,11,BOYLE,143,Danville Independent,,---District Total---,143,,,,Accountability,District Overall,63.2,49,Needs Improvement,Focus District,65.1,66.1,No,YES,No,Yes,61,,,CKEC,901
20142015,30,DAVIESS,145,Daviess County,5,Apollo High School,145005,A1,30145005,210147000295,Accountability,High School,75.6,90,Distinguished,Focus School,73.2,73.7,Yes,YES,Yes,No,82,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,85,Audubon Elementary School,145085,A1,30145085,210147000054,Accountability,Elementary School,65.5,62,Needs Improvement,,74.2,74.7,No,YES,Yes,N/A,91,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,155,College View Middle School,145155,A1,30145155,210147000961,Accountability,Middle School,70.6,91,Distinguished,,74.1,74.6,No,YES,Yes,N/A,96,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,150,Country Heights Elementary School,145150,A1,30145150,210147001581,Accountability,Elementary School,73.1,90,Distinguished,,73.6,74.1,No,YES,Yes,N/A,91,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,10,Daviess County High School,145010,A1,30145010,210147000297,Accountability,High School,75.9,91,Distinguished/Progressing,High Performing School,74.7,75.2,Yes,YES,Yes,Yes,88,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,20,Daviess County Middle School,145020,A1,30145020,210147000298,Accountability,Middle School,70.7,91,Distinguished,Focus School,72.0,72.5,No,YES,Yes,N/A,94,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,40,Deer Park Elementary School,145040,A1,30145040,210147000301,Accountability,Elementary School,75.5,94,Distinguished/Progressing,High Performing School,68.6,69.1,Yes,YES,Yes,N/A,75,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,7,East View Elementary School,145007,A1,30145007,210147001625,Accountability,Elementary School,66.6,67,Needs Improvement,,68.7,69.2,No,YES,Yes,N/A,76,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,145,F T Burns Elementary School,145145,A1,30145145,210147000311,Accountability,Elementary School,77.8,98,Distinguished/Progressing,School of Distinction,73.7,74.2,Yes,YES,Yes,N/A,91,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,8,F T Burns Middle School,145008,A1,30145008,210147000296,Accountability,Middle School,67.8,80,Proficient,,69.8,70.3,No,YES,Yes,N/A,88,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,25,Highland Elementary School,145025,A1,30145025,210147000299,Accountability,Elementary School,80.1,99,Distinguished/Progressing,School of Distinction,76.7,77.2,Yes,YES,Yes,N/A,95,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,6,Meadow Lands Elementary School,145006,A1,30145006,210147001949,Accountability,Elementary School,78.2,98,Distinguished/Progressing,School of Distinction,72.9,73.4,Yes,YES,Yes,N/A,90,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,70,Sorgho Elementary School,145070,A1,30145070,210147000303,Accountability,Elementary School,70.8,83,Proficient,,70.6,71.1,No,YES,Yes,N/A,83,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,11,Southern Oaks Elementary School,145011,A1,30145011,210147002230,Accountability,Elementary School,74.4,92,Distinguished/Progressing,High Performing School/High Progress School,66.3,67.3,Yes,YES,Yes,N/A,65,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,95,Tamarack Elementary School,145095,A1,30145095,210147000306,Accountability,Elementary School,70.0,82,Proficient/Progressing,,67.9,68.4,Yes,YES,Yes,N/A,73,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,130,West Louisville Elementary School,145130,A1,30145130,210147000309,Accountability,Elementary School,66.7,67,Needs Improvement,,72.8,73.3,No,YES,Yes,N/A,90,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,140,Whitesville Elementary School,145140,A1,30145140,210147000310,Accountability,Elementary School,66.7,67,Needs Improvement,,68.8,69.3,No,YES,Yes,N/A,77,,,GRREC,902
20142015,30,DAVIESS,145,Daviess County,,---District Total---,145,,,,Accountability,District Overall,72.4,95,Distinguished,,72.4,72.9,No,YES,Yes,No,95,,,GRREC,902
20142015,54,HOPKINS,146,Dawson Springs Independent,17,Dawson Springs Elementary,146017,A1,54146017,210150002200,Accountability,Elementary School,67.5,71,Proficient/Progressing,,65.8,66.8,Yes,YES,Yes,N/A,63,,,WKEC,908
20142015,54,HOPKINS,146,Dawson Springs Independent,18,Dawson Springs Jr/Sr High School,146018,A1,54146018,210150002203,Accountability,High School,77.4,94,Distinguished,,75.1,75.6,Yes,YES,Yes,No,88,,,WKEC,908
20142015,54,HOPKINS,146,Dawson Springs Independent,18,Dawson Springs Jr/Sr High School,146018,A1,54146018,210150002203,Accountability,Middle School,59.7,44,Needs Improvement,,60.7,61.7,No,YES,Yes,N/A,47,,,WKEC,908
20142015,54,HOPKINS,146,Dawson Springs Independent,,---District Total---,146,,,,Accountability,District Overall,68.4,85,Proficient,,67.6,68.1,Yes,YES,Yes,No,79,,,WKEC,908
20142015,19,CAMPBELL,147,Dayton Independent,10,Dayton High School,147010,A1,19147010,210153000316,Accountability,High School,68.1,58,Needs Improvement,Priority School,60.3,61.3,Yes,YES,Yes,No,20,,,NKCES,905
20142015,19,CAMPBELL,147,Dayton Independent,10,Dayton High School,147010,A1,19147010,210153000316,Accountability,Middle School,60.8,48,Needs Improvement/Progressing,Priority School,56.2,57.2,Yes,YES,Yes,N/A,28,,,NKCES,905
20142015,19,CAMPBELL,147,Dayton Independent,30,Lincoln Elementary School,147030,A1,19147030,210153000317,Accountability,Elementary School,67.0,69,Needs Improvement,,67.5,68.0,No,YES,Yes,N/A,71,,,NKCES,905
20142015,19,CAMPBELL,147,Dayton Independent,,---District Total---,147,,,,Accountability,District Overall,65.6,63,Needs Improvement,,61.6,62.6,Yes,YES,Yes,No,37,,,NKCES,905
20142015,63,LAUREL,149,East Bernstadt Independent,10,East Bernstadt Elementary School,149010,A1,63149010,210159000318,Accountability,Elementary School,72.1,87,Proficient,,74.1,74.6,No,YES,Yes,N/A,91,,,SESC,907
20142015,63,LAUREL,149,East Bernstadt Independent,10,East Bernstadt Elementary School,149010,A1,63149010,210159000318,Accountability,Middle School,64.6,64,Needs Improvement/Progressing,,61.2,62.2,Yes,YES,Yes,N/A,50,,,SESC,907
20142015,63,LAUREL,149,East Bernstadt Independent,,---District Total---,149,,,,Accountability,District Overall,68.4,85,Proficient/Progressing,,67.7,68.2,Yes,YES,Yes,N/A,80,,,SESC,907
20142015,31,EDMONSON,151,Edmonson County,22,Edmonson County 5/6 Center,151022,A1,31151022,210162001985,Accountability,Middle School,64.4,63,Needs Improvement,,66.4,66.9,No,YES,Yes,N/A,73,,,GRREC,902
20142015,31,EDMONSON,151,Edmonson County,60,Edmonson County High School,151060,A1,31151060,210162001442,Accountability,High School,73.4,83,Proficient,,71.0,71.5,Yes,YES,Yes,No,72,,,GRREC,902
20142015,31,EDMONSON,151,Edmonson County,50,Edmonson County Middle School,151050,A1,31151050,210162000321,Accountability,Middle School,77.1,98,Distinguished/Progressing,School of Distinction,72.3,72.8,Yes,YES,Yes,N/A,94,,,GRREC,902
20142015,31,EDMONSON,151,Edmonson County,80,Kyrock Elementary School,151080,A1,31151080,210162000322,Accountability,Elementary School,70.7,83,Proficient,,76.1,76.6,No,YES,Yes,N/A,95,,,GRREC,902
20142015,31,EDMONSON,151,Edmonson County,20,South Edmonson Elementary School,151020,A1,31151020,210162000319,Accountability,Elementary School,68.6,75,Proficient,,70.2,70.7,No,YES,Yes,N/A,82,,,GRREC,902
20142015,31,EDMONSON,151,Edmonson County,,---District Total---,151,,,,Accountability,District Overall,70.3,89,Proficient,,69.2,69.7,Yes,YES,Yes,No,89,,,GRREC,902
20142015,47,HARDIN,152,Elizabethtown Independent,10,Elizabethtown High School,152010,A1,47152010,210165000323,Accountability,High School,81.2,97,Distinguished/Progressing,School of Distinction/High Progress School,76.0,76.5,Yes,YES,Yes,Yes,92,,,GRREC,902
20142015,47,HARDIN,152,Elizabethtown Independent,15,Helmwood Heights Elementary School,152015,A1,47152015,210165000324,Accountability,Elementary School,63.2,53,Needs Improvement,,70.3,70.8,No,YES,Yes,N/A,82,,,GRREC,902
20142015,47,HARDIN,152,Elizabethtown Independent,20,Morningside Elementary School,152020,A1,47152020,210165000325,Accountability,Elementary School,64.9,59,Needs Improvement,,73.2,73.7,No,YES,Yes,N/A,90,,,GRREC,902
20142015,47,HARDIN,152,Elizabethtown Independent,35,Talton K Stone Middle School,152035,A1,47152035,210165000326,Accountability,Middle School,64.6,64,Needs Improvement,Focus School,67.7,68.2,No,YES,Yes,N/A,80,,,GRREC,902
20142015,47,HARDIN,152,Elizabethtown Independent,,---District Total---,152,,,,Accountability,District Overall,69.9,89,Proficient,,72.0,72.5,No,YES,Yes,No,95,,,GRREC,902
20142015,32,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,A1,32155280,210168000331,Accountability,Middle School,59.5,42,Needs Improvement/Progressing,,56.8,57.8,Yes,YES,Yes,N/A,30,,,KEDC,903
20142015,32,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,A1,32155280,210168000331,Accountability,High School,66.2,47,Needs Improvement/Progressing,,64.7,65.7,Yes,YES,Yes,Yes,39,,,KEDC,903
20142015,32,ELLIOTT,155,Elliott County,140,Isonville Elementary School,155140,A1,32155140,210168000328,Accountability,Elementary School,54.5,20,Needs Improvement,,64.5,65.5,No,YES,Yes,N/A,58,,,KEDC,903
20142015,32,ELLIOTT,155,Elliott County,160,Lakeside Elementary School,155160,A1,32155160,210168000329,Accountability,Elementary School,59.5,36,Needs Improvement/Progressing,Focus School,57.6,58.6,Yes,YES,Yes,N/A,29,,,KEDC,903
20142015,32,ELLIOTT,155,Elliott County,270,Sandy Hook Elementary School,155270,A1,32155270,210168000330,Accountability,Elementary School,59.1,35,Needs Improvement,,67.8,68.3,No,YES,Yes,N/A,72,,,KEDC,903
20142015,32,ELLIOTT,155,Elliott County,,---District Total---,155,,,,Accountability,District Overall,60.7,32,Needs Improvement,,62.2,63.2,No,YES,Yes,Yes,41,,,KEDC,903
20142015,52,HENRY,156,Eminence Independent,20,Eminence Elementary School,156020,A1,52156020,210171000333,Accountability,Elementary School,61.5,45,Needs Improvement/Progressing,Focus School,55.7,56.7,Yes,YES,Yes,N/A,22,,,OVEC,906
20142015,52,HENRY,156,Eminence Independent,10,Eminence High School,156010,A1,52156010,210171000332,Accountability,High School,74.9,88,Proficient,,77.4,77.9,No,YES,Yes,Yes,94,,,OVEC,906
20142015,52,HENRY,156,Eminence Independent,10,Eminence High School,156010,A1,52156010,210171000332,Accountability,Middle School,57.3,35,Needs Improvement,Focus School,61.3,62.3,No,YES,Yes,N/A,50,,,OVEC,906
20142015,52,HENRY,156,Eminence Independent,,---District Total---,156,,,,Accountability,District Overall,64.6,58,Needs Improvement,Focus District,64.8,65.8,No,YES,Yes,Yes,59,,,OVEC,906
20142015,59,KENTON,157,Erlanger-Elsmere Independent,5,Arnett Elementary School,157005,A1,59157005,210174000335,Accountability,Elementary School,79.4,98,Distinguished/Progressing,School of Distinction/High Progress School,68.7,69.2,Yes,YES,Yes,N/A,76,,,NKCES,905
20142015,59,KENTON,157,Erlanger-Elsmere Independent,10,Howell Elementary School,157010,A1,59157010,210174000336,Accountability,Elementary School,56.5,26,Needs Improvement,Focus School,59.0,60.0,No,YES,Yes,N/A,35,,,NKCES,905
20142015,59,KENTON,157,Erlanger-Elsmere Independent,3,Lindeman Elementary School,157003,A1,59157003,210174000334,Accountability,Elementary School,67.0,69,Needs Improvement,,66.7,67.7,No,YES,Yes,N/A,67,,,NKCES,905
20142015,59,KENTON,157,Erlanger-Elsmere Independent,30,Lloyd High School,157030,A1,59157030,210174000337,Accountability,High School,76.9,94,Distinguished/Progressing,High Performing School,75.4,75.9,Yes,YES,Yes,Yes,90,,,NKCES,905
20142015,59,KENTON,157,Erlanger-Elsmere Independent,50,Miles Elementary School,157050,A1,59157050,210174000338,Accountability,Elementary School,66.2,65,Needs Improvement/Progressing,,63.2,64.2,Yes,YES,Yes,N/A,53,,,NKCES,905
20142015,59,KENTON,157,Erlanger-Elsmere Independent,60,Tichenor Middle School,157060,A1,59157060,210174000339,Accountability,Middle School,55.1,23,Needs Improvement,Focus School,57.0,58.0,No,YES,Yes,N/A,32,,,NKCES,905
20142015,59,KENTON,157,Erlanger-Elsmere Independent,,---District Total---,157,,,,Accountability,District Overall,65.5,63,Needs Improvement,,65.3,66.3,No,YES,Yes,No,63,,,NKCES,905
20142015,33,ESTILL,161,Estill County,90,Estill County High School,161090,A1,33161090,210176000342,Accountability,High School,71.0,72,Proficient,,71.7,72.2,No,YES,Yes,No,74,,,SESC,907
20142015,33,ESTILL,161,Estill County,85,Estill County Middle School,161085,A1,33161085,210176000341,Accountability,Middle School,56.0,27,Needs Improvement,Focus School,58.1,59.1,No,YES,Yes,N/A,37,,,SESC,907
20142015,33,ESTILL,161,Estill County,280,West Irvine Elementary,161280,A1,33161280,210176000346,Accountability,Elementary School,59.9,38,Needs Improvement/Progressing,Focus School,58.4,59.4,Yes,YES,Yes,N/A,32,,,SESC,907
20142015,33,ESTILL,161,Estill County,,---District Total---,161,,,,Accountability,District Overall,62.3,41,Needs Improvement,Focus District,62.3,63.3,No,YES,Yes,No,41,,,SESC,907
20142015,10,BOYD,162,Fairview Independent,11,Fairview Elementary School,162011,A1,10162011,210180001889,Accountability,Elementary School,63.3,53,Needs Improvement/Progressing,,57.9,58.9,Yes,YES,Yes,N/A,30,,,KEDC,903
20142015,10,BOYD,162,Fairview Independent,20,Fairview High School,162020,A1,10162020,210180000348,Accountability,Middle School,54.3,21,Needs Improvement,Focus School,61.7,62.7,No,YES,Yes,N/A,52,,,KEDC,903
20142015,10,BOYD,162,Fairview Independent,20,Fairview High School,162020,A1,10162020,210180000348,Accountability,High School,76.4,94,Distinguished,,74.7,75.2,Yes,YES,Yes,No,88,,,KEDC,903
20142015,10,BOYD,162,Fairview Independent,,---District Total---,162,,,,Accountability,District Overall,64.7,59,Needs Improvement,,64.8,65.8,No,YES,Yes,No,59,,,KEDC,903
20142015,34,FAYETTE,165,Fayette County,5,Arlington Elementary School,165005,A1,34165005,210186000350,Accountability,Elementary School,60.2,39,Needs Improvement/Progressing,,54.4,55.4,Yes,YES,Yes,N/A,20,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,7,Ashland Elementary School,165007,A1,34165007,210186000351,Accountability,Elementary School,75.4,94,Distinguished/Progressing,High Performing School/High Progress School,67.6,68.1,Yes,YES,Yes,N/A,71,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,45,Athens-Chilesburg Elementary,165045,A1,34165045,210186001987,Accountability,Elementary School,76.0,95,Distinguished/Progressing,School of Distinction,72.7,73.2,Yes,YES,Yes,N/A,89,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,15,Beaumont Middle School,165015,A1,34165015,210186000353,Accountability,Middle School,74.1,96,Distinguished,Focus School,75.0,75.5,No,YES,Yes,N/A,97,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,46,Booker T Washington Intermediate Academy,165046,A1,34165046,210186001988,Accountability,Elementary School,55.7,22,Needs Improvement/Progressing,Focus School,48.8,49.8,Yes,YES,Yes,N/A,8,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,A1,34165170,210186000388,Accountability,High School,65.5,43,Needs Improvement,Focus School,62.6,63.6,Yes,YES,No,No,28,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,30,Bryan Station Middle School,165030,A1,34165030,210186000358,Accountability,Middle School,54.8,22,Needs Improvement/Progressing,Focus School,51.8,52.8,Yes,YES,Yes,N/A,15,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,A1,34165240,210186000392,Accountability,Elementary School,54.9,21,Needs Improvement/Progressing,Focus School,48.9,49.9,Yes,YES,Yes,N/A,8,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,32,Cassidy Elementary School,165032,A1,34165032,210186000359,Accountability,Elementary School,76.9,96,Distinguished,,78.1,78.6,No,YES,Yes,N/A,98,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,A1,34165120,210186000384,Accountability,Elementary School,72.9,90,Distinguished,,72.7,73.2,No,YES,Yes,N/A,89,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,25,Crawford Middle School,165025,A1,34165025,210186000357,Accountability,Middle School,54.2,21,Needs Improvement/Progressing,Focus School,51.2,52.2,Yes,YES,Yes,N/A,14,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,35,Deep Springs Elementary School,165035,A1,34165035,210186000360,Accountability,Elementary School,53.0,17,Needs Improvement,Focus School,54.0,55.0,No,YES,Yes,N/A,19,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,36,Dixie Elementary Magnet School,165036,A1,34165036,210186000361,Accountability,Elementary School,74.2,91,Distinguished,,74.4,74.9,No,YES,Yes,N/A,92,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,34,Edythe Jones Hayes Middle School,165034,A1,34165034,210186001957,Accountability,Middle School,68.9,85,Proficient,,69.3,69.8,No,YES,Yes,N/A,86,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,37,Garden Springs Elementary School,165037,A1,34165037,210186000362,Accountability,Elementary School,71.9,87,Proficient/Progressing,,66.5,67.5,Yes,YES,Yes,N/A,67,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,A1,34165150,210186000386,Accountability,Elementary School,77.7,98,Distinguished/Progressing,School of Distinction,73.3,73.8,Yes,YES,Yes,N/A,90,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,38,Harrison Elementary School,165038,A1,34165038,210186000363,Accountability,Elementary School,65.8,63,Needs Improvement,Focus School,65.7,66.7,No,YES,Yes,N/A,62,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,39,Henry Clay High School,165039,A1,34165039,210186000364,Accountability,High School,76.3,94,Distinguished,Focus School,71.9,72.4,Yes,YES,Yes,No,75,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,A1,34165190,210186000390,Accountability,Elementary School,64.8,59,Needs Improvement/Progressing,High Progress School,50.3,51.3,Yes,YES,Yes,N/A,9,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,A1,34165225,210186000391,Accountability,Middle School,71.2,92,Distinguished,,73.4,73.9,No,YES,Yes,N/A,95,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,A1,34165620,210186000395,Accountability,Elementary School,66.4,66,Needs Improvement,,68.1,68.6,No,YES,Yes,N/A,73,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,60,Lafayette High School,165060,A1,34165060,210186000367,Accountability,High School,77.4,94,Distinguished,Focus School,75.2,75.7,Yes,YES,No,No,88,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,62,Lansdowne Elementary School,165062,A1,34165062,210186000368,Accountability,Elementary School,67.3,70,Proficient,,69.0,69.5,No,YES,Yes,N/A,78,,,CKEC,901
20142015,34,FAYETTE,165,Fayette County,65,Leestown Middle School,165065,A1,34165065,210186000369,Accountability,Middle School,57.6,35,Needs Improvement/Progressing,Focus School,56.6,57.6,Yes,YES,Yes,N/A,29,,,CKEC,901
