SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20132014,33,ESTILL,161,Estill County,11,Estill Springs Elementary,161011,33161011,210176001746,7526,379.18,403,206,51.1%,197,48.9%,399,99.0%,0,0.0%,1,0.2%,3,0.7%,0,0.0%,0,0.0%,0,0.0%,292,72.5%,21,5.2%,94.1%,0.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,27,1.00,26.00,27.00,0.00,0.00,0.00,0.00,0.00,,27.00,0,0.0%,11.2,15.4%,61.5%,7.7%,0.0%,0.0%,85.0%,0.0%,3.9:1,100%,180,64,2,300,SESC,907
20132014,33,ESTILL,161,Estill County,220,South Irvine P-K Center,161220,33161220,210176000345,6564,187.33,201,106,52.7%,95,47.3%,193,96.0%,0,0.0%,2,1.0%,0,0.0%,0,0.0%,1,0.5%,5,2.5%,147,73.1%,12,6.0%,92.1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,16,0.00,15.93,15.93,0.00,0.00,0.00,0.00,0.00,,15.93,0,0.0%,17.5,9.1%,59.1%,22.7%,0.0%,0.0%,91.0%,0.0%,3.4:1,100%,160,40,10,875,SESC,907
20132014,33,ESTILL,161,Estill County,280,West Irvine Elementary,161280,33161280,210176000346,5795,539.84,565,288,51.0%,277,49.0%,561,99.3%,0,0.0%,3,0.5%,0,0.0%,0,0.0%,0,0.0%,1,0.2%,392,69.4%,31,5.5%,94.7%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,31,1.00,30.37,30.37,0.00,0.00,1.00,0.00,0.00,,31.37,0,2.2%,11.1,25.0%,30.0%,20.0%,0.0%,0.0%,75.0%,0.0%,0:1,100%,,,,,SESC,907
20132014,33,ESTILL,161,Estill County,,---District Total---,161,,,9394,2265.7,2392,1209,50.5%,1183,49.5%,"2,359",98.6%,5,0.2%,14,0.6%,5,0.2%,0,0.0%,1,0.0%,8,0.3%,"1,568",65.6%,161,6.7%,93.5%,0.2%,0.2%,N/A,73,44.5%,73,44.5%,0,0.0%,N/A,N/A,N/A,N/A,10,6.1%,N/A,N/A,4,N/A,16:1,150,27.91,122.30,149.21,0.00,0.00,1.00,0.00,0.00,,150.21,2,0.5%,13.7,14.1%,46.2%,25.5%,0.0%,0.0%,86.0%,0.0%,6:1,100%,980,160,19,"2,972",SESC,907
20132014,10,BOYD,162,Fairview Independent,11,Fairview Elementary School,162011,10162011,210180001889,9781,359.11,385,192,49.9%,193,50.1%,364,94.5%,8,2.1%,4,1.0%,0,0.0%,1,0.3%,0,0.0%,8,2.1%,270,70.1%,38,9.9%,93.9%,1.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,20,1.37,19.00,19.37,0.00,0.00,1.00,0.00,0.00,,20.37,1,0.0%,13.5,22.6%,41.9%,12.9%,0.0%,0.0%,77.0%,0.0%,3.4:1,100%,290,9,2,"11,878",KEDC,903
20132014,10,BOYD,162,Fairview Independent,20,Fairview High School,162020,10162020,210180000348,9781,462.41,479,254,53.0%,225,47.0%,459,95.8%,11,2.3%,2,0.4%,2,0.4%,0,0.0%,0,0.0%,5,1.0%,255,53.2%,51,10.6%,93.6%,1.4%,0.7%,N/A,41,59.4%,36,52.2%,5,7.2%,N/A,N/A,N/A,N/A,5,7.2%,N/A,N/A,2,N/A,17:1,29,10.77,18.03,28.80,0.00,0.00,0.00,0.00,0.00,,28.80,0,0.0%,9.9,19.1%,40.4%,21.3%,0.0%,0.0%,81.0%,0.0%,2.8:1,100%,390,60,2,"3,500",KEDC,903
20132014,10,BOYD,162,Fairview Independent,,---District Total---,162,,,8965,821.52,864,446,51.6%,418,48.4%,823,95.3%,19,2.2%,6,0.7%,2,0.2%,1,0.1%,0,0.0%,13,1.5%,525,60.8%,89,10.3%,93.7%,1.3%,0.9%,N/A,41,59.4%,36,52.2%,5,7.2%,N/A,N/A,N/A,N/A,5,7.2%,N/A,N/A,2,N/A,18:1,49,12.14,37.03,48.17,0.00,0.00,1.00,0.00,0.00,,49.17,1,0.0%,11.4,20.5%,41.0%,17.9%,0.0%,0.0%,79.0%,0.0%,3:1,100%,680,69,4,"15,378",KEDC,903
20132014,34,FAYETTE,165,Fayette County,51,ABLE,165051,34165051,210186002236,12807,24.84,29,25,86.2%,4,13.8%,13,44.8%,14,48.3%,1,3.4%,0,0.0%,0,0.0%,0,0.0%,1,3.4%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,0,0.0%,9.4,11.1%,66.7%,11.1%,0.0%,0.0%,89.0%,0.0%,1:1,100%,32,0,0,0,CKEC,901
20132014,34,FAYETTE,165,Fayette County,5,Arlington Elementary School,165005,34165005,210186000350,12815,360.9,375,194,51.7%,181,48.3%,121,32.3%,98,26.1%,141,37.6%,0,0.0%,0,0.0%,0,0.0%,15,4.0%,348,92.8%,10,2.7%,95.3%,1.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,38,3.20,34.41,35.61,1.00,0.00,0.00,0.00,0.00,,37.61,3,0.0%,8.6,28.9%,31.6%,10.5%,0.0%,0.0%,71.0%,0.0%,3.1:1,100%,366,15,2,"3,998",CKEC,901
20132014,34,FAYETTE,165,Fayette County,7,Ashland Elementary School,165007,34165007,210186000351,8943,416.98,429,214,49.9%,215,50.1%,254,59.2%,103,24.0%,36,8.4%,19,4.4%,0,0.0%,0,0.0%,17,4.0%,199,46.4%,13,3.0%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,33,2.50,30.30,25.30,7.50,0.00,0.00,0.00,0.00,,32.80,0,0.0%,9.6,21.2%,54.5%,3.0%,0.0%,0.0%,79.0%,0.0%,1.1:1,100%,365,79,2,"3,200",CKEC,901
20132014,34,FAYETTE,165,Fayette County,45,Athens-Chilesburg Elementary,165045,34165045,210186001987,7288,736.08,753,370,49.1%,383,50.9%,573,76.1%,78,10.4%,20,2.7%,55,7.3%,0,0.0%,0,0.0%,27,3.6%,130,17.3%,11,1.5%,96.2%,0.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,48,3.00,44.70,45.40,2.00,0.00,0.30,0.00,0.00,,47.70,8,0.0%,9.7,20.0%,46.0%,14.0%,0.0%,0.0%,80.0%,0.0%,1.8:1,100%,753,65,2,"10,500",CKEC,901
20132014,34,FAYETTE,165,Fayette County,15,Beaumont Middle School,165015,34165015,210186000353,6837,1063.86,1118,570,51.0%,548,49.0%,766,68.5%,121,10.8%,131,11.7%,72,6.4%,2,0.2%,0,0.0%,26,2.3%,344,30.8%,29,2.6%,95.5%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,72,19.60,52.54,68.94,3.00,0.00,0.00,0.00,0.00,,72.14,10,0.0%,16,10.1%,46.8%,30.4%,1.3%,1.3%,90.0%,0.0%,1.8:1,100%,593,12,30,"1,228",CKEC,901
20132014,34,FAYETTE,165,Fayette County,46,Booker T Washington Intermediate Academy,165046,34165046,210186001988,10479,263.81,276,144,52.2%,132,47.8%,23,8.3%,123,44.6%,115,41.7%,0,0.0%,0,0.0%,0,0.0%,15,5.4%,245,88.8%,15,5.4%,95.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,25,1.20,23.50,16.80,7.40,0.50,0.00,0.00,0.00,,24.70,1,1.8%,10.5,30.8%,30.8%,7.7%,0.0%,0.0%,69.0%,0.0%,1.2:1,100%,100,100,2,800,CKEC,901
20132014,34,FAYETTE,165,Fayette County,91,Booker T Washington Primary Academy,165091,34165091,210186002384,13017,332.5,348,194,55.7%,154,44.3%,31,8.9%,149,42.8%,148,42.5%,2,0.6%,0,0.0%,0,0.0%,18,5.2%,306,87.9%,12,3.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,29,0.00,29.00,23.50,5.00,0.50,0.00,0.00,0.00,,29.00,1,0.0%,8.3,26.5%,38.2%,5.9%,0.0%,2.9%,74.0%,0.0%,2:1,100%,340,137,2,320,CKEC,901
20132014,34,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,34165170,210186000388,7096,1626.37,1707,844,49.4%,863,50.6%,725,42.5%,667,39.1%,242,14.2%,9,0.5%,2,0.1%,0,0.0%,62,3.6%,"1,056",61.9%,100,5.9%,91.5%,9.9%,5.0%,N/A,201,45.7%,175,39.8%,26,5.9%,N/A,N/A,N/A,N/A,6,1.4%,N/A,N/A,5,N/A,15:1,113,35.50,77.80,94.80,10.50,3.50,1.50,0.00,0.00,,113.30,5,0.6%,11.2,14.1%,48.1%,21.2%,0.6%,1.9%,86.0%,1.0%,3.1:1,100%,1100,,25,"10,000",CKEC,901
20132014,34,FAYETTE,165,Fayette County,30,Bryan Station Middle School,165030,34165030,210186000358,9538,544.2,575,281,48.9%,294,51.1%,269,46.8%,205,35.7%,70,12.2%,4,0.7%,1,0.2%,0,0.0%,26,4.5%,336,58.4%,35,6.1%,94.5%,0.2%,0.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,49,19.70,29.10,35.80,6.00,5.00,0.00,0.00,0.00,,48.80,1,0.0%,11.4,7.4%,63.0%,22.2%,0.0%,0.0%,93.0%,0.0%,4.5:1,100%,340,48,3,"2,200",CKEC,901
20132014,34,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,34165240,210186000392,9917,593.63,625,323,51.7%,302,48.3%,103,16.5%,64,10.2%,445,71.2%,1,0.2%,1,0.2%,0,0.0%,11,1.8%,596,95.4%,14,2.2%,95.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,51,3.20,48.00,46.50,3.00,1.70,0.00,0.00,0.00,,51.20,1,0.0%,7.4,23.3%,46.5%,7.0%,0.0%,0.0%,77.0%,0.0%,2.2:1,100%,311,42,3,"1,400",CKEC,901
20132014,34,FAYETTE,165,Fayette County,275,Carter G. Woodson Academy,165275,34165275,210186002323,11599,98.72,98,98,100.0%,0,0.0%,0,0.0%,95,96.9%,1,1.0%,0,0.0%,0,0.0%,0,0.0%,2,2.0%,40,40.8%,13,13.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9:1,11,2.80,8.60,4.50,5.50,0.00,1.40,0.00,0.00,,11.40,1,0.0%,8.2,8.0%,68.0%,8.0%,0.0%,8.0%,92.0%,0.0%,.5:1,100%,98,0,0,300,CKEC,901
20132014,34,FAYETTE,165,Fayette County,32,Cassidy Elementary School,165032,34165032,210186000359,8473,649.32,671,330,49.2%,341,50.8%,491,73.2%,49,7.3%,45,6.7%,52,7.7%,2,0.3%,2,0.3%,30,4.5%,177,26.4%,30,4.5%,96.1%,2.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,48,3.30,44.90,47.20,1.00,0.00,0.00,0.00,0.00,,48.20,1,0.0%,11.9,28.1%,33.3%,10.5%,0.0%,0.0%,72.0%,0.0%,3.8:1,100%,675,110,12,"10,124",CKEC,901
20132014,34,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,34165120,210186000384,10427,544.25,563,284,50.4%,279,49.6%,488,86.7%,18,3.2%,23,4.1%,19,3.4%,2,0.4%,0,0.0%,13,2.3%,145,25.8%,28,5.0%,95.8%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,39,2.30,37.10,39.40,0.00,0.00,0.00,0.00,0.00,,39.40,7,0.0%,13,5.7%,62.9%,25.7%,0.0%,0.0%,94.0%,0.0%,2.9:1,100%,546,26,10,"6,147",CKEC,901
20132014,34,FAYETTE,165,Fayette County,25,Crawford Middle School,165025,34165025,210186000357,11372,412.4,428,224,52.3%,204,47.7%,174,40.7%,148,34.6%,73,17.1%,11,2.6%,1,0.2%,0,0.0%,21,4.9%,325,75.9%,25,5.8%,94.0%,0.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,40,8.80,31.60,34.20,4.20,0.00,1.00,0.00,0.00,,40.40,2,0.0%,12.2,18.5%,42.6%,20.4%,0.0%,0.0%,82.0%,0.0%,1.7:1,100%,176,27,4,126,CKEC,901
20132014,34,FAYETTE,165,Fayette County,35,Deep Springs Elementary School,165035,34165035,210186000360,8726,517,545,299,54.9%,246,45.1%,247,45.3%,190,34.9%,67,12.3%,4,0.7%,0,0.0%,0,0.0%,37,6.8%,412,75.6%,24,4.4%,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,37,5.30,31.20,34.50,2.00,0.00,0.00,0.00,0.00,,36.50,1,0.0%,5,28.9%,36.8%,5.3%,0.0%,0.0%,71.0%,0.0%,7.5:1,100%,583,12,8,500,CKEC,901
20132014,34,FAYETTE,165,Fayette County,36,Dixie Elementary Magnet School,165036,34165036,210186000361,9082,539.56,552,289,52.4%,263,47.6%,333,60.3%,121,21.9%,52,9.4%,11,2.0%,2,0.4%,0,0.0%,33,6.0%,276,50.0%,24,4.3%,95.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,41,5.20,36.10,37.30,3.00,0.00,1.00,0.00,0.00,,41.30,4,0.0%,9.9,27.9%,30.2%,14.0%,0.0%,0.0%,72.0%,0.0%,2.6:1,100%,552,6,2,"2,634",CKEC,901
20132014,34,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,34165905,210186001564,,,611,203,33.2%,408,66.8%,142,23.2%,20,3.3%,0,0.0%,0,0.0%,38,6.2%,0,0.0%,3,0.5%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,12,7.00,5.00,11.00,1.00,0.00,0.00,0.00,0.00,,12.00,0,0.0%,22.1,25.0%,0.0%,41.7%,0.0%,8.3%,75.0%,0.0%,0:1,100%,0,0,0,0,CKEC,901
20132014,34,FAYETTE,165,Fayette County,34,Edythe Jones Hayes Middle School,165034,34165034,210186001957,6594,1024.42,1058,543,51.3%,515,48.7%,672,63.5%,223,21.1%,57,5.4%,51,4.8%,4,0.4%,1,0.1%,50,4.7%,377,35.6%,52,4.9%,95.0%,0.3%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,70,15.90,54.44,63.64,5.00,0.00,0.70,0.00,0.00,,70.34,4,0.0%,9.5,22.7%,36.4%,18.2%,0.0%,0.0%,77.0%,0.0%,1.6:1,100%,473,24,2,269,CKEC,901
20132014,34,FAYETTE,165,Fayette County,66,Family Care Center,165066,34165066,210186002325,22244,20.44,32,0,0.0%,32,100.0%,5,15.6%,14,43.8%,13,40.6%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:1,4,0.00,4.10,2.90,1.20,0.00,0.00,0.00,0.00,,4.10,0,0.0%,22.3,0.0%,33.3%,66.7%,0.0%,0.0%,100.0%,0.0%,1.7:1,100%,32,0,0,531,CKEC,901
20132014,34,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,34165898,210186002251,13306,146.56,160,102,63.8%,58,36.3%,113,70.6%,37,23.1%,4,2.5%,0,0.0%,0,0.0%,0,0.0%,6,3.8%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:1,20,6.20,14.20,18.40,0.00,0.00,2.00,0.00,0.00,,20.40,2,0.0%,10.5,17.2%,31.0%,31.0%,0.0%,3.4%,83.0%,0.0%,2.1:1,100%,144,0,0,"2,000",CKEC,901
20132014,34,FAYETTE,165,Fayette County,102,Fayette Regional Juvenile Det Ctr,165102,34165102,210186002025,12191,36.68,43,38,88.4%,5,11.6%,22,51.2%,16,37.2%,5,11.6%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7:1,6,2.20,3.70,3.10,2.80,0.00,0.00,0.00,0.00,,5.90,1,0.0%,14.8,0.0%,60.0%,40.0%,0.0%,0.0%,100.0%,0.0%,6.1:1,100%,43,0,0,0,CKEC,901
20132014,34,FAYETTE,165,Fayette County,230,Florence Crittenton School,165230,34165230,210186001522,10349,5.6,18,0,0.0%,18,100.0%,10,55.6%,6,33.3%,2,11.1%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,1,0.00,1.10,1.00,0.00,0.00,0.00,0.10,0.00,,1.10,,0.0%,16,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,.3:1,100%,24,0,0,531,CKEC,901
20132014,34,FAYETTE,165,Fayette County,37,Garden Springs Elementary School,165037,34165037,210186000362,9392,517.26,531,281,52.9%,250,47.1%,372,70.1%,37,7.0%,81,15.3%,19,3.6%,0,0.0%,0,0.0%,22,4.1%,214,40.3%,25,4.7%,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,39,0.00,39.10,36.10,2.00,0.00,1.00,0.00,0.00,,39.10,4,0.0%,14.5,17.5%,40.0%,25.0%,0.0%,0.0%,83.0%,0.0%,2:1,100%,531,53,6,"4,083",CKEC,901
20132014,34,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,34165150,210186000386,8774,580.02,600,324,54.0%,276,46.0%,370,61.7%,55,9.2%,110,18.3%,45,7.5%,1,0.2%,0,0.0%,19,3.2%,259,43.2%,38,6.3%,96.1%,3.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,44,4.30,40.00,38.30,4.00,0.00,1.00,0.00,0.00,,44.30,1,0.0%,12.5,16.3%,53.5%,14.0%,0.0%,0.0%,84.0%,0.0%,2.1:1,100%,605,23,3,"4,465",CKEC,901
20132014,34,FAYETTE,165,Fayette County,38,Harrison Elementary School,165038,34165038,210186000363,11711,383.91,393,200,50.9%,193,49.1%,118,30.0%,180,45.8%,64,16.3%,4,1.0%,0,0.0%,0,0.0%,27,6.9%,373,94.9%,7,1.8%,94.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,37,5.00,32.10,33.10,3.00,0.00,1.00,0.00,0.00,,37.10,3,0.0%,5.9,30.0%,35.0%,5.0%,0.0%,0.0%,70.0%,0.0%,3.3:1,100%,393,35,2,"1,800",CKEC,901
20132014,34,FAYETTE,165,Fayette County,39,Henry Clay High School,165039,34165039,210186000364,6044,2144.14,2265,1138,50.2%,1127,49.8%,"1,425",62.9%,501,22.1%,148,6.5%,105,4.6%,8,0.4%,2,0.1%,76,3.4%,758,33.5%,98,4.3%,93.5%,7.0%,2.6%,N/A,387,73.9%,302,57.6%,85,16.2%,N/A,N/A,N/A,N/A,7,1.3%,N/A,N/A,8,N/A,18:1,129,57.70,71.50,114.00,11.00,2.00,1.20,1.00,0.00,,129.20,10,0.0%,12.4,9.0%,53.6%,25.3%,1.2%,1.8%,91.0%,0.0%,2.3:1,100%,2162,27,8,"15,000",CKEC,901
20132014,34,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,34165190,210186000390,10256,509.46,535,299,55.9%,236,44.1%,162,30.3%,111,20.7%,238,44.5%,7,1.3%,2,0.4%,0,0.0%,15,2.8%,428,80.0%,24,4.5%,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,41,4.00,37.24,39.24,2.00,0.00,0.00,0.00,0.00,,41.24,5,0.0%,11.4,11.8%,52.9%,23.5%,0.0%,0.0%,88.0%,0.0%,1.9:1,100%,494,13,2,"5,127",CKEC,901
20132014,34,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,34165225,210186000391,7779,861.61,895,452,50.5%,443,49.5%,711,79.4%,61,6.8%,48,5.4%,47,5.3%,0,0.0%,1,0.1%,27,3.0%,254,28.4%,55,6.1%,95.0%,1.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,63,11.90,51.30,61.40,1.00,0.00,0.00,0.80,0.00,,63.20,4,0.0%,14.3,8.8%,57.4%,22.1%,1.5%,1.5%,91.0%,0.0%,1.4:1,100%,186,33,26,732,CKEC,901
20132014,34,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,34165620,210186000395,8906,580.13,604,296,49.0%,308,51.0%,306,50.7%,169,28.0%,54,8.9%,29,4.8%,0,0.0%,2,0.3%,44,7.3%,340,56.3%,52,8.6%,95.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,43,2.20,40.80,40.60,2.40,0.00,0.00,0.00,0.00,,43.00,0,0.0%,11.1,25.0%,47.7%,2.3%,0.0%,0.0%,75.0%,0.0%,4.3:1,100%,604,8,2,"4,000",CKEC,901
20132014,34,FAYETTE,165,Fayette County,60,Lafayette High School,165060,34165060,210186000367,6422,1848.59,1963,986,50.2%,977,49.8%,"1,417",72.2%,311,15.8%,109,5.6%,76,3.9%,1,0.1%,4,0.2%,45,2.3%,615,31.3%,99,5.0%,93.4%,5.8%,2.2%,N/A,312,70.1%,258,58.0%,54,12.1%,N/A,N/A,N/A,N/A,26,5.8%,N/A,N/A,7,N/A,17:1,113,44.10,69.20,102.20,2.80,1.00,7.30,0.00,0.00,,113.30,15,0.0%,12.3,10.4%,46.8%,29.2%,1.3%,1.9%,90.0%,0.0%,3.4:1,100%,924,28,21,"12,326",CKEC,901
20132014,34,FAYETTE,165,Fayette County,62,Lansdowne Elementary School,165062,34165062,210186000368,8296,699.98,713,404,56.7%,309,43.3%,402,56.4%,158,22.2%,86,12.1%,26,3.6%,0,0.0%,0,0.0%,41,5.8%,419,58.8%,36,5.0%,95.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,52,3.80,47.70,47.50,2.00,0.00,1.00,0.00,0.00,,51.50,1,0.0%,10.4,23.4%,44.7%,8.5%,0.0%,0.0%,77.0%,0.0%,1.8:1,100%,626,46,4,"2,095",CKEC,901
