SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20152016,59,KENTON,134,Covington Independent,150,Ninth District Elementary,134150,59134150,210135000274,7961,406.3,410,212,51.7%,198,48.3%,156,38.0%,166,40.5%,49,12.0%,0,0.0%,0,0.0%,2,0.5%,37,9.0%,374,91.2%,10,2.4%,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,29.00,2.00,27.00,26.00,3.00,0.00,0.00,0.00,0.00,0.00,29.00,0,0.0%,6.4,48.1%,44.4%,7.4%,0.0%,0.0%,100.0%,0.0%,5.8:1,100%,327,52,2,2425,NKCES,905
20152016,59,KENTON,134,Covington Independent,170,Sixth District Elementary School,134170,59134170,210135000276,8990,477.86,495,243,49.1%,252,50.9%,200,40.4%,184,37.2%,64,12.9%,0,0.0%,1,0.2%,3,0.6%,43,8.7%,444,89.7%,17,3.4%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,36.00,6.00,30.00,35.00,1.00,0.00,0.00,0.00,0.00,0.00,36.00,5,0.0%,11.8,19.4%,54.8%,25.8%,0.0%,0.0%,100.0%,0.0%,4.3:1,100%,216,9,2,2500,NKCES,905
20152016,59,KENTON,134,Covington Independent,13,Transformational Learning Center,134013,59134013,210135001783,21030,68.47,87,64,73.6%,23,26.4%,48,55.2%,29,33.3%,2,2.3%,0,0.0%,1,1.1%,0,0.0%,7,8.0%,72,82.8%,0,0.0%,87.9%,14.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9:1,11.00,5.00,6.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0,0.0%,19,9.1%,54.5%,36.4%,0.0%,0.0%,100.0%,0.0%,.5:1,100%,400,,,2500,NKCES,905
20152016,59,KENTON,134,Covington Independent,,---District Total---,134,,,12738,3665.77,3771,"1,979",52.5%,"1,792",47.5%,"1,753",46.5%,"1,199",31.8%,465,12.3%,4,0.1%,7,0.2%,12,0.3%,331,8.8%,"3,231",85.7%,122,3.2%,95.4%,2.8%,2.9%,N/A,51,31.7%,43,26.7%,8,5.0%,29,18.0%,54,33.5%,3,1.9%,18,11.2%,6,3.7%,13:1,286.00,64.00,222.00,266.00,17.00,3.00,0.00,0.00,0.00,0.00,286.00,8,2.0%,8.1,39.8%,45.3%,14.6%,0.4%,0.0%,100.0%,0.4%,2.1:1,100%,2520,212,14,19049,NKCES,905
20152016,28,CRITTENDEN,135,Crittenden County,100,Crittenden County Elementary School,135100,28135100,210138001441,8493,613.64,643,335,52.1%,308,47.9%,604,93.9%,3,0.5%,9,1.4%,3,0.5%,2,0.3%,0,0.0%,22,3.4%,375,58.3%,16,2.5%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,37.00,0.00,37.00,36.00,0.00,1.00,0.00,0.00,0.00,0.00,37.00,0,0.0%,9.7,36.1%,55.6%,8.3%,0.0%,0.0%,100.0%,0.0%,3.3:1,100%,467,8,5,5450,WKEC,908
20152016,28,CRITTENDEN,135,Crittenden County,20,Crittenden County High School,135020,28135020,210138000279,11112,331.16,351,186,53.0%,165,47.0%,341,97.2%,4,1.1%,0,0.0%,2,0.6%,1,0.3%,0,0.0%,3,0.9%,170,48.4%,15,4.3%,92.9%,0.0%,0.3%,N/A,38,48.7%,32,41.0%,6,7.7%,6,7.7%,27,34.6%,N/A,0.0%,6,7.7%,1,1.3%,15:1,25.00,7.00,18.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,1,0.0%,10.9,25.7%,45.7%,28.6%,0.0%,0.0%,100.0%,5.3%,1.7:1,100%,150,8,7,1400,WKEC,908
20152016,28,CRITTENDEN,135,Crittenden County,25,Crittenden County Middle School,135025,28135025,210138000280,8695,294.27,309,158,51.1%,151,48.9%,298,96.4%,1,0.3%,3,1.0%,0,0.0%,1,0.3%,0,0.0%,6,1.9%,157,50.8%,16,5.2%,95.4%,0.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,19.00,7.00,12.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,1,0.0%,9.4,28.6%,52.4%,19.0%,0.0%,0.0%,100.0%,0.0%,2.2:1,100%,130,6,2,120,WKEC,908
20152016,28,CRITTENDEN,135,Crittenden County,22,Pathway Academy High School,135022,28135022,210138002225,10616,0.95,5,2,40.0%,3,60.0%,5,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,4,80.0%,0,0.0%,100.0%,20.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0%,6,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,.1:1,100%,10,,,0,WKEC,908
20152016,28,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,9271,1240.02,1308,681,52.1%,627,47.9%,"1,248",95.4%,8,0.6%,12,0.9%,5,0.4%,4,0.3%,0,0.0%,31,2.4%,706,54.0%,47,3.6%,94.8%,0.2%,0.5%,N/A,38,46.9%,32,39.5%,6,7.4%,6,7.4%,27,33.3%,N/A,0.0%,9,11.1%,1,1.2%,16:1,77.00,12.00,65.00,76.00,0.00,1.00,0.00,0.00,0.00,0.00,77.00,2,1.4%,10.1,30.1%,51.6%,18.3%,0.0%,0.0%,100.0%,2.1%,2.3:1,100%,757,22,14,6970,WKEC,908
20152016,29,CUMBERLAND,141,Cumberland County,70,Cumberland County Elementary School,141070,29141070,210141000286,8611,421.43,438,212,48.4%,226,51.6%,393,89.7%,11,2.5%,8,1.8%,0,0.0%,0,0.0%,0,0.0%,26,5.9%,326,74.4%,25,5.7%,94.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,30.00,1.00,29.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,1,0.0%,12.6,24.1%,41.4%,34.5%,0.0%,0.0%,100.0%,0.0%,1:1,100%,411,79,2,1253,GRREC,902
20152016,29,CUMBERLAND,141,Cumberland County,80,Cumberland County High School,141080,29141080,210141000287,8719,240.99,260,122,46.9%,138,53.1%,247,95.0%,7,2.7%,2,0.8%,0,0.0%,0,0.0%,0,0.0%,4,1.5%,175,67.3%,21,8.1%,94.0%,1.9%,0.7%,N/A,23,30.3%,21,27.6%,2,2.6%,13,17.1%,30,39.5%,N/A,0.0%,10,13.2%,N/A,0.0%,15:1,19.00,6.00,13.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,1,0.0%,13.7,23.8%,38.1%,38.1%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,38,43,23,565,GRREC,902
20152016,29,CUMBERLAND,141,Cumberland County,75,Cumberland County Middle School,141075,29141075,210141001561,8137,195.72,205,113,55.1%,92,44.9%,190,92.7%,4,2.0%,6,2.9%,1,0.5%,0,0.0%,0,0.0%,4,2.0%,147,71.7%,14,6.8%,96.0%,0.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,15.00,6.00,9.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0,0.0%,8.5,45.0%,30.0%,25.0%,0.0%,0.0%,100.0%,5.0%,.6:1,100%,205,34,2,934,GRREC,902
20152016,29,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,10556,858.13,903,447,49.5%,456,50.5%,830,91.9%,22,2.4%,16,1.8%,1,0.1%,0,0.0%,0,0.0%,34,3.8%,648,71.8%,60,6.6%,94.8%,1.0%,0.7%,N/A,23,30.3%,21,27.6%,2,2.6%,13,17.1%,30,39.5%,N/A,0.0%,10,13.2%,N/A,0.0%,14:1,61.00,12.00,49.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,4,0.0%,11.8,30.0%,37.1%,32.9%,0.0%,0.0%,100.0%,1.4%,.9:1,100%,654,156,27,2752,GRREC,902
20152016,11,BOYLE,143,Danville Independent,5,Bate Middle School,143005,11143005,210144000290,7483,394.56,403,202,50.1%,201,49.9%,267,66.3%,75,18.6%,22,5.5%,5,1.2%,0,0.0%,1,0.2%,33,8.2%,234,58.1%,24,6.0%,94.8%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,27.00,12.00,15.00,24.00,3.00,0.00,0.00,0.00,0.00,0.00,27.00,2,0.0%,9.8,34.5%,51.7%,10.3%,3.4%,0.0%,100.0%,3.4%,1.1:1,100%,135,32,2,775,CKEC,901
20152016,11,BOYLE,143,Danville Independent,30,Danville High School,143030,11143030,210144000291,9106,474.27,511,257,50.3%,254,49.7%,322,63.0%,101,19.8%,36,7.0%,6,1.2%,2,0.4%,1,0.2%,43,8.4%,267,52.3%,39,7.6%,92.5%,1.2%,2.2%,N/A,65,57.5%,57,50.4%,8,7.1%,4,3.5%,26,23.0%,1,0.9%,15,13.3%,2,1.8%,16:1,34.00,19.00,15.00,33.00,1.00,0.00,0.00,0.00,0.00,0.00,34.00,3,0.0%,13,17.9%,41.0%,35.9%,0.0%,5.1%,100.0%,5.1%,.9:1,100%,170,75,3,3200,CKEC,901
20152016,11,BOYLE,143,Danville Independent,40,Hogsett Elementary School,143040,11143040,210144000292,10634,272.56,289,162,56.1%,127,43.9%,131,45.3%,53,18.3%,60,20.8%,2,0.7%,1,0.3%,0,0.0%,42,14.5%,231,79.9%,16,5.5%,95.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,27.00,1.00,26.00,26.00,1.00,0.00,0.00,0.00,0.00,0.00,27.00,2,0.0%,9.4,25.0%,55.0%,20.0%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,220,68,2,315,CKEC,901
20152016,11,BOYLE,143,Danville Independent,110,Jennie Rogers Elementary School,143110,11143110,210144000294,9916,235.07,250,129,51.6%,121,48.4%,159,63.6%,50,20.0%,16,6.4%,1,0.4%,1,0.4%,0,0.0%,23,9.2%,141,56.4%,15,6.0%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,24.00,3.00,21.00,23.00,0.00,1.00,0.00,0.00,0.00,0.00,24.00,1,0.0%,11.4,33.3%,33.3%,27.8%,5.6%,0.0%,100.0%,5.6%,1.1:1,100%,208,12,5,90,CKEC,901
20152016,11,BOYLE,143,Danville Independent,350,Sunrise Children's Services - Woodlawn,143350,11143350,210144000646,10752,26.43,29,29,100.0%,0,0.0%,24,82.8%,2,6.9%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,3,10.3%,0,0.0%,0,0.0%,98.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9:1,4.00,2.00,2.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,,0.0%,15,33.3%,33.3%,33.3%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,0,,,0,CKEC,901
20152016,11,BOYLE,143,Danville Independent,60,Toliver Elementary School,143060,11143060,210144000293,8190,306.21,321,163,50.8%,158,49.2%,224,69.8%,32,10.0%,23,7.2%,3,0.9%,0,0.0%,0,0.0%,39,12.1%,201,62.6%,21,6.5%,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,24.00,3.00,21.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0,0.0%,10,33.3%,55.6%,11.1%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,305,69,2,1200,CKEC,901
20152016,11,BOYLE,143,Danville Independent,,---District Total---,143,,,12096,1709.1,1803,942,52.2%,861,47.8%,"1,127",62.5%,313,17.4%,157,8.7%,17,0.9%,4,0.2%,2,0.1%,183,10.1%,"1,074",59.6%,115,6.4%,94.6%,0.5%,1.4%,N/A,65,57.0%,57,50.0%,8,7.0%,4,3.5%,26,22.8%,1,0.9%,16,14.0%,2,1.8%,13:1,130.00,37.00,93.00,123.00,6.00,1.00,0.00,0.00,0.00,0.00,130.00,9,1.2%,11.3,27.6%,46.5%,22.8%,1.6%,1.6%,100.0%,3.1%,1.1:1,100%,1038,256,14,5580,CKEC,901
20152016,30,DAVIESS,145,Daviess County,5,Apollo High School,145005,30145005,210147000295,9470,1305.81,1429,732,51.2%,697,48.8%,"1,216",85.1%,73,5.1%,51,3.6%,42,2.9%,1,0.1%,4,0.3%,42,2.9%,569,39.8%,95,6.6%,93.9%,0.4%,0.9%,N/A,153,55.2%,146,52.7%,7,2.5%,29,10.5%,52,18.8%,12,4.3%,23,8.3%,8,2.9%,18:1,80.00,41.00,39.00,79.00,1.00,0.00,0.00,0.00,0.00,0.00,80.00,4,0.0%,13,16.5%,49.4%,32.9%,0.0%,1.3%,100.0%,0.0%,.6:1,100%,1224,1,2,4000,GRREC,902
20152016,30,DAVIESS,145,Daviess County,85,Audubon Elementary School,145085,30145085,210147000054,9084,427.53,431,225,52.2%,206,47.8%,361,83.8%,19,4.4%,18,4.2%,8,1.9%,1,0.2%,0,0.0%,24,5.6%,236,54.8%,31,7.2%,96.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,29.00,2.00,27.00,28.00,1.00,0.00,0.00,0.00,0.00,0.00,29.00,0,0.0%,12.7,38.5%,53.8%,7.7%,0.0%,0.0%,100.0%,0.0%,.8:1,100%,506,238,5,1215,GRREC,902
20152016,30,DAVIESS,145,Daviess County,155,College View Middle School,145155,30145155,210147000961,9092,782.91,823,437,53.1%,386,46.9%,726,88.2%,25,3.0%,25,3.0%,31,3.8%,1,0.1%,0,0.0%,15,1.8%,331,40.2%,55,6.7%,95.5%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,53.00,13.00,40.00,51.00,1.00,0.00,0.00,0.00,1.00,0.00,53.00,2,0.0%,16,12.3%,49.1%,38.6%,0.0%,0.0%,100.0%,0.0%,.8:1,100%,354,106,2,916,GRREC,902
20152016,30,DAVIESS,145,Daviess County,150,Country Heights Elementary School,145150,30145150,210147001581,9379,402.38,422,191,45.3%,231,54.7%,391,92.7%,8,1.9%,15,3.6%,4,0.9%,0,0.0%,0,0.0%,4,0.9%,167,39.6%,27,6.4%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,26.00,1.00,25.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,3,0.0%,12.2,36.0%,48.0%,16.0%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,387,87,9,1957,GRREC,902
20152016,30,DAVIESS,145,Daviess County,10,Daviess County High School,145010,30145010,210147000297,8918,1600.69,1677,841,50.1%,836,49.9%,"1,548",92.3%,29,1.7%,39,2.3%,32,1.9%,0,0.0%,0,0.0%,29,1.7%,541,32.3%,90,5.4%,94.3%,0.2%,0.5%,N/A,154,47.1%,137,41.9%,17,5.2%,18,5.5%,60,18.3%,73,22.3%,18,5.5%,4,1.2%,18:1,95.00,38.00,57.00,94.00,1.00,0.00,0.00,0.00,0.00,0.00,95.00,10,0.0%,15.1,7.1%,45.9%,44.9%,1.0%,1.0%,100.0%,0.0%,.6:1,100%,1592,0,2,9450,GRREC,902
20152016,30,DAVIESS,145,Daviess County,20,Daviess County Middle School,145020,30145020,210147000298,8884,790.04,822,414,50.4%,408,49.6%,750,91.2%,17,2.1%,27,3.3%,7,0.9%,0,0.0%,1,0.1%,20,2.4%,353,42.9%,54,6.6%,96.0%,0.0%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,55.00,11.00,44.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,2,0.0%,12.3,15.4%,51.9%,32.7%,0.0%,0.0%,100.0%,1.9%,.7:1,100%,571,104,4,1870,GRREC,902
20152016,30,DAVIESS,145,Daviess County,40,Deer Park Elementary School,145040,30145040,210147000301,8792,491.95,508,263,51.8%,245,48.2%,410,80.7%,16,3.1%,23,4.5%,49,9.6%,1,0.2%,0,0.0%,9,1.8%,252,49.6%,27,5.3%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,29.00,2.00,27.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,1,0.0%,15.9,16.1%,54.8%,29.0%,0.0%,0.0%,100.0%,3.2%,1.6:1,100%,508,20,3,6127,GRREC,902
20152016,30,DAVIESS,145,Daviess County,7,East View Elementary School,145007,30145007,210147001625,8573,477.23,493,258,52.3%,235,47.7%,429,87.0%,4,0.8%,46,9.3%,1,0.2%,2,0.4%,0,0.0%,11,2.2%,293,59.4%,27,5.5%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,30.00,2.00,28.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,1,0.0%,11.3,21.9%,59.4%,18.8%,0.0%,0.0%,100.0%,0.0%,1:1,100%,329,19,3,5402,GRREC,902
20152016,30,DAVIESS,145,Daviess County,145,F T Burns Elementary School,145145,30145145,210147000311,9467,475.35,497,251,50.5%,246,49.5%,328,66.0%,33,6.6%,56,11.3%,38,7.6%,0,0.0%,5,1.0%,37,7.4%,334,67.2%,40,8.0%,96.1%,4.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,34.00,2.00,32.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0,0.0%,10.8,27.3%,63.6%,9.1%,0.0%,0.0%,100.0%,0.0%,1.5:1,100%,611,15,16,3462,GRREC,902
20152016,30,DAVIESS,145,Daviess County,8,F T Burns Middle School,145008,30145008,210147000296,9017,798.96,838,418,49.9%,420,50.1%,666,79.5%,50,6.0%,42,5.0%,25,3.0%,0,0.0%,6,0.7%,49,5.8%,424,50.6%,65,7.8%,95.6%,0.4%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,53.00,12.00,41.00,52.00,1.00,0.00,0.00,0.00,0.00,0.00,53.00,3,0.0%,13,20.4%,53.7%,25.9%,0.0%,0.0%,100.0%,0.0%,.7:1,100%,643,9,10,1348,GRREC,902
20152016,30,DAVIESS,145,Daviess County,180,Heritage Park High School,145180,30145180,210147000969,16713,86.91,125,81,64.8%,44,35.2%,113,90.4%,7,5.6%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,5,4.0%,80,64.0%,9,7.2%,79.5%,1.6%,N/A,N/A,2,2.7%,2,2.7%,N/A,0.0%,6,8.0%,36,48.0%,2,2.7%,28,37.3%,1,1.3%,10:1,12.00,5.00,7.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,12.00,0,0.0%,10.4,41.7%,25.0%,33.3%,0.0%,0.0%,100.0%,7.7%,.5:1,100%,118,,,5,GRREC,902
20152016,30,DAVIESS,145,Daviess County,25,Highland Elementary School,145025,30145025,210147000299,9000,503.74,521,285,54.7%,236,45.3%,453,86.9%,9,1.7%,19,3.6%,22,4.2%,0,0.0%,0,0.0%,18,3.5%,135,25.9%,11,2.1%,96.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,29.00,2.00,27.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0,0.0%,15.9,12.5%,46.9%,40.6%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,447,28,2,2484,GRREC,902
20152016,30,DAVIESS,145,Daviess County,6,Meadow Lands Elementary School,145006,30145006,210147001949,9165,459.31,492,274,55.7%,218,44.3%,410,83.3%,10,2.0%,42,8.5%,3,0.6%,0,0.0%,1,0.2%,26,5.3%,321,65.2%,35,7.1%,96.0%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,29.00,4.00,25.00,28.00,1.00,0.00,0.00,0.00,0.00,0.00,29.00,0,0.0%,11.8,9.7%,67.7%,22.6%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,551,2,3,4042,GRREC,902
20152016,30,DAVIESS,145,Daviess County,160,Owensboro Treatment Center,145160,30145160,210147000312,13646,38.81,37,30,81.1%,7,18.9%,30,81.1%,3,8.1%,2,5.4%,0,0.0%,0,0.0%,0,0.0%,2,5.4%,17,45.9%,1,2.7%,92.0%,2.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:1,5.00,3.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,,0.0%,6,20.0%,40.0%,40.0%,0.0%,0.0%,100.0%,0.0%,.8:1,100%,55,,,0,GRREC,902
20152016,30,DAVIESS,145,Daviess County,70,Sorgho Elementary School,145070,30145070,210147000303,9685,408.07,412,219,53.2%,193,46.8%,335,81.3%,17,4.1%,37,9.0%,3,0.7%,2,0.5%,0,0.0%,18,4.4%,211,51.2%,34,8.3%,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,29.00,3.00,26.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,3,0.0%,12.2,18.5%,51.9%,29.6%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,337,41,3,4275,GRREC,902
20152016,30,DAVIESS,145,Daviess County,11,Southern Oaks Elementary School,145011,30145011,210147002230,9879,372.58,382,170,44.5%,212,55.5%,308,80.6%,4,1.0%,40,10.5%,28,7.3%,0,0.0%,0,0.0%,2,0.5%,192,50.3%,32,8.4%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,25.00,2.00,23.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,3,0.0%,11.1,16.0%,48.0%,36.0%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,312,67,6,23,GRREC,902
20152016,30,DAVIESS,145,Daviess County,95,Tamarack Elementary School,145095,30145095,210147000306,9141,459.25,468,241,51.5%,227,48.5%,362,77.4%,28,6.0%,27,5.8%,10,2.1%,4,0.9%,1,0.2%,36,7.7%,251,53.6%,33,7.1%,96.1%,0.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,35.00,1.00,34.00,34.00,1.00,0.00,0.00,0.00,0.00,0.00,35.00,1,0.0%,11.9,24.2%,51.5%,24.2%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,550,38,2,4450,GRREC,902
20152016,30,DAVIESS,145,Daviess County,175,Valley Elementary School,145175,30145175,210147000964,11435,29.18,32,19,59.4%,13,40.6%,25,78.1%,7,21.9%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,2,6.3%,0,0.0%,100.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32:1,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0.0%,16.8,33.3%,16.7%,50.0%,0.0%,0.0%,100.0%,0.0%,.8:1,100%,28,,,40,GRREC,902
