SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_UNKNOWN_CNT,TRANSITION_UNKNOWN_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20162017,15,BULLITT,71,Bullitt County,90,Roby Elementary School,71090,15071090,210075000156,7722,423.44,449,236,52.6%,213,47.4%,402,89.5%,6,1.3%,18,4.0%,2,0.4%,0,0.0%,0,0.0%,21,4.7%,238,53.0%,15,3.3%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,29.00,2.00,27.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,1,0.0%,8.1,22.2%,70.4%,7.4%,0.0%,0.0%,100.0%,0.0%,2:1,100%,405,22,4,4183,OVEC,906
20162017,15,BULLITT,71,Bullitt County,8,Shepherdsville Elementary,71008,15071008,210075001974,7550,503.12,527,271,51.4%,256,48.6%,483,91.7%,4,0.8%,10,1.9%,2,0.4%,1,0.2%,1,0.2%,26,4.9%,345,65.5%,30,5.7%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,33.00,3.00,30.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,3,0.0%,7.6,40.6%,53.1%,6.3%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,455,7,2,10287,OVEC,906
20162017,15,BULLITT,71,Bullitt County,32,Spring Meadows,71032,15071032,210075002169,13762,14.01,12,12,100.0%,0,0.0%,9,75.0%,3,25.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,2,16.7%,0,0.0%,94.9%,N/A,N/A,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,1,100.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,6:1,2.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,,0.0%,22.5,0.0%,50.0%,50.0%,0.0%,0.0%,100.0%,0.0%,.8:1,100%,0,,,0,OVEC,906
20162017,15,BULLITT,71,Bullitt County,7,Zoneton Middle School,71007,15071007,210075001973,7470,434.45,450,238,52.9%,212,47.1%,406,90.2%,6,1.3%,18,4.0%,4,0.9%,1,0.2%,0,0.0%,15,3.3%,241,53.6%,16,3.6%,95.2%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,27.00,5.00,22.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,2,0.0%,8.9,13.3%,70.0%,6.7%,10.0%,0.0%,100.0%,0.0%,.9:1,100%,141,3,2,3255,OVEC,906
20162017,15,BULLITT,71,Bullitt County,,---District Total---,71,,,9626,12317.7,13131,6750,51.4%,6381,48.6%,"12,091",92.1%,152,1.2%,401,3.1%,102,0.8%,28,0.2%,5,0.0%,352,2.7%,"5,678",43.2%,474,3.6%,95.0%,1.0%,1.4%,N/A,469,52.6%,453,50.8%,16,1.8%,112,12.6%,227,25.5%,29,3.3%,26,2.9%,28,3.1%,17:1,762.00,171.00,591.00,748.00,8.00,3.00,2.00,0.00,1.00,0.00,762.00,58,0.0%,10.8,20.3%,54.7%,23.4%,1.2%,0.4%,100.0%,1.4%,1.4:1,100%,9515,471,85,164982,OVEC,906
20162017,84,MERCER,72,Burgin Independent,30,Burgin Independent School,72030,84072030,210078002407,10190,465.52,478,240,50.2%,238,49.8%,447,93.5%,2,0.4%,5,1.0%,3,0.6%,1,0.2%,0,0.0%,20,4.2%,207,43.3%,21,4.4%,95.7%,1.8%,1.8%,N/A,27,65.9%,25,61.0%,2,4.9%,N/A,0.0%,7,17.1%,3,7.3%,2,4.9%,2,4.9%,14:1,35.00,6.00,29.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0,0.0%,9.7,22.5%,52.5%,22.5%,2.5%,0.0%,100.0%,0.0%,1.4:1,100%,335,28,4,1420,CKEC,901
20162017,84,MERCER,72,Burgin Independent,,---District Total---,72,,,10139,465.52,478,240,50.2%,238,49.8%,447,93.5%,2,0.4%,5,1.0%,3,0.6%,1,0.2%,0,0.0%,20,4.2%,207,43.3%,21,4.4%,95.7%,1.8%,1.8%,N/A,27,65.9%,25,61.0%,2,4.9%,N/A,0.0%,7,17.1%,3,7.3%,2,4.9%,2,4.9%,13:1,35.00,6.00,29.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,0.0%,9.7,22.5%,52.5%,22.5%,2.5%,0.0%,100.0%,0.0%,1.4:1,100%,335,28,4,1420,CKEC,901
20162017,16,BUTLER,75,Butler County,30,Butler County High School,75030,16075030,210081000160,8098,609,646,309,47.8%,337,52.2%,587,90.9%,4,0.6%,40,6.2%,4,0.6%,0,0.0%,0,0.0%,11,1.7%,359,55.6%,21,3.3%,93.1%,8.2%,0.6%,N/A,42,32.3%,37,28.5%,5,3.9%,7,5.4%,31,23.9%,32,24.6%,14,10.8%,4,3.1%,20:1,34.00,12.00,22.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0,0.0%,10.9,29.3%,43.9%,26.8%,0.0%,0.0%,100.0%,2.0%,5.1:1,100%,281,52,3,2603,GRREC,902
20162017,16,BUTLER,75,Butler County,32,Butler County Learning Center,75032,16075032,210081001977,16308,18.44,27,20,74.1%,7,25.9%,23,85.2%,1,3.7%,1,3.7%,0,0.0%,0,0.0%,0,0.0%,2,7.4%,23,85.2%,0,0.0%,81.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7:1,4.00,3.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0,0.0%,11,66.7%,33.3%,0.0%,0.0%,0.0%,100.0%,0.0%,.7:1,100%,27,,,0,GRREC,902
20162017,16,BUTLER,75,Butler County,35,Butler County Middle School,75035,16075035,210081001697,7039,456.78,480,248,51.7%,232,48.3%,446,92.9%,0,0.0%,28,5.8%,1,0.2%,1,0.2%,0,0.0%,4,0.8%,285,59.4%,16,3.3%,94.5%,0.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,29.00,12.00,17.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,3,0.0%,11.8,42.4%,36.4%,21.2%,0.0%,0.0%,100.0%,0.0%,2.5:1,100%,110,5,2,36,GRREC,902
20162017,16,BUTLER,75,Butler County,110,Green River School,75110,16075110,210081000163,16730,18.4,28,28,100.0%,0,0.0%,9,32.1%,16,57.1%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,3,10.7%,22,78.6%,0,0.0%,99.5%,N/A,N/A,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,1,100.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,9:1,3.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1,0.0%,22.5,25.0%,0.0%,75.0%,0.0%,0.0%,100.0%,0.0%,.7:1,100%,12,,,35,GRREC,902
20162017,16,BUTLER,75,Butler County,120,Morgantown Elementary School,75120,16075120,210081000164,8211,592.86,633,348,55.0%,285,45.0%,526,83.1%,1,0.2%,94,14.8%,2,0.3%,0,0.0%,0,0.0%,10,1.6%,428,67.6%,25,3.9%,94.2%,0.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,37.00,5.00,32.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,1,0.0%,11.1,29.7%,45.9%,24.3%,0.0%,0.0%,100.0%,0.0%,7.6:1,100%,537,29,21,3845,GRREC,902
20162017,16,BUTLER,75,Butler County,31,North Butler Elementary,75031,16075031,210081001976,9008,353.7,376,185,49.2%,191,50.8%,366,97.3%,0,0.0%,4,1.1%,1,0.3%,0,0.0%,0,0.0%,5,1.3%,211,56.1%,25,6.6%,94.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,24.00,2.00,22.00,23.00,1.00,0.00,0.00,0.00,0.00,0.00,24.00,1,0.0%,12.9,24.1%,51.7%,24.1%,0.0%,0.0%,100.0%,0.0%,1.9:1,100%,302,30,2,2750,GRREC,902
20162017,16,BUTLER,75,Butler County,,---District Total---,75,,,10043,2049.16,2190,1138,52.0%,1052,48.0%,"1,957",89.4%,22,1.0%,167,7.6%,8,0.4%,1,0.0%,0,0.0%,35,1.6%,"1,328",60.6%,87,4.0%,93.9%,3.9%,0.6%,N/A,42,32.3%,37,28.5%,5,3.9%,7,5.4%,31,23.9%,32,24.6%,14,10.8%,4,3.1%,17:1,128.00,32.00,96.00,127.00,1.00,0.00,0.00,0.00,0.00,0.00,128.00,6,0.0%,11.9,32.0%,42.9%,25.2%,0.0%,0.0%,100.0%,0.6%,3.3:1,100%,1269,116,28,9269,GRREC,902
20162017,17,CALDWELL,81,Caldwell County,70,Caldwell County Elementary School,81070,17081070,210084000170,8964,438.42,461,234,50.8%,227,49.2%,392,85.0%,32,6.9%,9,2.0%,2,0.4%,0,0.0%,0,0.0%,26,5.6%,278,60.3%,28,6.1%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,27.00,3.00,24.00,26.00,1.00,0.00,0.00,0.00,0.00,0.00,27.00,,0.0%,12,34.6%,57.7%,7.7%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,430,24,23,604,WKEC,908
20162017,17,CALDWELL,81,Caldwell County,10,Caldwell County High School,81010,17081010,210084000166,9468,555.47,584,284,48.6%,300,51.4%,511,87.5%,41,7.0%,10,1.7%,5,0.9%,2,0.3%,0,0.0%,15,2.6%,281,48.1%,38,6.5%,94.2%,1.0%,1.5%,N/A,63,48.5%,61,46.9%,2,1.5%,19,14.6%,33,25.4%,5,3.9%,9,6.9%,1,0.8%,18:1,33.00,17.00,16.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,3,0.0%,11.7,31.8%,34.1%,34.1%,0.0%,0.0%,100.0%,6.4%,1.1:1,100%,266,23,2,2117,WKEC,908
20162017,17,CALDWELL,81,Caldwell County,20,Caldwell County Middle School,81020,17081020,210084000167,9516,403.01,415,211,50.8%,204,49.2%,347,83.6%,41,9.9%,11,2.7%,1,0.2%,0,0.0%,0,0.0%,15,3.6%,222,53.5%,31,7.5%,95.8%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,25.00,2.00,23.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,4,0.0%,13,21.4%,46.4%,32.1%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,249,20,2,475,WKEC,908
20162017,17,CALDWELL,81,Caldwell County,30,Caldwell County Primary School,81030,17081030,210084001660,10489,414,443,214,48.3%,229,51.7%,372,84.0%,39,8.8%,8,1.8%,1,0.2%,0,0.0%,0,0.0%,23,5.2%,295,66.6%,23,5.2%,94.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,31.00,1.00,30.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,2,0.0%,11.8,33.3%,50.0%,16.7%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,329,94,3,28,WKEC,908
20162017,17,CALDWELL,81,Caldwell County,,---District Total---,81,,,9621,1810.91,1903,943,49.6%,960,50.4%,"1,622",85.2%,153,8.0%,38,2.0%,9,0.5%,2,0.1%,0,0.0%,79,4.2%,"1,076",56.5%,120,6.3%,94.8%,0.5%,1.1%,N/A,63,48.5%,61,46.9%,2,1.5%,19,14.6%,33,25.4%,5,3.9%,9,6.9%,1,0.8%,16:1,113.00,23.00,90.00,112.00,1.00,0.00,0.00,0.00,0.00,0.00,113.00,8,0.0%,12,30.5%,45.3%,24.2%,0.0%,0.0%,100.0%,2.3%,1.3:1,100%,1274,161,30,3224,WKEC,908
20162017,18,CALLOWAY,85,Calloway County,96,Calloway County Alternative Program,85096,18085096,210087002370,13043,21.7,24,12,50.0%,12,50.0%,21,87.5%,0,0.0%,1,4.2%,0,0.0%,0,0.0%,0,0.0%,2,8.3%,23,95.8%,0,0.0%,85.3%,N/A,N/A,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,9,64.3%,N/A,0.0%,5,35.7%,N/A,0.0%,13:1,4.00,1.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0,0.0%,14.8,40.0%,40.0%,20.0%,0.0%,0.0%,100.0%,0.0%,1.7:1,100%,10,,,14,WKEC,908
20162017,18,CALLOWAY,85,Calloway County,95,Calloway County Day Treatment,85095,18085095,210087002366,15700,22.35,26,15,57.7%,11,42.3%,17,65.4%,5,19.2%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,4,15.4%,26,100.0%,0,0.0%,91.6%,N/A,N/A,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,4,100.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,8:1,4.00,1.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,,0.0%,13.5,25.0%,50.0%,25.0%,0.0%,0.0%,100.0%,0.0%,1.9:1,100%,10,,,14,WKEC,908
20162017,18,CALLOWAY,85,Calloway County,20,Calloway County High School,85020,18085020,210087000171,10862,833.28,863,445,51.6%,418,48.4%,777,90.0%,11,1.3%,35,4.1%,7,0.8%,0,0.0%,0,0.0%,33,3.8%,400,46.3%,44,5.1%,95.7%,0.0%,0.0%,N/A,138,64.5%,128,59.8%,10,4.7%,1,0.5%,56,26.2%,7,3.3%,7,3.3%,5,2.3%,17:1,54.00,20.00,34.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,6,0.0%,16.3,16.1%,51.6%,32.3%,0.0%,0.0%,100.0%,0.0%,2.2:1,100%,722,45,7,2243,WKEC,908
20162017,18,CALLOWAY,85,Calloway County,55,Calloway County Middle School,85055,18085055,210087001411,9940,626.48,644,343,53.3%,301,46.7%,597,92.7%,5,0.8%,25,3.9%,1,0.2%,2,0.3%,0,0.0%,14,2.2%,347,53.9%,44,6.8%,95.7%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,40.00,11.00,29.00,38.00,1.00,0.00,0.00,1.00,0.00,0.00,40.00,4,0.0%,12.6,15.8%,47.4%,36.8%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,208,23,10,1839,WKEC,908
20162017,18,CALLOWAY,85,Calloway County,25,East Calloway Elementary School,85025,18085025,210087000172,11688,331.14,341,177,51.9%,164,48.1%,300,88.0%,1,0.3%,21,6.2%,0,0.0%,0,0.0%,1,0.3%,18,5.3%,234,68.6%,22,6.5%,96.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,28.00,2.00,26.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,1,0.0%,8.5,28.6%,52.4%,19.0%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,161,24,2,966,WKEC,908
20162017,18,CALLOWAY,85,Calloway County,35,North Calloway Elementary School,85035,18085035,210087000173,9912,555.03,566,296,52.3%,270,47.7%,477,84.3%,15,2.7%,48,8.5%,3,0.5%,0,0.0%,0,0.0%,23,4.1%,362,64.0%,49,8.7%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,37.00,2.00,35.00,36.00,0.00,1.00,0.00,0.00,0.00,0.00,37.00,2,0.0%,11,32.4%,41.2%,26.5%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,337,31,22,1035,WKEC,908
20162017,18,CALLOWAY,85,Calloway County,45,Southwest Calloway Elementary School,85045,18085045,210087000174,10672,427.99,450,228,50.7%,222,49.3%,419,93.1%,5,1.1%,13,2.9%,5,1.1%,0,0.0%,0,0.0%,8,1.8%,179,39.8%,44,9.8%,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,30.00,1.00,29.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,1,0.0%,16.1,8.3%,54.2%,37.5%,0.0%,0.0%,100.0%,0.0%,1.5:1,100%,362,5,2,1550,WKEC,908
20162017,18,CALLOWAY,85,Calloway County,,---District Total---,85,,,10442,2817.98,2914,1516,52.0%,1398,48.0%,"2,608",89.5%,42,1.4%,143,4.9%,16,0.5%,2,0.1%,1,0.0%,102,3.5%,"1,571",53.9%,203,7.0%,96.0%,0.0%,0.1%,N/A,138,60.5%,128,56.1%,10,4.4%,1,0.4%,65,28.5%,7,3.1%,12,5.3%,5,2.2%,15:1,188.00,37.00,151.00,185.00,1.00,1.00,0.00,1.00,0.00,0.00,188.00,12,0.0%,13.6,19.7%,49.7%,30.6%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,1810,128,43,7661,WKEC,908
20162017,19,CAMPBELL,91,Campbell County,16,Alexandria Educational Center,91016,19091016,210090001398,25541,31.18,43,27,62.8%,16,37.2%,40,93.0%,1,2.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,2,4.7%,36,83.7%,2,4.7%,88.5%,N/A,N/A,N/A,4,100.0%,4,100.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,18:1,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,,0.0%,22,0.0%,16.7%,83.3%,0.0%,0.0%,100.0%,0.0%,.8:1,100%,,,,,NKCES,905
20162017,19,CAMPBELL,91,Campbell County,100,Campbell County High School,91100,19091100,210090000941,9940,1439.02,1498,778,51.9%,720,48.1%,"1,398",93.3%,21,1.4%,31,2.1%,20,1.3%,0,0.0%,0,0.0%,28,1.9%,529,35.3%,52,3.5%,95.0%,0.7%,0.2%,N/A,288,77.8%,264,71.4%,24,6.5%,10,2.7%,63,17.0%,3,0.8%,2,0.5%,4,1.1%,18:1,83.00,37.00,46.00,81.00,0.00,2.00,0.00,0.00,0.00,0.00,83.00,4,0.0%,11.7,19.4%,54.8%,23.7%,2.2%,0.0%,100.0%,1.0%,1.2:1,100%,720,10,4,6480,NKCES,905
20162017,19,CAMPBELL,91,Campbell County,11,Campbell County Middle School,91011,19091011,210090001306,10738,987.99,1025,520,50.7%,505,49.3%,947,92.4%,26,2.5%,16,1.6%,11,1.1%,0,0.0%,2,0.2%,23,2.2%,425,41.5%,47,4.6%,95.7%,0.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,64.00,22.00,42.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,2,0.0%,8.3,33.9%,48.4%,17.7%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,700,2,2,425,NKCES,905
20162017,19,CAMPBELL,91,Campbell County,19,Campbell Ridge Elementary,91019,19091019,210090001978,10853,570.48,593,285,48.1%,308,51.9%,563,94.9%,2,0.3%,7,1.2%,4,0.7%,1,0.2%,1,0.2%,15,2.5%,274,46.2%,34,5.7%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,40.00,1.00,39.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,4,0.0%,12.4,13.3%,83.3%,3.3%,0.0%,0.0%,100.0%,0.0%,1:1,100%,578,52,18,2047,NKCES,905
20162017,19,CAMPBELL,91,Campbell County,35,Crossroads Elementary School,91035,19091035,210090002198,11163,545.54,566,274,48.4%,292,51.6%,480,84.8%,21,3.7%,14,2.5%,7,1.2%,2,0.4%,0,0.0%,42,7.4%,328,58.0%,37,6.5%,95.9%,1.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,38.00,1.00,37.00,37.00,0.00,1.00,0.00,0.00,0.00,0.00,38.00,5,0.0%,12.4,13.8%,51.7%,34.5%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,554,19,5,1063,NKCES,905
20162017,19,CAMPBELL,91,Campbell County,13,Donald E. Cline Elementary School,91013,19091013,210090001335,11944,344.3,362,187,51.7%,175,48.3%,295,81.5%,28,7.7%,12,3.3%,10,2.8%,0,0.0%,0,0.0%,17,4.7%,168,46.4%,17,4.7%,96.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,28.00,1.00,27.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,1,0.0%,15,13.0%,69.6%,17.4%,0.0%,0.0%,100.0%,0.0%,1:1,100%,378,35,8,1142,NKCES,905
20162017,19,CAMPBELL,91,Campbell County,50,Grant's Lick Elementary School,91050,19091050,210090000180,10878,303.84,320,172,53.8%,148,46.3%,306,95.6%,3,0.9%,4,1.3%,2,0.6%,0,0.0%,0,0.0%,5,1.6%,108,33.8%,13,4.1%,96.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,23.00,2.00,21.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,2,0.0%,12.6,11.8%,70.6%,17.6%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,317,11,2,2477,NKCES,905
20162017,19,CAMPBELL,91,Campbell County,12,John W. Reiley Elementary School,91012,19091012,210090001320,10795,406.8,432,221,51.2%,211,48.8%,412,95.4%,2,0.5%,4,0.9%,5,1.2%,0,0.0%,0,0.0%,9,2.1%,170,39.4%,25,5.8%,96.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,30.00,4.00,26.00,29.00,1.00,0.00,0.00,0.00,0.00,0.00,30.00,2,0.0%,11.6,16.7%,58.3%,25.0%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,339,16,9,1993,NKCES,905
20162017,19,CAMPBELL,91,Campbell County,,---District Total---,91,,,10790,4629.14,4839,2464,50.9%,2375,49.1%,"4,441",91.8%,104,2.1%,88,1.8%,59,1.2%,3,0.1%,3,0.1%,141,2.9%,"2,038",42.1%,227,4.7%,95.7%,0.5%,0.3%,N/A,288,77.8%,264,71.4%,24,6.5%,10,2.7%,63,17.0%,3,0.8%,2,0.5%,4,1.1%,16:1,299.00,71.00,228.00,295.00,1.00,3.00,0.00,0.00,0.00,0.00,299.00,14,0.0%,11.5,19.7%,57.7%,21.8%,0.7%,0.0%,100.0%,0.3%,1.1:1,100%,3586,145,48,15627,NKCES,905
20162017,109,TAYLOR,92,Campbellsville Independent,11,Campbellsville Eagle Academy,92011,109092011,210093001653,13750,9.23,15,13,86.7%,2,13.3%,12,80.0%,1,6.7%,1,6.7%,0,0.0%,0,0.0%,0,0.0%,1,6.7%,14,93.3%,0,0.0%,92.9%,N/A,N/A,N/A,1,100.0%,1,100.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,15:1,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,0.0%,4,50.0%,0.0%,50.0%,0.0%,0.0%,100.0%,0.0%,.4:1,100%,10,,,0,GRREC,902
20162017,109,TAYLOR,92,Campbellsville Independent,10,Campbellsville Elementary School,92010,109092010,210093000182,12277,374.96,390,216,55.4%,174,44.6%,272,69.7%,30,7.7%,19,4.9%,4,1.0%,0,0.0%,0,0.0%,65,16.7%,325,83.3%,7,1.8%,93.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,31.00,3.00,28.00,29.00,2.00,0.00,0.00,0.00,0.00,0.00,31.00,3,0.0%,15.2,13.0%,56.5%,30.4%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,166,41,10,175,GRREC,902
