SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20202021,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,A1,154,1820,651,2471,12709,1992,14700,22076
20202021,098,PIKE,491,Pike County,058,Belfry Middle School,491058,098491058,210480002013,KVEC,904,A1,379,505,482,987,8511,1968,10480,16162
20202021,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,A1,552,1562,597,2158,9539,1988,11528,18334
20202021,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,A1,816,1342,566,1908,8202,1489,9690,16211
20202021,098,PIKE,491,Pike County,090,Belfry High School,491090,098491090,210480001179,KVEC,904,A1,574,665,510,1175,8350,2396,10745,16551
20202021,098,PIKE,491,Pike County,130,Bevins Elementary School,491130,098491130,210480001180,KVEC,904,A1,195,1849,540,2388,11043,1987,13030,20255
20202021,098,PIKE,491,Pike County,190,Pike County Central High School,491190,098491190,210480000505,KVEC,904,A1,641,572,500,1072,8271,2312,10582,16287
20202021,098,PIKE,491,Pike County,250,Dorton Elementary School,491250,098491250,210480001183,KVEC,904,A1,237,1474,566,2040,10445,2040,12485,19324
20202021,098,PIKE,491,Pike County,300,Elkhorn City Elementary School,491300,098491300,210480001185,KVEC,904,A1,405,1563,594,2157,9498,1873,11370,18199
20202021,098,PIKE,491,Pike County,620,Johns Creek Elementary School,491620,098491620,210480001195,KVEC,904,A1,619,1566,663,2229,9079,1646,10726,17592
20202021,098,PIKE,491,Pike County,650,Kimper Elementary School,491650,098491650,210480001197,KVEC,904,A1,128,1602,623,2224,11919,1973,13892,21089
20202021,098,PIKE,491,Pike County,950,Mullins Elementary School,491950,098491950,210480001202,KVEC,904,A1,743,1283,608,1891,7537,1528,9067,15577
20202021,098,PIKE,491,Pike County,952,Phelps Elementary School,491952,098491952,210480001203,KVEC,904,A1,326,1962,518,2480,11276,1767,13043,20241
20202021,098,PIKE,491,Pike County,954,Phelps High School,491954,098491954,210480001204,KVEC,904,A1,315,484,518,1002,10788,2914,13702,19457
20202021,098,PIKE,491,Pike County,980,Shelby Valley High School,491980,098491980,210480001686,KVEC,904,A1,528,847,536,1383,8337,2222,10558,16591
20202021,098,PIKE,492,Pikeville Independent,"",---District Total---,492,"","",KVEC,904,"",1127,734,488,1222,10299,2486,12785,14908
20202021,098,PIKE,492,Pikeville Independent,020,Pikeville Elementary School,492020,098492020,210483001213,KVEC,904,A1,598,1605,1003,2608,17678,2705,20383,22994
20202021,098,PIKE,492,Pikeville Independent,030,Pikeville High School,492030,098492030,210483001214,KVEC,904,A1,529,1165,827,1992,18795,2671,21464,23458
20202021,007,BELL,493,Pineville Independent,"",---District Total---,493,"","",SESC,907,"",557,1254,873,2126,8246,2546,10792,14256
20202021,007,BELL,493,Pineville Independent,030,Pineville Independent School,493030,007493030,210486002393,SESC,907,A1,557,1254,873,2126,8246,2546,10792,14256
20202021,099,POWELL,495,Powell County,"",---District Total---,495,"","",CKEC,901,"",2191,1263,877,2140,8351,1217,9568,12724
20202021,099,POWELL,495,Powell County,010,Bowen Elementary School,495010,099495010,210489001217,CKEC,901,A1,206,1174,841,2215,10753,1678,11564,13648
20202021,099,POWELL,495,Powell County,012,Powell County Academy,495012,099495012,210489002360,CKEC,901,A5,9,,,,,,,
20202021,099,POWELL,495,Powell County,015,Powell County Middle School,495015,099495015,210489001218,CKEC,901,A1,552,1355,857,2359,8376,1580,9142,11213
20202021,099,POWELL,495,Powell County,020,Clay City Elementary School,495020,099495020,210489001219,CKEC,901,A1,449,1151,1005,2309,8517,1513,9212,11274
20202021,099,POWELL,495,Powell County,040,Powell County High School,495040,099495040,210489001220,CKEC,901,A1,665,908,725,1763,9127,2268,10599,12065
20202021,099,POWELL,495,Powell County,060,Stanton Elementary School,495060,099495060,210489001221,CKEC,901,A1,310,1040,1085,2287,9650,1627,10449,12519
20202021,100,PULASKI,501,Pulaski County,"",---District Total---,501,"","",SESC,907,"",7994,777,678,1455,7801,1282,9083,12813
20202021,100,PULASKI,501,Pulaski County,070,Burnside Elementary School,501070,100501070,210495001225,SESC,907,A1,367,869,783,1706,9839,2265,12104,14429
20202021,100,PULASKI,501,Pulaski County,071,Pulaski Day Treatment~Eagle Academy,501071,100501071,210495001554,SESC,907,A6,49,,,,,,,
20202021,100,PULASKI,501,Pulaski County,099,Memorial Education Center,501099,100501099,210495002065,SESC,907,A4,0,,,,,,,
20202021,100,PULASKI,501,Pulaski County,180,Eubank Elementary School,501180,100501180,210495001227,SESC,907,A1,318,879,717,1716,9936,1971,11906,14216
20202021,100,PULASKI,501,Pulaski County,280,Nancy Elementary School,501280,100501280,210495001231,SESC,907,A1,323,1169,804,2006,10265,2163,12428,14739
20202021,100,PULASKI,501,Pulaski County,380,Pulaski County High School,501380,100501380,210495001233,SESC,907,A1,1283,613,640,1450,8013,1947,9960,12180
20202021,100,PULASKI,501,Pulaski County,385,Pulaski Elementary School,501385,100501385,210495001234,SESC,907,A1,557,689,632,1526,9356,2001,11360,13638
20202021,100,PULASKI,501,Pulaski County,390,Southern Middle School,501390,100501390,210495001572,SESC,907,A1,1061,682,507,1519,6848,1661,8509,10743
20202021,100,PULASKI,501,Pulaski County,395,Northern Middle School,501395,100501395,210495001573,SESC,907,A1,882,559,544,1396,7470,1799,9269,11519
20202021,100,PULASKI,501,Pulaski County,400,Southwestern High School,501400,100501400,210495000506,SESC,907,A1,1313,704,640,1541,7820,1962,9782,11999
20202021,100,PULASKI,501,Pulaski County,420,Oak Hill Elementary School,501420,100501420,210495000779,SESC,907,A1,504,1077,692,1914,9178,1856,11033,13304
20202021,100,PULASKI,501,Pulaski County,440,Shopville Elementary School,501440,100501440,210495001235,SESC,907,A1,309,914,669,1751,9386,1984,11371,13662
20202021,100,PULASKI,501,Pulaski County,560,Northern Elementary School,501560,100501560,210495001238,SESC,907,A1,353,706,762,1543,11526,2047,13573,15874
20202021,100,PULASKI,501,Pulaski County,570,Southern Elementary School,501570,100501570,210495001464,SESC,907,A1,675,1014,995,1851,8756,2092,10851,13129
20202021,045,GREENUP,502,Raceland-Worthington Independent,"",---District Total---,502,"","",KEDC,903,"",939,762,455,1217,8942,1941,10884,17767
20202021,045,GREENUP,502,Raceland-Worthington Independent,010,Campbell Elementary School,502010,045502010,210498001239,KEDC,903,A1,213,1196,688,1884,9404,2125,11529,13654
20202021,045,GREENUP,502,Raceland-Worthington Independent,011,Raceland-Worthington Schools Campus B,502011,045502011,210498002015,KEDC,903,A6,1,,,,,,,
20202021,045,GREENUP,502,Raceland-Worthington Independent,020,Raceland-Worthington High School,502020,045502020,210498001240,KEDC,903,A1,305,343,337,680,10486,2618,13104,13784
20202021,045,GREENUP,502,Raceland-Worthington Independent,030,Raceland-Worthington Middle School,502030,045502030,210498001241,KEDC,903,A1,393,733,429,1162,6706,1409,8115,9278
20202021,045,GREENUP,502,Raceland-Worthington Independent,160,Raceland-Worthington Schools Campus A,502160,045502160,210498001465,KEDC,903,A6,27,,,,,,,
20202021,101,ROBERTSON,505,Robertson County,"",---District Total---,505,"","",KEDC,903,"",421,1665,1267,2932,8472,2362,10834,19605
20202021,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,KEDC,903,A1,421,1665,1267,2932,8472,2362,10834,19605
20202021,102,ROCKCASTLE,511,Rockcastle County,"",---District Total---,511,"","",SESC,907,"",2645,847,969,1816,8984,1407,10391,12830
20202021,102,ROCKCASTLE,511,Rockcastle County,020,Brodhead Elementary School,511020,102511020,210507001249,SESC,907,A1,392,1781,1207,4344,19585,2479,19870,10785
20202021,102,ROCKCASTLE,511,Rockcastle County,022,Rockcastle Academy for Academic Achievement,511022,102511022,210507001906,SESC,907,A5,50,,,,,,,
20202021,102,ROCKCASTLE,511,Rockcastle County,100,Rockcastle County Middle School,511100,102511100,210507000782,SESC,907,A1,645,1387,1119,3858,10801,2419,19775,25328
20202021,102,ROCKCASTLE,511,Rockcastle County,170,Mt. Vernon Elementary,511170,102511170,210507001251,SESC,907,A1,554,1801,1193,4344,19584,2480,19868,26669
20202021,102,ROCKCASTLE,511,Rockcastle County,310,Rockcastle County High School,511310,102511310,210507001252,SESC,907,A1,779,1327,1095,2668,19555,2403,19593,36207
20202021,102,ROCKCASTLE,511,Rockcastle County,320,Roundstone Elementary School,511320,102511320,210507001253,SESC,907,A1,225,2480,1373,4808,19512,2402,20324,46542
20202021,103,ROWAN,515,Rowan County,"",---District Total---,515,"","",KEDC,903,"",3192,817,806,1623,8413,1706,10120,13889
20202021,103,ROWAN,515,Rowan County,040,Clearfield Elementary School,515040,103515040,210510001254,KEDC,903,A1,299,1279,992,2271,8615,1572,10187,12458
20202021,103,ROWAN,515,Rowan County,043,McBrayer Elementary School,515043,103515043,210510002016,KEDC,903,A1,492,1122,844,1966,8249,1535,9784,11750
20202021,103,ROWAN,515,Rowan County,044,Rowan County Preschool Center,515044,103515044,210510002033,KEDC,903,A4,0,,,,,,,
20202021,103,ROWAN,515,Rowan County,130,Morehead Youth Development Center,515130,103515130,210510001258,KEDC,903,A6,6,,,,,,,
20202021,103,ROWAN,515,Rowan County,132,Bluegrass Discovery Academy High,515132,103515132,210510002342,KEDC,903,A5,18,,,,,,,
20202021,103,ROWAN,515,Rowan County,133,Bluegrass Discovery Academy Middle,515133,103515133,210510002336,KEDC,903,A5,11,,,,,,,
20202021,103,ROWAN,515,Rowan County,180,Rowan County Senior High School,515180,103515180,210510001260,KEDC,903,A1,981,404,680,1085,7620,1664,9284,10369
20202021,103,ROWAN,515,Rowan County,200,Tilden Hogge Elementary School,515200,103515200,210510001261,KEDC,903,A1,192,1718,926,2645,10191,1691,11882,14526
20202021,103,ROWAN,515,Rowan County,210,Rowan County Middle School,515210,103515210,210510001478,KEDC,903,A1,801,519,635,1154,7462,1354,8816,9970
20202021,103,ROWAN,515,Rowan County,250,Rodburn Elementary School,515250,103515250,210510000787,KEDC,903,A1,392,1127,891,2018,9574,1754,11328,13347
20202021,104,RUSSELL,521,Russell County,"",---District Total---,521,"","",GRREC,902,"",2887,1037,605,1641,8471,1492,9963,14838
20202021,104,RUSSELL,521,Russell County,140,Jamestown Elementary School,521140,104521140,210516001263,GRREC,902,A1,441,1520,526,2046,8222,1651,9873,13270
20202021,104,RUSSELL,521,Russell County,230,Russell Springs Elementary School,521230,104521230,210516001264,GRREC,902,A1,609,960,509,1469,8929,1425,10354,13132
20202021,104,RUSSELL,521,Russell County,240,Russell County High School,521240,104521240,210516001265,GRREC,902,A1,822,776,650,1426,8913,1093,10006,20099
20202021,104,RUSSELL,521,Russell County,250,Salem Elementary School,521250,104521250,210516001266,GRREC,902,A1,321,1596,559,2155,8718,1695,10414,13879
20202021,104,RUSSELL,521,Russell County,260,Russell County Middle School,521260,104521260,210516001599,GRREC,902,A1,694,847,659,1505,7589,1074,8664,11545
20202021,045,GREENUP,522,Russell Independent,"",---District Total---,522,"","",KEDC,903,"",2175,479,426,904,9226,1781,11007,15745
20202021,045,GREENUP,522,Russell Independent,011,Russell Primary School,522011,045522011,210513001626,KEDC,903,A1,427,1083,552,1635,10462,1548,12010,13645
20202021,045,GREENUP,522,Russell Independent,030,Russell-McDowell Intermediate School,522030,045522030,210513001270,KEDC,903,A1,531,624,507,1131,8180,1372,9552,10683
20202021,045,GREENUP,522,Russell Independent,050,Russell High School,522050,045522050,210513001272,KEDC,903,A1,679,542,590,1132,8728,1976,10704,11836
20202021,045,GREENUP,522,Russell Independent,060,Russell Middle School,522060,045522060,210513001273,KEDC,903,A1,511,752,678,1430,8611,1446,10057,11487
20202021,045,GREENUP,522,Russell Independent,070,Russell Independent Alternative School,522070,045522070,210513002514,KEDC,903,A5,27,,,,,,,
20202021,071,LOGAN,523,Russellville Independent,"",---District Total---,523,"","",GRREC,902,"",1034,1009,858,1868,9199,2191,11389,15022
20202021,071,LOGAN,523,Russellville Independent,010,Virtual Learning Academy @Russellville,523010,071523010,210519002517,GRREC,902,A5,186,,,,,,,
20202021,071,LOGAN,523,Russellville Independent,020,Russellville Primary Academy,523020,071523020,210519002515,GRREC,902,A1,86,690,415,1105,7835,824,8784,10914
20202021,071,LOGAN,523,Russellville Independent,025,R E Stevenson Elementary School,523025,071523025,210519001274,GRREC,902,A1,329,1464,1024,2488,7297,1790,9212,13607
20202021,071,LOGAN,523,Russellville Independent,030,Russellville High School,523030,071523030,210519001275,GRREC,902,A1,241,737,988,1725,10185,3045,13356,17176
20202021,071,LOGAN,523,Russellville Independent,050,Russellville Middle School,523050,071523050,210519002490,GRREC,902,A1,192,489,449,937,8515,1402,10041,12003
20202021,100,PULASKI,524,Science Hill Independent,"",---District Total---,524,"","",SESC,907,"",418,882,1014,1895,8636,1424,10060,14466
20202021,100,PULASKI,524,Science Hill Independent,010,Science Hill Elementary School,524010,100524010,210522001277,SESC,907,A1,418,882,1014,1895,8636,1424,10060,14466
20202021,105,SCOTT,525,Scott County,"",---District Total---,525,"","",CKEC,901,"",9208,568,214,782,9178,1098,10276,12851
20202021,105,SCOTT,525,Scott County,005,Phoenix Horizon Community,525005,105525005,210526002432,CKEC,901,A5,126,,,,,,,
20202021,105,SCOTT,525,Scott County,010,Eastern Elementary School,525010,105525010,210526001278,CKEC,901,A1,420,500,237,737,9595,1024,10619,13234
20202021,105,SCOTT,525,Scott County,012,Anne Mason Elementary School,525012,105525012,210526001942,CKEC,901,A1,442,543,262,805,10925,1138,12063,14851
20202021,105,SCOTT,525,Scott County,013,Royal Spring Middle School,525013,105525013,210526002017,CKEC,901,A1,819,350,222,571,8784,1000,9784,12272
20202021,105,SCOTT,525,Scott County,014,Lemons Mill Elementary School,525014,105525014,210526002349,CKEC,901,A1,427,1048,236,1284,11723,1300,13023,16284
20202021,105,SCOTT,525,Scott County,015,Garth Elementary School,525015,105525015,210526001279,CKEC,901,A1,355,1246,288,1534,10755,1234,11989,15518
20202021,105,SCOTT,525,Scott County,018,Georgetown Middle School,525018,105525018,210526001280,CKEC,901,A1,579,697,260,957,10221,1073,11295,14187
20202021,105,SCOTT,525,Scott County,019,Scott County Preschool,525019,105525019,210526002204,CKEC,901,A4,0,,,,,,,
20202021,105,SCOTT,525,Scott County,025,Great Crossing High School,525025,105525025,210526002482,CKEC,901,A1,1137,444,234,678,9674,1257,10931,13500
20202021,105,SCOTT,525,Scott County,029,Creekside Elementary,525029,105525029,210526002483,CKEC,901,A1,476,1054,230,1284,9757,1266,11023,14184
20202021,105,SCOTT,525,Scott County,035,Northern Elementary School,525035,105525035,210526001687,CKEC,901,A1,431,645,225,870,9743,1216,10959,14125
20202021,105,SCOTT,525,Scott County,040,Scott County High School,525040,105525040,210526001283,CKEC,901,A1,807,457,241,698,11941,1660,13601,16253
20202021,105,SCOTT,525,Scott County,044,Elkhorn Crossing School,525044,105525044,210526002301,CKEC,901,A2,819,,,,,,,
20202021,105,SCOTT,525,Scott County,050,Stamping Ground Elementary School,525050,105525050,210526001284,CKEC,901,A1,384,645,258,903,10555,1529,12084,15911
20202021,105,SCOTT,525,Scott County,060,Scott County Middle School,525060,105525060,210526001285,CKEC,901,A1,861,405,219,624,8426,1057,9483,12018
20202021,105,SCOTT,525,Scott County,070,Southern Elementary School,525070,105525070,210526001286,CKEC,901,A1,498,1042,242,1284,10346,1185,11531,14741
20202021,105,SCOTT,525,Scott County,080,Western Elementary School,525080,105525080,210526000530,CKEC,901,A1,627,464,227,692,9021,1150,10172,12799
20202021,106,SHELBY,531,Shelby County,"",---District Total---,531,"","",OVEC,906,"",6688,465,235,700,9733,1534,11267,13776
20202021,106,SHELBY,531,Shelby County,014,Painted Stone Elementary,531014,106531014,210532001964,OVEC,906,A1,469,616,232,848,10377,1608,11984,14605
20202021,106,SHELBY,531,Shelby County,015,Southside Elementary,531015,106531015,210532002077,OVEC,906,A1,416,581,349,929,9533,1600,11134,13865
20202021,106,SHELBY,531,Shelby County,040,Martha Layne Collins High School,531040,106531040,210532002253,OVEC,906,A1,1221,373,205,578,7952,1397,9350,11626
20202021,106,SHELBY,531,Shelby County,054,Marnel C. Moorman School,531054,106531054,210532002491,OVEC,906,A1,713,416,233,649,8966,1275,10241,12623
20202021,106,SHELBY,531,Shelby County,065,Heritage Elementary,531065,106531065,210532001688,OVEC,906,A1,416,515,221,736,9645,1652,11298,13823
20202021,106,SHELBY,531,Shelby County,080,Shelby County West Middle School,531080,106531080,210532001291,OVEC,906,A1,632,203,181,384,9146,1283,10430,12560
20202021,106,SHELBY,531,Shelby County,090,Shelby County High School,531090,106531090,210532001292,OVEC,906,A1,940,349,229,578,9185,1664,10849,13145
20202021,106,SHELBY,531,Shelby County,100,Simpsonville Elementary,531100,106531100,210532001293,OVEC,906,A1,445,497,204,701,10430,1473,11904,14378
20202021,106,SHELBY,531,Shelby County,110,Shelby County East Middle School,531110,106531110,210532001294,OVEC,906,A1,570,391,192,583,9122,1192,10316,12659
20202021,106,SHELBY,531,Shelby County,120,Clear Creek Elementary,531120,106531120,210532001295,OVEC,906,A1,430,634,298,933,10713,1616,12330,15039
20202021,106,SHELBY,531,Shelby County,130,Wright Elementary,531130,106531130,210532001434,OVEC,906,A1,425,471,242,713,10906,1373,12279,14764
20202021,106,SHELBY,531,Shelby County,160,Northside Early Childhood Center,531160,106531160,210532001689,OVEC,906,A4,0,,,,,,,
20202021,106,SHELBY,531,Shelby County,170,Ascension Academy,531170,106531170,210532001690,OVEC,906,A6,11,,,,,,,
20202021,107,SIMPSON,535,Simpson County,"",---District Total---,535,"","",GRREC,902,"",2950,664,797,1461,8958,2000,10958,13144
20202021,107,SIMPSON,535,Simpson County,007,Franklin-Simpson High School West Campus,535007,107535007,210540001652,GRREC,902,A5,100,,,,,,,
20202021,107,SIMPSON,535,Simpson County,020,Franklin Elementary School,535020,107535020,210540001299,GRREC,902,A1,241,445,723,1168,10167,1860,12027,13789
20202021,107,SIMPSON,535,Simpson County,030,Franklin-Simpson Middle School,535030,107535030,210540001300,GRREC,902,A1,713,699,701,1400,7748,1959,9707,11819
20202021,107,SIMPSON,535,Simpson County,040,Franklin-Simpson High School,535040,107535040,210540001301,GRREC,902,A1,761,644,999,1643,9428,2082,11510,13859
20202021,107,SIMPSON,535,Simpson County,045,Lincoln Elementary School,535045,107535045,210540001302,GRREC,902,A1,424,776,701,1477,9209,2058,11267,13541
20202021,107,SIMPSON,535,Simpson County,100,Simpson Elementary School,535100,107535100,210540001435,GRREC,902,A1,711,670,695,1365,8206,1857,10063,12136
20202021,100,PULASKI,536,Somerset Independent,"",---District Total---,536,"","",SESC,907,"",1553,1102,460,1562,8950,1694,10644,14126
20202021,100,PULASKI,536,Somerset Independent,050,Hopkins Elementary School,536050,100536050,210543001307,SESC,907,A1,544,2966,775,3741,16315,2585,18900,22641
20202021,100,PULASKI,536,Somerset Independent,070,Somerset High School,536070,100536070,210543001310,SESC,907,A1,545,1463,689,2151,16544,2988,19532,21684
20202021,100,PULASKI,536,Somerset Independent,090,Meece Middle School,536090,100536090,210543001311,SESC,907,A1,464,1717,857,2575,16560,2456,19017,21591
20202021,019,CAMPBELL,537,Southgate Independent,"",---District Total---,537,"","",NKCES,905,"",174,1589,2401,3991,12520,3740,16261,26640
20202021,019,CAMPBELL,537,Southgate Independent,010,Southgate Public School,537010,019537010,210546001313,NKCES,905,A1,174,1433,2173,3606,12814,4427,12918,26675
20202021,108,SPENCER,541,Spencer County,"",---District Total---,541,"","",OVEC,906,"",3012,804,357,1161,8237,1170,9407,13781
20202021,108,SPENCER,541,Spencer County,040,Spencer County Elementary School,541040,108541040,210549001314,OVEC,906,A1,715,624,342,967,8054,874,8928,12994
20202021,108,SPENCER,541,Spencer County,041,Spencer County Middle School,541041,108541041,210549001871,OVEC,906,A1,725,753,337,1090,7458,1130,8588,12781
20202021,108,SPENCER,541,Spencer County,042,Hillview Academy,541042,108541042,210549002051,OVEC,906,A5,49,,,,,,,
20202021,108,SPENCER,541,Spencer County,044,Taylorsville Elementary School,541044,108541044,210549002018,OVEC,906,A1,590,1048,389,1436,8459,936,9396,13944
20202021,108,SPENCER,541,Spencer County,050,Spencer County High School,541050,108541050,210549001315,OVEC,906,A1,933,735,335,1070,7869,1470,9339,13499
20202021,109,TAYLOR,545,Taylor County,"",---District Total---,545,"","",GRREC,902,"",2549,1015,509,1524,9085,1859,10944,15041
20202021,109,TAYLOR,545,Taylor County,005,Taylor County Primary Center,545005,109545005,210552002431,GRREC,902,A1,570,1401,544,1945,9053,914,9967,14486
20202021,109,TAYLOR,545,Taylor County,020,Taylor County Elementary School,545020,109545020,210552001317,GRREC,902,A1,537,1318,535,1853,8704,2196,10900,15327
20202021,109,TAYLOR,545,Taylor County,030,Taylor County High School,545030,109545030,210552001318,GRREC,902,A1,795,699,490,1189,9954,2446,12400,16162
20202021,109,TAYLOR,545,Taylor County,040,Taylor County Middle School,545040,109545040,210552001319,GRREC,902,A1,609,764,477,1241,8237,1663,9900,13715
20202021,109,TAYLOR,545,Taylor County,075,Lakeview Academy,545075,109545075,210552002495,GRREC,902,A5,38,,,,,,,
20202021,109,TAYLOR,545,Taylor County,080,Central Kentucky Career Academy,545080,109545080,210552002501,GRREC,902,A2,0,,,,,,,
20202021,110,TODD,551,Todd County,"",---District Total---,551,"","",GRREC,902,"",1803,1270,668,1938,8862,2015,10877,16288
20202021,110,TODD,551,Todd County,005,North Todd Elementary School,551005,110551005,210555001600,GRREC,902,A1,340,2819,693,3512,9897,1762,11659,15171
20202021,110,TODD,551,Todd County,015,South Todd Elementary School,551015,110551015,210555001601,GRREC,902,A1,420,2615,703,3319,8423,2682,11105,14424
20202021,110,TODD,551,Todd County,017,Horizons High School,551017,110551017,210555002034,GRREC,902,A5,35,,,,,,,
20202021,110,TODD,551,Todd County,080,Todd County Middle School,551080,110551080,210555001324,GRREC,902,A1,433,1485,671,2156,8076,1680,9756,11912
20202021,110,TODD,551,Todd County,095,Todd County Central High School,551095,110551095,210555001325,GRREC,902,A1,575,1383,704,2087,7174,1877,9600,11748
20202021,111,TRIGG,555,Trigg County,"",---District Total---,555,"","",WKEC,908,"",1908,598,999,1596,9694,1617,11311,17198
20202021,111,TRIGG,555,Trigg County,013,Trigg County Primary School,555013,111555013,210558002093,WKEC,908,A1,401,816,978,1794,10274,1541,11900,17777
20202021,111,TRIGG,555,Trigg County,014,Trigg County Intermediate School,555014,111555014,210558002167,WKEC,908,A1,413,497,1067,1564,9543,1231,10859,16506
20202021,111,TRIGG,555,Trigg County,050,Trigg County Middle School,555050,111555050,210558001328,WKEC,908,A1,470,526,923,1449,8758,1354,10198,15730
20202021,111,TRIGG,555,Trigg County,070,Trigg County High School,555070,111555070,210558001329,WKEC,908,A1,624,486,919,1405,9203,1983,11271,16759
20202021,112,TRIMBLE,561,Trimble County,"",---District Total---,561,"","",OVEC,906,"",1104,976,401,1377,8270,1799,10069,12545
20202021,112,TRIMBLE,561,Trimble County,010,Bedford Elementary School,561010,112561010,210561001330,OVEC,906,A1,367,775,384,1159,7460,1538,8998,11196
20202021,112,TRIMBLE,561,Trimble County,020,Milton Elementary School,561020,112561020,210561001332,OVEC,906,A1,198,1472,460,1931,9774,1615,11389,14360
20202021,112,TRIMBLE,561,Trimble County,025,Trimble County JR/SR High School,561025,112561025,210561002475,OVEC,906,A1,539,839,346,1185,7369,1836,9205,11429
20202021,112,TRIMBLE,561,Trimble County,035,Trimble County Alternative Program,561035,112561035,210561002464,OVEC,906,A5,0,,,,,,,
20202021,113,UNION,565,Union County,"",---District Total---,565,"","",WKEC,908,"",1960,788,482,1270,10212,1899,12111,14102
20202021,113,UNION,565,Union County,015,Union County Preschool and Headstart,565015,113565015,210564002447,WKEC,908,A4,0,,,,,,,
20202021,113,UNION,565,Union County,020,Morganfield Elementary School,565020,113565020,210564001334,WKEC,908,A1,331,1007,462,1469,11115,2020,12805,14425
20202021,113,UNION,565,Union County,021,Union County Learning Academy,565021,113565021,210564001872,WKEC,908,A5,29,,,,,,,
20202021,113,UNION,565,Union County,050,Sturgis Elementary School,565050,113565050,210564001336,WKEC,908,A1,345,1052,406,1458,9915,2159,11743,13359
20202021,113,UNION,565,Union County,055,Union County Middle School,565055,113565055,210564001602,WKEC,908,A1,463,1015,362,1377,9620,2002,11292,12731
20202021,113,UNION,565,Union County,065,Union County High School,565065,113565065,210564001338,WKEC,908,A1,613,367,550,917,9461,2520,11650,12662
20202021,113,UNION,565,Union County,070,Uniontown Elementary School,565070,113565070,210564001339,WKEC,908,A1,179,367,411,1031,10858,2320,12848,13988
20202021,113,UNION,565,Union County,902,Union County Area Vocational Ed Center,565902,113565902,210564002175,WKEC,908,A2,0,,,,,,,
20202021,008,BOONE,567,Walton-Verona Independent,"",---District Total---,567,"","",NKCES,905,"",1731,420,402,822,9228,1966,11194,14110
20202021,008,BOONE,567,Walton-Verona Independent,010,Walton-Verona Elementary School,567010,008567010,210570001341,NKCES,905,A1,632,468,289,757,8956,2227,11183,13297
20202021,008,BOONE,567,Walton-Verona Independent,015,Walton-Verona Middle School,567015,008567015,210570002191,NKCES,905,A1,535,378,443,821,10112,1996,12108,14531
20202021,008,BOONE,567,Walton-Verona Independent,020,Walton-Verona High School,567020,008567020,210570001342,NKCES,905,A1,564,395,491,886,9039,2741,11780,13540
20202021,008,BOONE,567,Walton-Verona Independent,025,Walton - Verona Early Childhood Center,567025,008567025,210570002488,NKCES,905,A4,0,,,,,,,
20202021,114,WARREN,571,Warren County,"",---District Total---,571,"","",GRREC,902,"",16270,612,400,1011,7845,1286,9130,13162
20202021,114,WARREN,571,Warren County,001,Carol Martin Gatton Academy of Math & Science,571001,114571001,210573002441,GRREC,902,B2,0,,,,,,,
20202021,114,WARREN,571,Warren County,002,South Warren Middle School,571002,114571002,210573002298,GRREC,902,A1,708,404,372,777,7014,1231,8246,11428
20202021,114,WARREN,571,Warren County,003,South Warren High School,571003,114571003,210573002277,GRREC,902,A1,1458,334,227,560,6693,1530,8222,12025
20202021,114,WARREN,571,Warren County,010,Alvaton Elementary,571010,114571010,210573001343,GRREC,902,A1,689,555,344,899,7950,1030,8980,12281
20202021,114,WARREN,571,Warren County,015,Briarwood Elementary School,571015,114571015,210573001909,GRREC,902,A1,630,910,323,1233,8780,1235,10015,13643
20202021,114,WARREN,571,Warren County,016,Lighthouse Academy,571016,114571016,210573001926,GRREC,902,A5,150,,,,,,,
20202021,114,WARREN,571,Warren County,018,Plano Elementary,571018,114571018,210573002035,GRREC,902,A1,588,612,376,988,7867,1089,8956,12322
20202021,114,WARREN,571,Warren County,020,Beacon Academy,571020,114571020,210573002410,GRREC,902,A5,93,,,,,,,
20202021,114,WARREN,571,Warren County,025,Jennings Creek Elementary,571025,114571025,210573002465,GRREC,902,A1,711,791,554,1345,7904,1073,8977,12703
20202021,114,WARREN,571,Warren County,030,Jody Richards Elementary,571030,114571030,210573002327,GRREC,902,A1,764,404,278,683,7152,895,8048,11005
20202021,114,WARREN,571,Warren County,040,Bristow Elementary,571040,114571040,210573001344,GRREC,902,A1,549,734,592,1326,8691,1205,9896,13659
20202021,114,WARREN,571,Warren County,070,Cumberland Trace Elementary,571070,114571070,210573001346,GRREC,902,A1,488,917,394,1311,8842,1329,10171,13887
