SCH_YEAR,SCH_CD,DIST_NAME,SCH_NAME,MEMBERSHIP_TOTAL,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_OTHER_CNT,MEMBERSHIP_OTHER_PCT,MEMBERSHIP_FREE_LUNCH_CNT,MEMBERSHIP_REDUCED_LUNCH_CNT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FULLTIME_TCH_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS
20112012,71090,Bullitt County,Roby Elementary School,458,6643,428.86,249,54.4%,209,45.6%,430,93.9%,6,1.3%,7,1.5%,2,0.4%,3,0.7%,0,0.0%,10,2.2%,231,51,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,28.00,2,0.0%,10.3,7.7%,53.8%,38.5%,0.0%,0.0%,100.0%,0.0%,2.1:1,75.8%,422,13,6,"6,632"
20112012,71008,Bullitt County,Shepherdsville Elementary,508,6425,496.11,246,48.4%,262,51.6%,491,96.7%,3,0.6%,3,0.6%,1,0.2%,1,0.2%,0,0.0%,9,1.8%,382,36,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,32.50,5,0.0%,8.8,33.3%,33.3%,33.3%,0.0%,0.0%,100.0%,0.0%,2.7:1,15.5%,458,7,6,"8,599"
20112012,71032,Bullitt County,Spring Meadows,18,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,71007,Bullitt County,Zoneton Middle School,526,5983,502.35,272,51.7%,254,48.3%,494,93.9%,4,0.8%,14,2.7%,3,0.6%,1,0.2%,0,0.0%,10,1.9%,243,56,95.2%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,33.00,1,0.0%,10.8,27.8%,47.2%,22.2%,2.8%,0.0%,100.0%,0.0%,1.1:1,62.9%,500,45,2,"18,565"
20112012,71,Bullitt County,---District---,12568,9019,"11,936.09","6,434",51.2%,"6,134",48.8%,"11,950",95.1%,134,1.1%,230,1.8%,62,0.5%,47,0.4%,5,0.0%,140,1.1%,"5,246","1,040",94.7%,2.1%,1.1%,76.0%,317,37.6%,289,34.3%,28,3.3%,140,16.6%,284,33.7%,41,4.9%,33,3.9%,27,3.2%,17:1,761.56,65,0.6%,10.6,19.6%,54.0%,26.0%,0.4%,0.0%,100.0%,0.5%,2:1,63.2%,"8,214",732,115,"160,276"
20112012,72020,Burgin Independent,Burgin Elementary School,207,5360,194.6,95,45.9%,112,54.1%,190,91.8%,4,1.9%,1,0.5%,1,0.5%,0,0.0%,0,0.0%,11,5.3%,91,26,95.3%,2.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,16.65,0,0.0%,10.5,28.6%,57.1%,14.3%,0.0%,0.0%,100.0%,0.0%,2.3:1,50%,139,60,2,"1,014"
20112012,72010,Burgin Independent,Burgin High School,248,6525,235.06,130,52.4%,118,47.6%,228,91.9%,9,3.6%,5,2.0%,1,0.4%,0,0.0%,0,0.0%,5,2.0%,88,9,95.7%,1.3%,0.0%,100.0%,24,68.6%,22,62.9%,2,5.7%,0,0.0%,7,20.0%,1,2.9%,3,8.6%,0,0.0%,14:1,17.35,0,0.0%,11.4,26.1%,56.5%,17.4%,0.0%,0.0%,100.0%,0.0%,2.5:1,40.9%,,60,2,527
20112012,72,Burgin Independent,---District---,455,7205,429.66,225,49.5%,230,50.5%,418,91.9%,13,2.9%,6,1.3%,2,0.4%,0,0.0%,0,0.0%,16,3.5%,179,35,95.5%,1.6%,0.0%,100.0%,24,68.6%,22,62.9%,2,5.7%,0,0.0%,7,20.0%,1,2.9%,3,8.6%,0,0.0%,13:1,34.00,,0.0%,11,27.0%,56.8%,16.2%,0.0%,0.0%,100.0%,0.0%,4.6:1,46.2%,160,60,2,"1,014"
20112012,75030,Butler County,Butler County High School,553,7581,526.32,265,47.9%,288,52.1%,534,96.6%,2,0.4%,9,1.6%,2,0.4%,1,0.2%,0,0.0%,5,0.9%,228,59,92.7%,3.1%,1.2%,78.4%,47,39.5%,47,39.5%,0,0.0%,6,5.0%,46,38.7%,9,7.6%,9,7.6%,2,1.7%,18:1,29.98,1,0.0%,12.5,16.2%,54.1%,29.7%,0.0%,0.0%,100.0%,0.0%,3.2:1,72.7%,278,15,18,"2,670"
20112012,75032,Butler County,Butler County Learning Center,21,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,75035,Butler County,Butler County Middle School,464,7174,452.45,231,49.8%,233,50.2%,442,95.3%,2,0.4%,11,2.4%,1,0.2%,0,0.0%,0,0.0%,8,1.7%,230,44,94.9%,2.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,29.50,3,0.0%,14.4,14.3%,57.1%,28.6%,0.0%,0.0%,100.0%,0.0%,3.4:1,58.2%,242,12,6,188
20112012,75110,Butler County,Green River School,32,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,75120,Butler County,Morgantown Elementary School,682,6538,648.69,358,52.5%,324,47.5%,624,91.5%,0,0.0%,47,6.9%,3,0.4%,1,0.1%,0,0.0%,7,1.0%,383,56,95.5%,1.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,37.75,3,0.0%,11.4,15.8%,52.6%,31.6%,0.0%,0.0%,100.0%,0.0%,5.1:1,89.8%,653,53,12,854
20112012,75031,Butler County,North Butler Elementary,321,8076,301.9,150,46.7%,171,53.3%,308,96.0%,2,0.6%,3,0.9%,1,0.3%,1,0.3%,0,0.0%,6,1.9%,186,32,94.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,22.00,0,0.0%,13,12.5%,66.7%,20.8%,0.0%,0.0%,100.0%,0.0%,3.4:1,39.3%,307,55,5,"2,157"
20112012,75,Butler County,---District---,2073,9722,"1,975.02","1,053",50.8%,"1,020",49.2%,"1,952",94.2%,11,0.5%,70,3.4%,7,0.3%,3,0.1%,0,0.0%,30,1.4%,"1,027",191,94.5%,2.2%,1.2%,69.1%,47,39.5%,47,39.5%,0,0.0%,6,5.0%,46,38.7%,9,7.6%,9,7.6%,2,1.7%,16:1,125.73,7,0.0%,12.8,14.1%,56.3%,29.6%,0.0%,0.0%,100.0%,0.0%,3.5:1,70%,"1,480",135,41,"5,869"
20112012,81070,Caldwell County,Caldwell County Elementary School,465,6526,445.55,216,46.5%,249,53.5%,414,89.0%,37,8.0%,5,1.1%,2,0.4%,0,0.0%,0,0.0%,7,1.5%,263,32,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,26.05,1,0.0%,15.2,6.5%,67.7%,25.8%,0.0%,0.0%,100.0%,0.0%,3.9:1,55.8%,255,12,2,980
20112012,81010,Caldwell County,Caldwell County High School,603,7000,577.8,322,53.4%,281,46.6%,557,92.4%,33,5.5%,6,1.0%,1,0.2%,2,0.3%,0,0.0%,4,0.7%,238,59,93.6%,2.2%,0.7%,83.9%,65,47.8%,61,44.9%,4,2.9%,9,6.6%,49,36.0%,3,2.2%,5,3.7%,5,3.7%,18:1,34.05,2,0.0%,12.7,19.6%,39.1%,41.3%,0.0%,0.0%,100.0%,0.0%,3:1,75.3%,250,45,2,450
20112012,81020,Caldwell County,Caldwell County Middle School,431,6774,410.16,220,51.0%,211,49.0%,390,90.5%,25,5.8%,5,1.2%,4,0.9%,1,0.2%,0,0.0%,6,1.4%,201,34,95.4%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,25.55,2,0.0%,12.4,20.7%,48.3%,31.0%,0.0%,0.0%,100.0%,0.0%,4.7:1,79.5%,210,31,3,450
20112012,81030,Caldwell County,Caldwell County Primary School,438,8282,417.9,226,51.6%,212,48.4%,377,86.1%,34,7.8%,9,2.1%,3,0.7%,0,0.0%,0,0.0%,15,3.4%,347,44,95.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,26.56,3,0.0%,12.5,22.9%,57.1%,20.0%,0.0%,0.0%,100.0%,0.0%,3.3:1,52.8%,392,13,7,163
20112012,81,Caldwell County,---District---,1937,10195,"1,851.41",984,50.8%,953,49.2%,"1,738",89.7%,129,6.7%,25,1.3%,10,0.5%,3,0.2%,0,0.0%,32,1.7%,"1,049",169,94.9%,1.0%,0.5%,83.9%,65,47.8%,61,44.9%,4,2.9%,9,6.6%,49,36.0%,3,2.2%,5,3.7%,5,3.7%,16:1,120.00,8,0.0%,13.2,17.7%,51.8%,30.5%,0.0%,0.0%,100.0%,0.0%,3.6:1,66.2%,"1,107",101,14,"2,043"
20112012,85020,Calloway County,Calloway County High School,954,7523,915.21,491,51.5%,463,48.5%,885,92.8%,21,2.2%,20,2.1%,6,0.6%,5,0.5%,0,0.0%,17,1.8%,357,125,95.3%,0.4%,1.1%,90.9%,135,54.2%,124,49.8%,11,4.4%,8,3.2%,85,34.1%,5,2.0%,7,2.8%,9,3.6%,17:1,57.71,5,0.0%,13.3,13.2%,60.3%,26.5%,0.0%,0.0%,100.0%,0.0%,1.7:1,46.3%,954,4,3,"3,269"
20112012,85055,Calloway County,Calloway County Middle School,742,6072,711.19,358,48.2%,384,51.8%,674,90.8%,9,1.2%,23,3.1%,5,0.7%,0,0.0%,0,0.0%,31,4.2%,324,75,95.8%,0.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,39.50,0,0.0%,9.1,23.3%,53.5%,23.3%,0.0%,0.0%,100.0%,0.0%,2.4:1,21.4%,363,22,7,627
20112012,85025,Calloway County,East Calloway Elementary School,349,8789,335.97,183,52.4%,166,47.6%,330,94.6%,1,0.3%,13,3.7%,1,0.3%,0,0.0%,0,0.0%,4,1.1%,205,37,95.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,22.89,1,0.0%,7.5,45.0%,45.0%,10.0%,0.0%,0.0%,100.0%,0.0%,2.9:1,35.7%,116,8,5,"1,318"
20112012,85035,Calloway County,North Calloway Elementary School,611,7586,582.53,308,50.4%,303,49.6%,541,88.5%,13,2.1%,33,5.4%,2,0.3%,0,0.0%,0,0.0%,22,3.6%,323,63,95.9%,2.1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,37.50,2,0.0%,9.6,18.9%,56.8%,24.3%,0.0%,0.0%,100.0%,0.0%,3.8:1,45.8%,547,50,10,700
20112012,85045,Calloway County,Southwest Calloway Elementary School,481,8016,459.83,262,54.5%,219,45.5%,456,94.8%,2,0.4%,9,1.9%,3,0.6%,1,0.2%,0,0.0%,10,2.1%,160,53,96.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,30.00,1,0.0%,15,15.4%,42.3%,42.3%,0.0%,0.0%,100.0%,0.0%,3.6:1,45%,421,46,8,"1,335"
20112012,85,Calloway County,---District---,3137,10193,"3,004.73","1,602",51.1%,"1,535",48.9%,"2,886",92.0%,46,1.5%,98,3.1%,17,0.5%,6,0.2%,0,0.0%,84,2.7%,"1,369",353,95.8%,0.4%,0.8%,90.9%,135,54.2%,124,49.8%,11,4.4%,8,3.2%,85,34.1%,5,2.0%,7,2.8%,9,3.6%,15:1,204.23,9,0.0%,11.3,19.8%,55.4%,24.8%,0.0%,0.0%,100.0%,0.0%,2.4:1,39%,"2,401",130,33,"7,249"
20112012,91016,Campbell County,Campbell County Day Treatment Ctr Alt,35,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,91018,Campbell County,Campbell County Det Ctr Alt Sch,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,91100,Campbell County,Campbell County High School,1436,7035,"1,377.95",737,51.3%,699,48.7%,"1,380",96.1%,14,1.0%,16,1.1%,13,0.9%,1,0.1%,0,0.0%,12,0.8%,348,141,95.2%,1.7%,0.8%,84.9%,215,63.6%,188,55.6%,27,8.0%,32,9.5%,37,10.9%,37,10.9%,8,2.4%,9,2.7%,18:1,80.15,4,1.3%,10.1,16.7%,55.6%,25.6%,2.2%,0.0%,100.0%,1.0%,3.2:1,98.6%,889,10,4,"4,842"
20112012,91011,Campbell County,Campbell County Middle School,1198,6604,"1,155.61",604,50.4%,594,49.6%,"1,135",94.7%,10,0.8%,20,1.7%,9,0.8%,1,0.1%,0,0.0%,23,1.9%,371,110,96.0%,0.2%,0.1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,68.50,2,0.0%,9.5,26.8%,50.7%,22.5%,0.0%,0.0%,100.0%,0.0%,2.4:1,69.4%,618,133,2,"2,051"
20112012,91019,Campbell County,Campbell Ridge Elementary,639,7996,614.62,337,52.7%,302,47.3%,617,96.6%,5,0.8%,3,0.5%,8,1.3%,0,0.0%,1,0.2%,5,0.8%,245,59,96.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,43.00,5,0.0%,10.4,17.9%,66.7%,15.4%,0.0%,0.0%,100.0%,0.0%,2.2:1,47.1%,615,62,24,"5,324"
20112012,91035,Campbell County,Crossroads Elementary School,509,9898,498.85,260,51.1%,249,48.9%,465,91.4%,13,2.6%,14,2.8%,3,0.6%,0,0.0%,0,0.0%,14,2.8%,275,59,96.1%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,41.00,4,0.0%,7.8,30.8%,43.6%,25.6%,0.0%,0.0%,100.0%,0.0%,2.2:1,100%,499,14,5,"2,930"
20112012,91013,Campbell County,Donald E. Cline Elementary School,312,9770,312.24,154,49.4%,158,50.6%,262,84.0%,14,4.5%,12,3.8%,11,3.5%,0,0.0%,0,0.0%,13,4.2%,152,20,96.1%,0.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,23.00,0,0.0%,10.3,28.0%,52.0%,20.0%,0.0%,0.0%,100.0%,0.0%,2:1,69.3%,312,3,2,845
20112012,91050,Campbell County,Grant's Lick Elementary School,242,10076,235.15,137,56.6%,105,43.4%,235,97.1%,1,0.4%,1,0.4%,3,1.2%,0,0.0%,0,0.0%,2,0.8%,85,12,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,19.00,1,0.9%,8.8,26.3%,57.9%,15.8%,0.0%,0.0%,100.0%,5.3%,2.3:1,72.5%,238,42,2,841
20112012,91012,Campbell County,John W. Reiley Elementary School,371,8364,358.98,205,55.3%,166,44.7%,356,96.0%,3,0.8%,4,1.1%,4,1.1%,0,0.0%,0,0.0%,4,1.1%,113,32,96.1%,0.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,24.00,3,0.0%,11.6,25.0%,50.0%,25.0%,0.0%,0.0%,100.0%,0.0%,2:1,82.4%,324,28,7,"1,907"
20112012,91120,Campbell County,Regional Programs School,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,91,Campbell County,---District---,4808,10335,"4,637.02","2,510",52.2%,"2,298",47.8%,"4,530",94.2%,76,1.6%,73,1.5%,51,1.1%,2,0.0%,1,0.0%,75,1.6%,"1,589",433,95.7%,1.0%,0.6%,82.3%,217,61.8%,190,54.1%,27,7.7%,33,9.4%,42,12.0%,40,11.4%,10,2.8%,9,2.6%,16:1,308.15,22,0.3%,9.9,23.0%,53.4%,23.0%,0.6%,0.0%,100.0%,0.9%,2.5:1,78%,"3,171",234,39,"16,833"
20112012,92010,Campbellsville Independent,Campbellsville Elementary School,487,10697,465.23,247,50.7%,240,49.3%,360,73.9%,47,9.7%,17,3.5%,7,1.4%,0,0.0%,2,0.4%,54,11.1%,325,29,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,36.55,5,0.0%,15.9,11.8%,50.0%,38.2%,0.0%,0.0%,100.0%,0.0%,2.3:1,100%,404,38,5,"1,142"
20112012,92020,Campbellsville Independent,Campbellsville High School,243,13764,238.05,141,58.0%,102,42.0%,193,79.4%,26,10.7%,11,4.5%,4,1.6%,0,0.0%,0,0.0%,9,3.7%,152,25,92.0%,0.0%,0.4%,77.1%,26,38.2%,24,35.3%,2,2.9%,11,16.2%,22,32.4%,8,11.8%,1,1.5%,0,0.0%,13:1,18.69,1,0.0%,12.2,10.7%,46.4%,42.9%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,150,17,5,637
20112012,92025,Campbellsville Independent,Campbellsville Middle School,335,10949,327.8,186,55.5%,149,44.5%,246,73.4%,51,15.2%,11,3.3%,2,0.6%,0,0.0%,0,0.0%,25,7.5%,221,37,95.2%,1.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,25.00,1,0.0%,11.2,10.3%,62.1%,27.6%,0.0%,0.0%,100.0%,0.0%,2.2:1,100%,200,22,5,"1,500"
20112012,92011,Campbellsville Independent,Eagle Academy,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,92,Campbellsville Independent,---District---,1093,11489,"1,041.32",589,53.9%,504,46.1%,825,75.5%,125,11.4%,39,3.6%,13,1.2%,0,0.0%,2,0.2%,89,8.1%,698,91,94.3%,0.9%,0.5%,77.1%,26,38.2%,24,35.3%,2,2.9%,11,16.2%,22,32.4%,8,11.8%,1,1.5%,0,0.0%,13:1,84.69,8,0.0%,13.5,10.6%,52.1%,37.2%,0.0%,0.0%,100.0%,0.0%,2:1,100%,754,77,15,"3,279"
20112012,95060,Carlisle County,Carlisle County Elementary School,354,6987,345.18,176,49.7%,178,50.3%,332,93.8%,3,0.8%,14,4.0%,2,0.6%,0,0.0%,0,0.0%,3,0.8%,230,29,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,31.02,1,0.0%,9,14.8%,59.3%,25.9%,0.0%,0.0%,100.0%,0.0%,2.1:1,0%,336,16,2,953
20112012,95040,Carlisle County,Carlisle County High School,228,6238,223.03,112,49.1%,116,50.9%,219,96.1%,1,0.4%,5,2.2%,0,0.0%,0,0.0%,0,0.0%,3,1.3%,91,25,94.6%,2.8%,1.6%,76.5%,42,62.7%,40,59.7%,2,3.0%,3,4.5%,17,25.4%,0,0.0%,4,6.0%,1,1.5%,14:1,16.50,0,0.0%,9.1,28.6%,47.6%,23.8%,0.0%,0.0%,100.0%,0.0%,1.9:1,0%,155,22,2,810
20112012,95020,Carlisle County,Carlisle County Middle School,184,5411,176.14,84,45.7%,100,54.3%,177,96.2%,4,2.2%,2,1.1%,1,0.5%,0,0.0%,0,0.0%,0,0.0%,91,15,96.4%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,12.50,0,0.0%,9.7,30.0%,60.0%,10.0%,0.0%,0.0%,100.0%,0.0%,2.1:1,35.7%,117,57,2,260
20112012,95,Carlisle County,---District---,766,8872,744.35,372,48.6%,394,51.4%,728,95.0%,8,1.0%,21,2.7%,3,0.4%,0,0.0%,0,0.0%,6,0.8%,412,69,95.5%,1.3%,1.1%,76.5%,42,62.7%,40,59.7%,2,3.0%,3,4.5%,17,25.4%,0,0.0%,4,6.0%,1,1.5%,12:1,63.02,1,0.0%,9.1,22.4%,55.2%,22.4%,0.0%,0.0%,100.0%,0.0%,2.1:1,0%,598,95,7,"2,023"
20112012,101050,Carroll County,Carroll County Alt Learning Center,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,101018,Carroll County,Carroll County High School,512,7653,492.77,259,50.6%,253,49.4%,459,89.6%,12,2.3%,26,5.1%,9,1.8%,2,0.4%,0,0.0%,4,0.8%,266,36,93.0%,2.7%,1.0%,75.2%,67,53.2%,62,49.2%,5,4.0%,5,4.0%,38,30.2%,5,4.0%,7,5.6%,4,3.2%,16:1,33.00,0,0.0%,9.1,37.5%,40.0%,22.5%,0.0%,0.0%,100.0%,2.3%,1:1,95.2%,464,156,2,"1,740"
20112012,101019,Carroll County,Carroll County Middle School,407,8347,402.71,193,47.4%,214,52.6%,348,85.5%,4,1.0%,42,10.3%,3,0.7%,0,0.0%,0,0.0%,10,2.5%,227,35,94.8%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,27.84,1,0.0%,11,30.8%,42.3%,26.9%,0.0%,0.0%,100.0%,3.8%,.8:1,76.4%,90,19,2,366
20112012,101005,Carroll County,Cartmell Elementary,433,7553,419,212,49.0%,221,51.0%,369,85.2%,8,1.8%,43,9.9%,3,0.7%,1,0.2%,0,0.0%,9,2.1%,271,27,94.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,28.34,3,0.0%,7.2,17.4%,69.6%,13.0%,0.0%,0.0%,100.0%,0.0%,.9:1,87.7%,312,46,6,762
20112012,101010,Carroll County,Kathryn Winn Primary,441,10001,418.16,246,55.8%,195,44.2%,361,81.9%,6,1.4%,48,10.9%,2,0.5%,0,0.0%,0,0.0%,24,5.4%,285,24,93.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,32.34,7,0.0%,13.4,20.7%,24.1%,55.2%,0.0%,0.0%,100.0%,0.0%,1.8:1,64.7%,450,250,2,"2,218"
