Fiscal Year,District,Rank,Years,,I,II,III
2012 - 2013,211 Grayson County,III,33,,50379,50524,50524
2012 - 2013,211 Grayson County,III,34,,50379,50524,50524
2012 - 2013,211 Grayson County,III,35,,50379,50524,50524
2012 - 2013,211 Grayson County,III,36,,50379,50524,50524
2012 - 2013,211 Grayson County,III,37,,50379,50524,50524
2012 - 2013,211 Grayson County,III,38,,50379,50524,50524
2012 - 2013,211 Grayson County,III,39,,50379,50524,50524
2012 - 2013,211 Grayson County,III,40,,50379,50524,50524
2012 - 2013,211 Grayson County,IV,0,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,1,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,2,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,3,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,4,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,5,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,6,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,7,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,8,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,9,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,10,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,11,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,12,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,13,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,14,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,15,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,16,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,17,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,18,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,19,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,20,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,21,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,22,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,23,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,24,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,25,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,26,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,27,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,28,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,29,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,30,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,31,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,32,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,33,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,34,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,35,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,36,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,37,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,38,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,39,,27094,35223,35223
2012 - 2013,211 Grayson County,IV,40,,27094,35223,35223
2012 - 2013,211 Grayson County,V,0,,25626,25626,25626
2012 - 2013,211 Grayson County,V,1,,25626,25626,25626
2012 - 2013,211 Grayson County,V,2,,25626,25626,25626
2012 - 2013,211 Grayson County,V,3,,25626,25626,25626
2012 - 2013,211 Grayson County,V,4,,25626,25626,25626
2012 - 2013,211 Grayson County,V,5,,25626,25626,25626
2012 - 2013,211 Grayson County,V,6,,25626,25626,25626
2012 - 2013,211 Grayson County,V,7,,25626,25626,25626
2012 - 2013,211 Grayson County,V,8,,25626,25626,25626
2012 - 2013,211 Grayson County,V,9,,25626,25626,25626
2012 - 2013,211 Grayson County,V,10,,25626,25626,25626
2012 - 2013,211 Grayson County,V,11,,25626,25626,25626
2012 - 2013,211 Grayson County,V,12,,25626,25626,25626
2012 - 2013,211 Grayson County,V,13,,25626,25626,25626
2012 - 2013,211 Grayson County,V,14,,25626,25626,25626
2012 - 2013,211 Grayson County,V,15,,25626,25626,25626
2012 - 2013,211 Grayson County,V,16,,25626,25626,25626
2012 - 2013,211 Grayson County,V,17,,25626,25626,25626
2012 - 2013,211 Grayson County,V,18,,25626,25626,25626
2012 - 2013,211 Grayson County,V,19,,25626,25626,25626
2012 - 2013,211 Grayson County,V,20,,25626,25626,25626
2012 - 2013,211 Grayson County,V,21,,25626,25626,25626
2012 - 2013,211 Grayson County,V,22,,25626,25626,25626
2012 - 2013,211 Grayson County,V,23,,25626,25626,25626
2012 - 2013,211 Grayson County,V,24,,25626,25626,25626
2012 - 2013,211 Grayson County,V,25,,25626,25626,25626
2012 - 2013,211 Grayson County,V,26,,25626,25626,25626
2012 - 2013,211 Grayson County,V,27,,25626,25626,25626
2012 - 2013,211 Grayson County,V,28,,25626,25626,25626
2012 - 2013,211 Grayson County,V,29,,25626,25626,25626
2012 - 2013,211 Grayson County,V,30,,25626,25626,25626
2012 - 2013,211 Grayson County,V,31,,25626,25626,25626
2012 - 2013,211 Grayson County,V,32,,25626,25626,25626
2012 - 2013,211 Grayson County,V,33,,25626,25626,25626
2012 - 2013,211 Grayson County,V,34,,25626,25626,25626
2012 - 2013,211 Grayson County,V,35,,25626,25626,25626
2012 - 2013,211 Grayson County,V,36,,25626,25626,25626
2012 - 2013,211 Grayson County,V,37,,25626,25626,25626
2012 - 2013,211 Grayson County,V,38,,25626,25626,25626
2012 - 2013,211 Grayson County,V,39,,25626,25626,25626
2012 - 2013,211 Grayson County,V,40,,25626,25626,25626
2012 - 2013,215 Green County,I,0,,42432,0,0
2012 - 2013,215 Green County,I,1,,42432,0,0
2012 - 2013,215 Green County,I,2,,42432,0,0
2012 - 2013,215 Green County,I,3,,42432,0,0
2012 - 2013,215 Green County,I,4,,46343,0,0
2012 - 2013,215 Green County,I,5,,46343,0,0
2012 - 2013,215 Green County,I,6,,46343,0,0
2012 - 2013,215 Green County,I,7,,46343,0,0
2012 - 2013,215 Green County,I,8,,46343,0,0
2012 - 2013,215 Green County,I,9,,46343,0,0
2012 - 2013,215 Green County,I,10,,51423,0,0
2012 - 2013,215 Green County,I,11,,51423,0,0
2012 - 2013,215 Green County,I,12,,51423,0,0
2012 - 2013,215 Green County,I,13,,51423,0,0
2012 - 2013,215 Green County,I,14,,51423,0,0
2012 - 2013,215 Green County,I,15,,52907,0,0
2012 - 2013,215 Green County,I,16,,52907,0,0
2012 - 2013,215 Green County,I,17,,52907,0,0
2012 - 2013,215 Green County,I,18,,52907,0,0
2012 - 2013,215 Green County,I,19,,52907,0,0
2012 - 2013,215 Green County,I,20,,54000,0,0
2012 - 2013,215 Green County,I,21,,54000,0,0
2012 - 2013,215 Green County,I,22,,54000,0,0
2012 - 2013,215 Green County,I,23,,54000,0,0
2012 - 2013,215 Green County,I,24,,54000,0,0
2012 - 2013,215 Green County,I,25,,54000,0,0
2012 - 2013,215 Green County,I,26,,54000,0,0
2012 - 2013,215 Green County,I,27,,54000,0,0
2012 - 2013,215 Green County,I,28,,54000,0,0
2012 - 2013,215 Green County,I,29,,54000,0,0
2012 - 2013,215 Green County,I,30,,54000,0,0
2012 - 2013,215 Green County,I,31,,54000,0,0
2012 - 2013,215 Green County,I,32,,54000,0,0
2012 - 2013,215 Green County,I,33,,54000,0,0
2012 - 2013,215 Green County,I,34,,54000,0,0
2012 - 2013,215 Green County,I,35,,54000,0,0
2012 - 2013,215 Green County,I,36,,54000,0,0
2012 - 2013,215 Green County,I,37,,54000,0,0
2012 - 2013,215 Green County,I,38,,54000,0,0
2012 - 2013,215 Green County,I,39,,54000,0,0
2012 - 2013,215 Green County,I,40,,54000,0,0
2012 - 2013,215 Green County,II,0,,38534,0,0
2012 - 2013,215 Green County,II,1,,38534,0,0
2012 - 2013,215 Green County,II,2,,38534,0,0
2012 - 2013,215 Green County,II,3,,38534,0,0
2012 - 2013,215 Green County,II,4,,42432,0,0
2012 - 2013,215 Green County,II,5,,42432,0,0
2012 - 2013,215 Green County,II,6,,42432,0,0
2012 - 2013,215 Green County,II,7,,42432,0,0
2012 - 2013,215 Green County,II,8,,42432,0,0
2012 - 2013,215 Green County,II,9,,42432,0,0
2012 - 2013,215 Green County,II,10,,47484,0,0
2012 - 2013,215 Green County,II,11,,47484,0,0
2012 - 2013,215 Green County,II,12,,47484,0,0
2012 - 2013,215 Green County,II,13,,47484,0,0
2012 - 2013,215 Green County,II,14,,47484,0,0
2012 - 2013,215 Green County,II,15,,48978,0,0
2012 - 2013,215 Green County,II,16,,48978,0,0
2012 - 2013,215 Green County,II,17,,48978,0,0
2012 - 2013,215 Green County,II,18,,48978,0,0
2012 - 2013,215 Green County,II,19,,48978,0,0
2012 - 2013,215 Green County,II,20,,50073,0,0
2012 - 2013,215 Green County,II,21,,50073,0,0
2012 - 2013,215 Green County,II,22,,50073,0,0
2012 - 2013,215 Green County,II,23,,50073,0,0
2012 - 2013,215 Green County,II,24,,50073,0,0
2012 - 2013,215 Green County,II,25,,50073,0,0
2012 - 2013,215 Green County,II,26,,50073,0,0
2012 - 2013,215 Green County,II,27,,50073,0,0
2012 - 2013,215 Green County,II,28,,50073,0,0
2012 - 2013,215 Green County,II,29,,50073,0,0
2012 - 2013,215 Green County,II,30,,50073,0,0
2012 - 2013,215 Green County,II,31,,50073,0,0
2012 - 2013,215 Green County,II,32,,50073,0,0
2012 - 2013,215 Green County,II,33,,50073,0,0
2012 - 2013,215 Green County,II,34,,50073,0,0
2012 - 2013,215 Green County,II,35,,50073,0,0
2012 - 2013,215 Green County,II,36,,50073,0,0
2012 - 2013,215 Green County,II,37,,50073,0,0
2012 - 2013,215 Green County,II,38,,50073,0,0
2012 - 2013,215 Green County,II,39,,50073,0,0
2012 - 2013,215 Green County,II,40,,50073,0,0
2012 - 2013,215 Green County,III,0,,34572,0,0
2012 - 2013,215 Green County,III,1,,34572,0,0
2012 - 2013,215 Green County,III,2,,34572,0,0
2012 - 2013,215 Green County,III,3,,34572,0,0
2012 - 2013,215 Green County,III,4,,38534,0,0
2012 - 2013,215 Green County,III,5,,38534,0,0
2012 - 2013,215 Green County,III,6,,38534,0,0
2012 - 2013,215 Green County,III,7,,38534,0,0
2012 - 2013,215 Green County,III,8,,38534,0,0
2012 - 2013,215 Green County,III,9,,38534,0,0
2012 - 2013,215 Green County,III,10,,43536,0,0
2012 - 2013,215 Green County,III,11,,43536,0,0
2012 - 2013,215 Green County,III,12,,43536,0,0
2012 - 2013,215 Green County,III,13,,43536,0,0
2012 - 2013,215 Green County,III,14,,43536,0,0
2012 - 2013,215 Green County,III,15,,45033,0,0
2012 - 2013,215 Green County,III,16,,45033,0,0
2012 - 2013,215 Green County,III,17,,45033,0,0
2012 - 2013,215 Green County,III,18,,45033,0,0
2012 - 2013,215 Green County,III,19,,45033,0,0
2012 - 2013,215 Green County,III,20,,45767,0,0
2012 - 2013,215 Green County,III,21,,45767,0,0
2012 - 2013,215 Green County,III,22,,45767,0,0
2012 - 2013,215 Green County,III,23,,45767,0,0
2012 - 2013,215 Green County,III,24,,45767,0,0
2012 - 2013,215 Green County,III,25,,45767,0,0
2012 - 2013,215 Green County,III,26,,45767,0,0
2012 - 2013,215 Green County,III,27,,45767,0,0
2012 - 2013,215 Green County,III,28,,45767,0,0
2012 - 2013,215 Green County,III,29,,45767,0,0
2012 - 2013,215 Green County,III,30,,45767,0,0
2012 - 2013,215 Green County,III,31,,45767,0,0
2012 - 2013,215 Green County,III,32,,45767,0,0
2012 - 2013,215 Green County,III,33,,45767,0,0
2012 - 2013,215 Green County,III,34,,45767,0,0
2012 - 2013,215 Green County,III,35,,45767,0,0
2012 - 2013,215 Green County,III,36,,45767,0,0
2012 - 2013,215 Green County,III,37,,45767,0,0
2012 - 2013,215 Green County,III,38,,45767,0,0
2012 - 2013,215 Green County,III,39,,45767,0,0
2012 - 2013,215 Green County,III,40,,45767,0,0
2012 - 2013,215 Green County,IV,0,,27607,0,0
2012 - 2013,215 Green County,IV,1,,27607,0,0
2012 - 2013,215 Green County,IV,2,,27607,0,0
2012 - 2013,215 Green County,IV,3,,27607,0,0
2012 - 2013,215 Green County,IV,4,,27607,0,0
2012 - 2013,215 Green County,IV,5,,27607,0,0
2012 - 2013,215 Green County,IV,6,,27607,0,0
2012 - 2013,215 Green County,IV,7,,27607,0,0
2012 - 2013,215 Green County,IV,8,,27607,0,0
2012 - 2013,215 Green County,IV,9,,27607,0,0
2012 - 2013,215 Green County,IV,10,,27607,0,0
2012 - 2013,215 Green County,IV,11,,27607,0,0
2012 - 2013,215 Green County,IV,12,,27607,0,0
2012 - 2013,215 Green County,IV,13,,27607,0,0
2012 - 2013,215 Green County,IV,14,,27607,0,0
2012 - 2013,215 Green County,IV,15,,27607,0,0
2012 - 2013,215 Green County,IV,16,,27607,0,0
2012 - 2013,215 Green County,IV,17,,27607,0,0
2012 - 2013,215 Green County,IV,18,,27607,0,0
2012 - 2013,215 Green County,IV,19,,27607,0,0
2012 - 2013,215 Green County,IV,20,,27607,0,0
2012 - 2013,215 Green County,IV,21,,27607,0,0
2012 - 2013,215 Green County,IV,22,,27607,0,0
2012 - 2013,215 Green County,IV,23,,27607,0,0
2012 - 2013,215 Green County,IV,24,,27607,0,0
2012 - 2013,215 Green County,IV,25,,27607,0,0
2012 - 2013,215 Green County,IV,26,,27607,0,0
2012 - 2013,215 Green County,IV,27,,27607,0,0
2012 - 2013,215 Green County,IV,28,,27607,0,0
2012 - 2013,215 Green County,IV,29,,27607,0,0
2012 - 2013,215 Green County,IV,30,,27607,0,0
2012 - 2013,215 Green County,IV,31,,27607,0,0
2012 - 2013,215 Green County,IV,32,,27607,0,0
2012 - 2013,215 Green County,IV,33,,27607,0,0
2012 - 2013,215 Green County,IV,34,,27607,0,0
2012 - 2013,215 Green County,IV,35,,27607,0,0
2012 - 2013,215 Green County,IV,36,,27607,0,0
2012 - 2013,215 Green County,IV,37,,27607,0,0
2012 - 2013,215 Green County,IV,38,,27607,0,0
2012 - 2013,215 Green County,IV,39,,27607,0,0
2012 - 2013,215 Green County,IV,40,,27607,0,0
2012 - 2013,215 Green County,V,0,,26537,0,0
2012 - 2013,215 Green County,V,1,,26537,0,0
2012 - 2013,215 Green County,V,2,,26537,0,0
2012 - 2013,215 Green County,V,3,,26537,0,0
2012 - 2013,215 Green County,V,4,,26537,0,0
2012 - 2013,215 Green County,V,5,,26537,0,0
2012 - 2013,215 Green County,V,6,,26537,0,0
2012 - 2013,215 Green County,V,7,,26537,0,0
2012 - 2013,215 Green County,V,8,,26537,0,0
2012 - 2013,215 Green County,V,9,,26537,0,0
2012 - 2013,215 Green County,V,10,,26537,0,0
2012 - 2013,215 Green County,V,11,,26537,0,0
2012 - 2013,215 Green County,V,12,,26537,0,0
2012 - 2013,215 Green County,V,13,,26537,0,0
2012 - 2013,215 Green County,V,14,,26537,0,0
2012 - 2013,215 Green County,V,15,,26537,0,0
2012 - 2013,215 Green County,V,16,,26537,0,0
2012 - 2013,215 Green County,V,17,,26537,0,0
2012 - 2013,215 Green County,V,18,,26537,0,0
2012 - 2013,215 Green County,V,19,,26537,0,0
2012 - 2013,215 Green County,V,20,,26537,0,0
2012 - 2013,215 Green County,V,21,,26537,0,0
2012 - 2013,215 Green County,V,22,,26537,0,0
2012 - 2013,215 Green County,V,23,,26537,0,0
2012 - 2013,215 Green County,V,24,,26537,0,0
2012 - 2013,215 Green County,V,25,,26537,0,0
2012 - 2013,215 Green County,V,26,,26537,0,0
2012 - 2013,215 Green County,V,27,,26537,0,0
2012 - 2013,215 Green County,V,28,,26537,0,0
2012 - 2013,215 Green County,V,29,,26537,0,0
2012 - 2013,215 Green County,V,30,,26537,0,0
2012 - 2013,215 Green County,V,31,,26537,0,0
2012 - 2013,215 Green County,V,32,,26537,0,0
2012 - 2013,215 Green County,V,33,,26537,0,0
2012 - 2013,215 Green County,V,34,,26537,0,0
2012 - 2013,215 Green County,V,35,,26537,0,0
2012 - 2013,215 Green County,V,36,,26537,0,0
2012 - 2013,215 Green County,V,37,,26537,0,0
2012 - 2013,215 Green County,V,38,,26537,0,0
2012 - 2013,215 Green County,V,39,,26537,0,0
2012 - 2013,215 Green County,V,40,,26537,0,0
2012 - 2013,221 Greenup County,I,0,,40402,0,0
2012 - 2013,221 Greenup County,I,1,,40968,0,0
2012 - 2013,221 Greenup County,I,2,,41532,0,0
2012 - 2013,221 Greenup County,I,3,,42097,0,0
2012 - 2013,221 Greenup County,I,4,,43174,0,0
2012 - 2013,221 Greenup County,I,5,,43739,0,0
2012 - 2013,221 Greenup County,I,6,,44313,0,0
2012 - 2013,221 Greenup County,I,7,,44895,0,0
2012 - 2013,221 Greenup County,I,8,,45475,0,0
2012 - 2013,221 Greenup County,I,9,,46058,0,0
2012 - 2013,221 Greenup County,I,10,,49196,0,0
2012 - 2013,221 Greenup County,I,11,,49594,0,0
2012 - 2013,221 Greenup County,I,12,,49991,0,0
2012 - 2013,221 Greenup County,I,13,,50387,0,0
2012 - 2013,221 Greenup County,I,14,,50785,0,0
2012 - 2013,221 Greenup County,I,15,,51183,0,0
2012 - 2013,221 Greenup County,I,16,,51577,0,0
2012 - 2013,221 Greenup County,I,17,,51973,0,0
2012 - 2013,221 Greenup County,I,18,,52369,0,0
2012 - 2013,221 Greenup County,I,19,,52764,0,0
2012 - 2013,221 Greenup County,I,20,,53162,0,0
2012 - 2013,221 Greenup County,I,21,,53823,0,0
2012 - 2013,221 Greenup County,I,22,,54482,0,0
2012 - 2013,221 Greenup County,I,23,,55145,0,0
2012 - 2013,221 Greenup County,I,24,,55804,0,0
2012 - 2013,221 Greenup County,I,25,,56465,0,0
2012 - 2013,221 Greenup County,I,26,,57125,0,0
2012 - 2013,221 Greenup County,I,27,,57788,0,0
2012 - 2013,221 Greenup County,I,28,,57788,0,0
2012 - 2013,221 Greenup County,I,29,,57788,0,0
2012 - 2013,221 Greenup County,I,30,,57788,0,0
2012 - 2013,221 Greenup County,I,31,,57788,0,0
2012 - 2013,221 Greenup County,I,32,,57788,0,0
2012 - 2013,221 Greenup County,I,33,,57788,0,0
2012 - 2013,221 Greenup County,I,34,,57788,0,0
2012 - 2013,221 Greenup County,I,35,,57788,0,0
2012 - 2013,221 Greenup County,I,36,,57788,0,0
2012 - 2013,221 Greenup County,I,37,,57788,0,0
2012 - 2013,221 Greenup County,I,38,,57788,0,0
2012 - 2013,221 Greenup County,I,39,,57788,0,0
2012 - 2013,221 Greenup County,I,40,,57788,0,0
2012 - 2013,221 Greenup County,II,0,,37069,0,0
2012 - 2013,221 Greenup County,II,1,,37608,0,0
2012 - 2013,221 Greenup County,II,2,,38200,0,0
2012 - 2013,221 Greenup County,II,3,,38762,0,0
2012 - 2013,221 Greenup County,II,4,,39837,0,0
2012 - 2013,221 Greenup County,II,5,,40402,0,0
2012 - 2013,221 Greenup County,II,6,,40968,0,0
2012 - 2013,221 Greenup County,II,7,,41532,0,0
2012 - 2013,221 Greenup County,II,8,,42097,0,0
2012 - 2013,221 Greenup County,II,9,,42913,0,0
2012 - 2013,221 Greenup County,II,10,,45727,0,0
2012 - 2013,221 Greenup County,II,11,,46114,0,0
2012 - 2013,221 Greenup County,II,12,,46500,0,0
2012 - 2013,221 Greenup County,II,13,,46886,0,0
2012 - 2013,221 Greenup County,II,14,,47271,0,0
2012 - 2013,221 Greenup County,II,15,,47658,0,0
2012 - 2013,221 Greenup County,II,16,,48043,0,0
2012 - 2013,221 Greenup County,II,17,,48429,0,0
2012 - 2013,221 Greenup County,II,18,,48827,0,0
2012 - 2013,221 Greenup County,II,19,,49223,0,0
2012 - 2013,221 Greenup County,II,20,,49622,0,0
2012 - 2013,221 Greenup County,II,21,,50281,0,0
2012 - 2013,221 Greenup County,II,22,,50939,0,0
2012 - 2013,221 Greenup County,II,23,,51598,0,0
2012 - 2013,221 Greenup County,II,24,,52263,0,0
2012 - 2013,221 Greenup County,II,25,,52924,0,0
2012 - 2013,221 Greenup County,II,26,,53583,0,0
2012 - 2013,221 Greenup County,II,27,,54247,0,0
2012 - 2013,221 Greenup County,II,28,,54247,0,0
2012 - 2013,221 Greenup County,II,29,,54247,0,0
2012 - 2013,221 Greenup County,II,30,,54247,0,0
2012 - 2013,221 Greenup County,II,31,,54247,0,0
2012 - 2013,221 Greenup County,II,32,,54247,0,0
2012 - 2013,221 Greenup County,II,33,,54247,0,0
2012 - 2013,221 Greenup County,II,34,,54247,0,0
2012 - 2013,221 Greenup County,II,35,,54247,0,0
2012 - 2013,221 Greenup County,II,36,,54247,0,0
2012 - 2013,221 Greenup County,II,37,,54247,0,0
2012 - 2013,221 Greenup County,II,38,,54247,0,0
2012 - 2013,221 Greenup County,II,39,,54247,0,0
2012 - 2013,221 Greenup County,II,40,,54247,0,0
2012 - 2013,221 Greenup County,III,0,,33734,0,0
2012 - 2013,221 Greenup County,III,1,,34297,0,0
2012 - 2013,221 Greenup County,III,2,,34863,0,0
2012 - 2013,221 Greenup County,III,3,,35427,0,0
2012 - 2013,221 Greenup County,III,4,,36792,0,0
2012 - 2013,221 Greenup County,III,5,,37357,0,0
2012 - 2013,221 Greenup County,III,6,,37924,0,0
2012 - 2013,221 Greenup County,III,7,,38486,0,0
2012 - 2013,221 Greenup County,III,8,,39051,0,0
2012 - 2013,221 Greenup County,III,9,,39616,0,0
2012 - 2013,221 Greenup County,III,10,,42328,0,0
2012 - 2013,221 Greenup County,III,11,,42814,0,0
2012 - 2013,221 Greenup County,III,12,,43076,0,0
2012 - 2013,221 Greenup County,III,13,,43453,0,0
2012 - 2013,221 Greenup County,III,14,,43826,0,0
2012 - 2013,221 Greenup County,III,15,,44208,0,0
2012 - 2013,221 Greenup County,III,16,,44596,0,0
2012 - 2013,221 Greenup County,III,17,,44981,0,0
2012 - 2013,221 Greenup County,III,18,,45366,0,0
2012 - 2013,221 Greenup County,III,19,,45752,0,0
2012 - 2013,221 Greenup County,III,20,,46138,0,0
2012 - 2013,221 Greenup County,III,21,,46782,0,0
2012 - 2013,221 Greenup County,III,22,,47427,0,0
2012 - 2013,221 Greenup County,III,23,,48069,0,0
2012 - 2013,221 Greenup County,III,24,,48720,0,0
2012 - 2013,221 Greenup County,III,25,,49380,0,0
2012 - 2013,221 Greenup County,III,26,,50041,0,0
2012 - 2013,221 Greenup County,III,27,,50702,0,0
2012 - 2013,221 Greenup County,III,28,,50702,0,0
2012 - 2013,221 Greenup County,III,29,,50702,0,0
2012 - 2013,221 Greenup County,III,30,,50702,0,0
2012 - 2013,221 Greenup County,III,31,,50702,0,0
2012 - 2013,221 Greenup County,III,32,,50702,0,0
2012 - 2013,221 Greenup County,III,33,,50702,0,0
2012 - 2013,221 Greenup County,III,34,,50702,0,0
2012 - 2013,221 Greenup County,III,35,,50702,0,0
2012 - 2013,221 Greenup County,III,36,,50702,0,0
2012 - 2013,221 Greenup County,III,37,,50702,0,0
2012 - 2013,221 Greenup County,III,38,,50702,0,0
2012 - 2013,221 Greenup County,III,39,,50702,0,0
2012 - 2013,221 Greenup County,III,40,,50702,0,0
2012 - 2013,221 Greenup County,IV,0,,28000,0,0
2012 - 2013,221 Greenup County,IV,1,,28000,0,0
2012 - 2013,221 Greenup County,IV,2,,28000,0,0
2012 - 2013,221 Greenup County,IV,3,,28000,0,0
2012 - 2013,221 Greenup County,IV,4,,28000,0,0
2012 - 2013,221 Greenup County,IV,5,,28000,0,0
2012 - 2013,221 Greenup County,IV,6,,28000,0,0
2012 - 2013,221 Greenup County,IV,7,,28000,0,0
2012 - 2013,221 Greenup County,IV,8,,28000,0,0
2012 - 2013,221 Greenup County,IV,9,,28000,0,0
2012 - 2013,221 Greenup County,IV,10,,28000,0,0
2012 - 2013,221 Greenup County,IV,11,,28000,0,0
2012 - 2013,221 Greenup County,IV,12,,28000,0,0
2012 - 2013,221 Greenup County,IV,13,,28000,0,0
2012 - 2013,221 Greenup County,IV,14,,28000,0,0
2012 - 2013,221 Greenup County,IV,15,,28000,0,0
2012 - 2013,221 Greenup County,IV,16,,28000,0,0
2012 - 2013,221 Greenup County,IV,17,,28000,0,0
2012 - 2013,221 Greenup County,IV,18,,28000,0,0
2012 - 2013,221 Greenup County,IV,19,,28000,0,0
2012 - 2013,221 Greenup County,IV,20,,28000,0,0
2012 - 2013,221 Greenup County,IV,21,,28000,0,0
2012 - 2013,221 Greenup County,IV,22,,28000,0,0
2012 - 2013,221 Greenup County,IV,23,,28000,0,0
2012 - 2013,221 Greenup County,IV,24,,28000,0,0
2012 - 2013,221 Greenup County,IV,25,,28000,0,0
2012 - 2013,221 Greenup County,IV,26,,28000,0,0
2012 - 2013,221 Greenup County,IV,27,,28000,0,0
2012 - 2013,221 Greenup County,IV,28,,28000,0,0
2012 - 2013,221 Greenup County,IV,29,,28000,0,0
2012 - 2013,221 Greenup County,IV,30,,28000,0,0
2012 - 2013,221 Greenup County,IV,31,,28000,0,0
2012 - 2013,221 Greenup County,IV,32,,28000,0,0
2012 - 2013,221 Greenup County,IV,33,,28000,0,0
2012 - 2013,221 Greenup County,IV,34,,28000,0,0
2012 - 2013,221 Greenup County,IV,35,,28000,0,0
2012 - 2013,221 Greenup County,IV,36,,28000,0,0
2012 - 2013,221 Greenup County,IV,37,,28000,0,0
2012 - 2013,221 Greenup County,IV,38,,28000,0,0
2012 - 2013,221 Greenup County,IV,39,,28000,0,0
2012 - 2013,221 Greenup County,IV,40,,28000,0,0
2012 - 2013,221 Greenup County,V,0,,24081,0,0
2012 - 2013,221 Greenup County,V,1,,24081,0,0
2012 - 2013,221 Greenup County,V,2,,24081,0,0
2012 - 2013,221 Greenup County,V,3,,24081,0,0
2012 - 2013,221 Greenup County,V,4,,24081,0,0
2012 - 2013,221 Greenup County,V,5,,24081,0,0
2012 - 2013,221 Greenup County,V,6,,24081,0,0
2012 - 2013,221 Greenup County,V,7,,24081,0,0
2012 - 2013,221 Greenup County,V,8,,24081,0,0
2012 - 2013,221 Greenup County,V,9,,24081,0,0
2012 - 2013,221 Greenup County,V,10,,24081,0,0
2012 - 2013,221 Greenup County,V,11,,24081,0,0
2012 - 2013,221 Greenup County,V,12,,24081,0,0
2012 - 2013,221 Greenup County,V,13,,24081,0,0
2012 - 2013,221 Greenup County,V,14,,24081,0,0
2012 - 2013,221 Greenup County,V,15,,24081,0,0
2012 - 2013,221 Greenup County,V,16,,24081,0,0
2012 - 2013,221 Greenup County,V,17,,24081,0,0
2012 - 2013,221 Greenup County,V,18,,24081,0,0
2012 - 2013,221 Greenup County,V,19,,24081,0,0
2012 - 2013,221 Greenup County,V,20,,24081,0,0
2012 - 2013,221 Greenup County,V,21,,24081,0,0
2012 - 2013,221 Greenup County,V,22,,24081,0,0
2012 - 2013,221 Greenup County,V,23,,24081,0,0
2012 - 2013,221 Greenup County,V,24,,24081,0,0
2012 - 2013,221 Greenup County,V,25,,24081,0,0
2012 - 2013,221 Greenup County,V,26,,24081,0,0
2012 - 2013,221 Greenup County,V,27,,24081,0,0
2012 - 2013,221 Greenup County,V,28,,24081,0,0
2012 - 2013,221 Greenup County,V,29,,24081,0,0
2012 - 2013,221 Greenup County,V,30,,24081,0,0
2012 - 2013,221 Greenup County,V,31,,24081,0,0
2012 - 2013,221 Greenup County,V,32,,24081,0,0
2012 - 2013,221 Greenup County,V,33,,24081,0,0
2012 - 2013,221 Greenup County,V,34,,24081,0,0
2012 - 2013,221 Greenup County,V,35,,24081,0,0
2012 - 2013,221 Greenup County,V,36,,24081,0,0
2012 - 2013,221 Greenup County,V,37,,24081,0,0
2012 - 2013,221 Greenup County,V,38,,24081,0,0
2012 - 2013,221 Greenup County,V,39,,24081,0,0
2012 - 2013,221 Greenup County,V,40,,24081,0,0
2012 - 2013,225 Hancock County,I,0,,41807,0,0
2012 - 2013,225 Hancock County,I,1,,42079,0,0
